35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
44, Private, Masters, Widowed, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,4005,0,45, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,1976,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Guatemala, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
61, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,8, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
33, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States, <=50K
40, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,15, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,37, United-States, <=50K
62, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
60, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,25604,0,45, United-States, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, United-States, <=50K
55, Local-gov, 9th, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States, <=50K
59, State-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, 10th, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,48, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,84, Mexico, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
74, State-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,15, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
40, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Separated, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,1529,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
49, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, Germany, <=50K
20, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,15, India, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Divorced, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
79, Private, Masters, Widowed, Other-service, Unmarried, Black, Female,4084,0,12, United-States, <=50K
51, Private, Masters, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,48, Japan, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Wife, Black, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Canada, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Canada, >50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,42, Vietnam, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,7298,0,45, Japan, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
74, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,2163,50, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1621,50, Puerto-Rico, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,38, United-States, <=50K
44, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
49, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,8, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,33, United-States, <=50K
49, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,27202,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
53, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,2406,87, United-States, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Separated, Farming-fishing, Not-in-family, White, Female,0,0,99, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
61, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,35, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
38, State-gov, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Mexico, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,1900,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Nicaragua, <=50K
28, Private, 9th, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Columbia, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
42, Private, Bachelors, Separated, Other-service, Unmarried, Black, Female,0,0,37, United-States, <=50K
41, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,15024,0,50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
62, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, United-States, >50K
27, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, <=50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
61, Private, HS-grad, Separated, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, Guatemala, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Prof-school, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, >50K
58, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
35, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,32, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,76, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
54, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,54, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
53, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, >50K
37, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,4337,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, Doctorate, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
19, Local-gov, 11th, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
57, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,42, United-States, >50K
68, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 1st-4th, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
53, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,15007,0,40, United-States, <=50K
23, Private, 10th, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
49, State-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
23, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
29, Private, 11th, Never-married, Prof-specialty, Wife, Black, Female,10597,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, Trinadad&Tobago, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, >50K
