62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,48, Cuba, >50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Canada, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
24, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,35, Trinadad&Tobago, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4347,0,35, United-States, >50K
46, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Guatemala, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,50, India, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,80, Portugal, >50K
54, Private, Doctorate, Separated, Adm-clerical, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
52, Local-gov, Masters, Widowed, Prof-specialty, Husband, Black, Male,0,0,40, Canada, >50K
40, Private, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,46, Ireland, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1902,54, Nicaragua, >50K
56, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
48, Federal-gov, 10th, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,32, Columbia, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Ireland, <=50K
21, Federal-gov, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,60, Columbia, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Puerto-Rico, >50K
22, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,54, Columbia, >50K
33, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,45, South, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, China, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,35, Laos, <=50K
55, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
25, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Japan, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, China, >50K
35, Private, 7th-8th, Divorced, Sales, Unmarried, Other, Male,0,0,40, Cambodia, <=50K
39, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,35, Peru, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Haiti, <=50K
26, Private, 10th, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,20, Japan, <=50K
56, Private, HS-grad, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,1941,50, Nicaragua, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
56, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
55, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
48, Private, Assoc-voc, Never-married, Sales, Husband, Other, Male,15024,0,40, Scotland, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,52, Italy, >50K
50, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, South, <=50K
45, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Cambodia, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, Haiti, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
35, Self-emp-not-inc, Masters, Never-married, Other-service, Husband, Black, Male,91333,0,50, Puerto-Rico, >50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Scotland, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, India, <=50K
24, Private, 7th-8th, Never-married, Other-service, Wife, Black, Male,0,0,8, Cuba, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, India, <=50K
73, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,40, Poland, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, China, <=50K
39, Private, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, England, >50K
59, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
61, Local-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,1887,38, Yugoslavia, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,1902,35, Cuba, >50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,1902,40, Japan, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,75, Germany, >50K
28, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Male,0,0,40, Taiwan, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,42, Cuba, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
64, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,15, Canada, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,32, Greece, <=50K
28, Private, HS-grad, Separated, Transport-moving, Husband, Black, Male,0,0,40, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
57, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
42, Local-gov, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,26, Puerto-Rico, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,30, Ecuador, <=50K
36, Private, 10th, Never-married, Adm-clerical, Wife, Other, Female,0,0,25, Vietnam, >50K
55, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
30, Local-gov, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Vietnam, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Laos, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Laos, >50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Wife, White, Female,0,0,35, Iran, <=50K
34, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,50, Iran, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,25, Nicaragua, <=50K
19, Private, 9th, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,54, Ireland, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Laos, <=50K
35, Private, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,45, Cuba, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, China, <=50K
48, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, France, <=50K
64, Private, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, Greece, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,7298,0,40, Guatemala, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Yugoslavia, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, Laos, <=50K
22, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
38, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,7627,0,54, Taiwan, >50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, Haiti, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Iran, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,7687,0,40, India, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Greece, >50K
24, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, India, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Taiwan, <=50K
36, State-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,4121,0,45, Laos, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,48, Puerto-Rico, >50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,25, India, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Laos, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Guatemala, <=50K
44, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
68, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, England, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ireland, >50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Honduras, >50K
28, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
24, Private, Assoc-voc, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,4386,0,45, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Yugoslavia, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,40, El-Salvador, <=50K
49, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
42, Private, HS-grad, Separated, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,40, China, <=50K
64, Federal-gov, Masters, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Vietnam, <=50K
37, Private, 10th, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Guatemala, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,65, Philippines, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Ecuador, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
25, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, Germany, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, France, <=50K
47, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,39, Puerto-Rico, <=50K
53, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Portugal, >50K
58, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Greece, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
69, Private, Bachelors, Divorced, Prof-specialty, Wife, Other, Female,0,0,11, Portugal, <=50K
42, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, France, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Dominican-Republic, <=50K
33, Self-emp-inc, Masters, Separated, Machine-op-inspct, Husband, Black, Female,0,0,65, Greece, <=50K
36, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, Philippines, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,50, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Germany, >50K
34, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
60, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Laos, >50K
52, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,8, Italy, <=50K
59, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, Germany, >50K
41, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, China, <=50K
45, Private, 7th-8th, Married-spouse-absent, Craft-repair, Unmarried, Other, Female,0,0,40, Iran, <=50K
30, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Vietnam, >50K
49, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,60, Dominican-Republic, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Portugal, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,60, Germany, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,50, Germany, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Scotland, <=50K
62, State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Other, Female,0,0,40, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Vietnam, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
20, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,45, Haiti, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,76, Japan, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, >50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Nicaragua, <=50K
25, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
35, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,45, Laos, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Vietnam, >50K
40, State-gov, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,40, Germany, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,10, Laos, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,48, Taiwan, <=50K
31, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Columbia, >50K
36, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Guatemala, <=50K
27, Private, HS-grad, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
26, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, India, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Nicaragua, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, India, >50K
25, Local-gov, Some-college, Separated, Other-service, Husband, White, Female,0,1921,40, Italy, >50K
43, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Iran, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,4956,0,45, Iran, >50K
62, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, Taiwan, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,20, Peru, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,20, Hungary, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
18, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Female,0,0,30, Portugal, <=50K
61, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,40, Poland, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Peru, >50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Ireland, <=50K
25, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, India, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
26, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,34, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,44, Italy, >50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Male,0,0,50, Philippines, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,1974,50, Iran, <=50K
44, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,37, Yugoslavia, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, Black, Male,0,0,75, Taiwan, >50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,78, Thailand, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
30, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, Hungary, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
21, Self-emp-not-inc, 10th, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Scotland, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, England, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Thailand, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Laos, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,16, Peru, <=50K
47, Private, Masters, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
47, Private, Masters, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,48, El-Salvador, >50K
33, Private, Bachelors, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, Philippines, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, Peru, <=50K
38, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Cuba, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Other, Male,0,0,30, Laos, <=50K
67, State-gov, HS-grad, Divorced, Craft-repair, Husband, Other, Female,0,0,40, El-Salvador, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, England, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, France, >50K
62, Self-emp-inc, Doctorate, Widowed, Handlers-cleaners, Husband, White, Female,0,0,40, South, <=50K
44, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Scotland, >50K
