30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,34, South, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
18, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States, <=50K
30, Private, Prof-school, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,8614,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
52, Private, 7th-8th, Divorced, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
52, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,2754,0,20, United-States, >50K
33, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,10597,0,40, United-States, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
36, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,2008,80, United-States, >50K
56, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
28, State-gov, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Female,7663,0,35, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Greece, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Guatemala, <=50K
61, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,60, Poland, <=50K
29, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2608,0,20, United-States, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,36, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,1902,20, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
68, Local-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,22, United-States, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
27, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private, Assoc-voc, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, 10th, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Separated, Adm-clerical, Other-relative, White, Male,0,0,60, Puerto-Rico, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,4748,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,60, Cuba, >50K
62, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
25, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
70, Local-gov, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female,71715,0,50, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, El-Salvador, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, El-Salvador, >50K
52, Federal-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, >50K
19, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3414,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7243,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1974,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,35, United-States, <=50K
60, Private, 7th-8th, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
32, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,0,2210,20, United-States, <=50K
28, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,5013,0,40, United-States, <=50K
46, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Iran, >50K
74, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
18, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
55, Federal-gov, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
19, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, State-gov, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,2897,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,68, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
25, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
64, Local-gov, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Mexico, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
67, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4562,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
29, Private, Assoc-voc, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,61, United-States, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
41, Federal-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,5178,0,40, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K
70, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,9602,0,72, United-States, >50K
30, Self-emp-not-inc, Some-college, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,97767,0,60, United-States, >50K
39, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
54, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Protective-serv, Wife, Other, Male,0,2202,35, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3825,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm, Separated, Exec-managerial, Husband, Black, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,54, United-States, >50K
31, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, 7th-8th, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
63, Local-gov, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,24, Cuba, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
66, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15665,0,32, United-States, >50K
55, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1740,50, United-States, >50K
28, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
49, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
54, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,89, Poland, <=50K
42, Local-gov, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Mexico, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,1669,50, Iran, <=50K
45, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
58, Private, Doctorate, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
59, Federal-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,34, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
17, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,4038,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Greece, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Mexico, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,1977,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Sales, Wife, White, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Scotland, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
33, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
38, State-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,1488,40, United-States, <=50K
30, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,7, United-States, <=50K
56, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
67, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,2474,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Poland, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2175,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
