29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
29, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Other, Female,0,0,30, United-States, <=50K
23, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
25, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,44, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,74, United-States, >50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
67, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
65, Self-emp-not-inc, 7th-8th, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
65, Private, Preschool, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
64, State-gov, Some-college, Divorced, Exec-managerial, Wife, White, Female,7298,0,40, Canada, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-inc, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
53, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Female,708,0,45, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Assoc-voc, Divorced, Tech-support, Other-relative, White, Female,0,0,48, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, >50K
51, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
34, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,12, United-States, <=50K
54, Local-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,27, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Federal-gov, Masters, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
50, Private, Bachelors, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1999,20, United-States, >50K
64, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, India, >50K
63, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5842,0,40, United-States, <=50K
59, State-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
35, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, <=50K
28, Self-emp-inc, Bachelors, Widowed, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,0,45, United-States, <=50K
28, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, <=50K
38, Private, Some-college, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
46, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, State-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 1st-4th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Wife, Black, Male,0,0,40, United-States, >50K
21, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,31, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,1887,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
45, Private, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Masters, Separated, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1594,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
63, Local-gov, 7th-8th, Widowed, Exec-managerial, Wife, White, Female,0,0,16, United-States, >50K
73, Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Federal-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
21, State-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,35, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7251,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,36, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Mexico, <=50K
28, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,43, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1902,40, United-States, >50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,8, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
46, Local-gov, Bachelors, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1672,50, United-States, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,15024,0,60, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
39, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,70, United-States, >50K
37, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
59, Local-gov, 5th-6th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,32, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, United-States, >50K
18, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
69, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, 10th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
55, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
51, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Male,99999,0,50, United-States, >50K
65, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
46, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,18, United-States, >50K
18, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
43, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,35, United-States, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,1547,50, United-States, <=50K
49, Self-emp-inc, Some-college, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,37, United-States, <=50K
76, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,15, Puerto-Rico, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, Columbia, <=50K
20, Private, 12th, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5162,0,40, United-States, >50K
44, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, 9th, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
18, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
49, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, State-gov, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
34, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,3103,0,45, United-States, >50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Doctorate, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Protective-serv, Wife, White, Female,0,0,20, United-States, <=50K
67, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,16, Greece, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,1977,45, United-States, <=50K
71, Private, Masters, Widowed, Transport-moving, Not-in-family, White, Female,0,0,30, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Tech-support, Wife, White, Male,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,30, Mexico, <=50K
56, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,49, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, >50K
41, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
23, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,44, United-States, >50K
22, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,90, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
61, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Jamaica, <=50K
32, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
