37, Private, Bachelors, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
64, Private, Some-college, Widowed, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
25, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, Dominican-Republic, >50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
54, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,30, England, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,18, United-States, >50K
36, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,44, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
48, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,15024,0,30, United-States, >50K
25, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,20, United-States, >50K
35, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, >50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,1666,50, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
45, State-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
48, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,37, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,80, United-States, <=50K
46, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,46, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,24494,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
26, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Male,0,0,43, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Divorced, Transport-moving, Not-in-family, White, Male,0,1983,40, United-States, <=50K
58, Private, 12th, Divorced, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, United-States, >50K
51, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,12, United-States, <=50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,57, United-States, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,99, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,2577,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
52, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
26, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7298,0,40, United-States, >50K
22, Self-emp-not-inc, 12th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,36, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,32, United-States, <=50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,3423,0,40, United-States, <=50K
39, Federal-gov, Assoc-voc, Separated, Prof-specialty, Wife, White, Female,0,1977,20, United-States, >50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Federal-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,4415,0,40, United-States, >50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,4024,0,40, Vietnam, <=50K
42, State-gov, 11th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
42, Private, Doctorate, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Husband, White, Male,99999,0,70, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,74, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
62, Private, Assoc-voc, Divorced, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,30, Haiti, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, United-States, >50K
41, Local-gov, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,48, United-States, <=50K
18, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Black, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1886,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,34, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
27, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, >50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, 11th, Divorced, Exec-managerial, Not-in-family, White, Female,2211,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,1886,45, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,10541,0,50, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,5178,0,34, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,39, United-States, >50K
60, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,45, United-States, >50K
34, Federal-gov, Masters, Separated, Adm-clerical, Not-in-family, White, Female,1920,0,20, Thailand, <=50K
66, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, >50K
36, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,5013,0,56, United-States, <=50K
28, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,15211,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,24, United-States, <=50K
25, Local-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,2563,0,30, United-States, >50K
26, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States, >50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
58, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
35, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,1878,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1613,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1611,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
56, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
45, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
32, Local-gov, Masters, Divorced, Sales, Not-in-family, White, Male,13973,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,79, United-States, >50K
27, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,4064,0,40, United-States, <=50K
33, Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,38, United-States, <=50K
61, Federal-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
53, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,25, United-States, <=50K
37, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,4, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Mexico, <=50K
48, Federal-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private, 12th, Never-married, Tech-support, Wife, White, Male,0,0,35, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Masters, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
17, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, South, >50K
41, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
34, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
36, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
31, Self-emp-inc, 10th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,10, Mexico, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2013,20, United-States, >50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,35, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,42, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3113,0,93, United-States, <=50K
49, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
45, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Federal-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
84, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,10, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,18, Hungary, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,41, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,29, United-States, <=50K
26, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,30, United-States, <=50K
62, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,74, United-States, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
69, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,2420,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, Iran, <=50K
44, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,55, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
26, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,15020,0,40, United-States, >50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Puerto-Rico, <=50K
40, Private, Prof-school, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Federal-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
