39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7298,0,45, United-States, >50K
82, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,10, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,57, United-States, >50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,45, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7298,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1887,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, >50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
38, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Sales, Husband, White, Female,33,0,45, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
21, Private, 11th, Never-married, Prof-specialty, Husband, White, Female,0,0,15, United-States, <=50K
40, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Private, 9th, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
54, Private, Some-college, Separated, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Poland, <=50K
40, Private, Bachelors, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
21, Local-gov, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
44, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, <=50K
35, Private, 1st-4th, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,10, United-States, <=50K
38, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, >50K
28, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
25, Private, 5th-6th, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, White, Male,99999,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4838,0,40, United-States, >50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, 10th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,15, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
65, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
39, Federal-gov, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
78, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,6, United-States, <=50K
49, Private, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,36, United-States, <=50K
29, Private, 9th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,42, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,52, United-States, >50K
39, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,44, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,36, England, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, >50K
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
23, Private, Doctorate, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, >50K
40, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,3373,0,43, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
51, State-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States, >50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
30, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, 10th, Separated, Adm-clerical, Husband, White, Male,0,0,40, Haiti, <=50K
39, State-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,72, United-States, >50K
26, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
62, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2103,65, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, South, <=50K
66, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
61, State-gov, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,21, Philippines, >50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2330,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
33, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
42, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-voc, Divorced, Tech-support, Husband, White, Male,0,0,37, United-States, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, >50K
23, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,22, United-States, <=50K
51, Private, 10th, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,35, United-States, >50K
58, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, El-Salvador, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,99999,0,35, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,2104,40, United-States, >50K
58, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, El-Salvador, <=50K
74, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4073,0,40, United-States, >50K
24, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Separated, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, England, <=50K
20, Private, 9th, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,36, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
27, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,30, United-States, >50K
34, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,29, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,4828,0,40, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,68, United-States, >50K
44, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,7687,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, United-States, <=50K
31, Private, 10th, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,7687,0,48, United-States, >50K
41, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,3103,0,12, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
39, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,65, Mexico, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Prof-school, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Preschool, Divorced, Adm-clerical, Husband, White, Male,0,0,22, United-States, <=50K
58, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,15024,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, Canada, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
50, Local-gov, Assoc-voc, Divorced, Farming-fishing, Husband, White, Female,5079,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,32, United-States, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1937,54, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,52, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1600,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,8, United-States, >50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Separated, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Ireland, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,30, United-States, >50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Masters, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
58, Private, 5th-6th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, >50K
34, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Canada, >50K
18, Private, Assoc-voc, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
36, Private, Bachelors, Divorced, Sales, Husband, White, Male,9279,0,44, United-States, >50K
21, State-gov, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,7687,0,45, United-States, <=50K
44, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,6128,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, Mexico, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,1805,20, United-States, <=50K
50, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
43, Private, Masters, Divorced, Craft-repair, Husband, White, Female,7687,0,40, United-States, >50K
46, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
28, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Assoc-voc, Separated, Prof-specialty, Husband, White, Female,0,2380,44, United-States, >50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
25, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7298,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,13343,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
43, Local-gov, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,2050,35, United-States, >50K
