25, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,15, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,8, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
52, Local-gov, Bachelors, Widowed, Exec-managerial, Wife, White, Female,0,0,50, Haiti, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Iran, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, United-States, >50K
38, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
25, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,65, Mexico, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,11841,0,45, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,48, United-States, >50K
58, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
43, Federal-gov, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1610,45, United-States, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,8, Poland, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,45, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
66, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,53, United-States, <=50K
35, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,4016,0,40, United-States, <=50K
68, Private, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,43, United-States, <=50K
58, Self-emp-not-inc, 7th-8th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,35, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,70, United-States, >50K
41, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,1597,40, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Federal-gov, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
47, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,2413,40, Germany, >50K
51, Federal-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
63, Private, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,73, United-States, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
31, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov, Doctorate, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
63, Federal-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3305,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,7329,0,50, Hungary, >50K
70, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,7298,0,20, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
53, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
47, Federal-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, >50K
41, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Thailand, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,7269,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Hong, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,8, Cuba, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,45, United-States, >50K
27, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, Portugal, <=50K
36, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Local-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
50, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,4796,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
62, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,7687,0,31, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
35, Local-gov, Masters, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, United-States, <=50K
44, Private, Masters, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,2164,25, United-States, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,5043,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Federal-gov, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States, <=50K
65, Self-emp-inc, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, United-States, <=50K
55, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
58, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,54, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Farming-fishing, Wife, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private, Some-college, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,36, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2403,35, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1796,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
51, Self-emp-inc, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,36, Japan, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,30, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
25, Federal-gov, Some-college, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, Iran, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, <=50K
28, Private, Assoc-voc, Never-married, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3293,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Protective-serv, Unmarried, Black, Male,0,0,45, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
53, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Mexico, >50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Mexico, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,5, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,37, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
73, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Female,3273,0,10, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, South, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Federal-gov, Prof-school, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
71, Private, Prof-school, Widowed, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1513,35, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,65, United-States, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
51, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
62, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,54, Guatemala, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
26, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Philippines, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
