36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
36, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, Philippines, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Nicaragua, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,38, Japan, <=50K
19, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,30, Taiwan, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,35, United-States, <=50K
46, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,9, Columbia, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,5013,0,40, Portugal, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Portugal, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Haiti, >50K
62, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Greece, <=50K
47, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, >50K
21, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
63, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,20, Columbia, <=50K
59, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,2351,40, India, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
27, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Greece, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
22, Federal-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, France, <=50K
90, Self-emp-not-inc, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, Ecuador, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3817,0,50, Honduras, >50K
20, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,35, Honduras, <=50K
34, Self-emp-inc, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
18, Private, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,12, Hong, <=50K
52, Self-emp-not-inc, Some-college, Never-married, Tech-support, Husband, Black, Male,0,0,60, Honduras, <=50K
22, Private, 12th, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Cambodia, <=50K
45, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Female,0,0,40, Yugoslavia, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Nicaragua, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Peru, >50K
41, Self-emp-not-inc, Masters, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,72, England, >50K
19, Federal-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Columbia, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Iran, >50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Italy, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Peru, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, Ireland, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,15, Poland, >50K
19, Private, 12th, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, Germany, <=50K
67, Federal-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,20, India, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Vietnam, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Jamaica, >50K
23, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
45, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Germany, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Dominican-Republic, >50K
61, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, England, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
56, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
59, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Ireland, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, South, <=50K
21, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, Portugal, >50K
20, State-gov, Some-college, Divorced, Tech-support, Own-child, Other, Female,0,0,30, Cuba, <=50K
55, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, India, <=50K
36, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Columbia, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,60, Iran, <=50K
43, Local-gov, HS-grad, Divorced, Tech-support, Not-in-family, Other, Female,0,0,40, Italy, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Greece, <=50K
30, Private, Assoc-acdm, Never-married, Tech-support, Wife, Black, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Germany, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,2155,0,60, Thailand, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
21, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,30, England, >50K
22, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,30, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2436,60, Honduras, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,15, Taiwan, <=50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,60, Ecuador, <=50K
56, Private, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,38, Taiwan, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,50, Taiwan, >50K
55, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Ireland, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, Iran, >50K
36, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,40, Yugoslavia, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,77, Hungary, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,45, Ireland, <=50K
54, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,38, Thailand, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
28, State-gov, 12th, Separated, Prof-specialty, Husband, Other, Male,7298,0,40, Philippines, >50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Canada, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,45, Poland, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Laos, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,54, Portugal, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
45, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Iran, <=50K
41, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,50, China, >50K
25, Private, 11th, Never-married, Exec-managerial, Wife, White, Female,0,0,15, Honduras, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,4, Germany, <=50K
37, Private, Masters, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,20, Japan, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Ireland, <=50K
38, Private, Some-college, Never-married, Other-service, Wife, Other, Female,0,0,20, Peru, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Puerto-Rico, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, France, <=50K
36, Private, 11th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1977,40, Thailand, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,60, Taiwan, >50K
51, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, >50K
30, Private, 10th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
46, Private, Some-college, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
76, Self-emp-not-inc, Prof-school, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1886,12, India, >50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
90, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Husband, Other, Female,0,0,40, Thailand, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Ecuador, >50K
36, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,8614,0,45, South, >50K
41, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,40, Honduras, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,32, Greece, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,1977,38, Canada, <=50K
47, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, >50K
58, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, France, <=50K
60, Private, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Trinadad&Tobago, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ireland, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, India, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Portugal, <=50K
36, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Honduras, >50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,75, Germany, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, India, <=50K
25, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,23, Mexico, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Doctorate, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
64, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1813,35, China, >50K
61, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Ireland, >50K
51, Local-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
56, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
22, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,30, Taiwan, <=50K
26, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,50, South, <=50K
31, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Thailand, >50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, Greece, <=50K
29, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Philippines, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,15, Ecuador, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,40, Philippines, <=50K
38, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,1883,40, Dominican-Republic, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, South, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, El-Salvador, >50K
39, Private, Masters, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
44, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,45, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,2960,0,40, Cambodia, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,65, Guatemala, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,45, Thailand, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Puerto-Rico, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
26, Private, HS-grad, Separated, Farming-fishing, Husband, Other, Male,0,0,40, Italy, <=50K
63, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,43, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
43, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,24, Taiwan, >50K
40, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, Italy, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,99999,0,54, Nicaragua, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,45, South, <=50K
24, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,32, India, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Taiwan, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, England, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,2624,0,30, Mexico, <=50K
29, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,43, Cambodia, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, India, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, Nicaragua, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Nicaragua, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Wife, Other, Female,0,0,35, Ecuador, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,99999,0,40, Poland, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
50, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Italy, <=50K
52, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,99, Philippines, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,45, Japan, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Taiwan, >50K
32, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,37, France, <=50K
54, Local-gov, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hong, >50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Trinadad&Tobago, <=50K
29, Private, 12th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Germany, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,50, Trinadad&Tobago, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,15, Portugal, >50K
36, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, >50K
33, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, China, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Greece, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,1886,40, United-States, >50K
31, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,38, Ecuador, <=50K
50, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,50, Japan, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,60, Cambodia, >50K
29, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, Ecuador, <=50K
41, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Cambodia, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, England, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
41, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,1886,45, Thailand, <=50K
46, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,44, Mexico, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,27, Taiwan, >50K
37, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7687,0,40, Ecuador, >50K
30, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,72, China, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, France, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Yugoslavia, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Own-child, Other, Female,0,0,38, Yugoslavia, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, Greece, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,57, Japan, >50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, Cuba, >50K
31, Private, Masters, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1902,35, Taiwan, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, England, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1974,60, Canada, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ecuador, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Scotland, >50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Peru, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
54, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Greece, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,0,50, Ireland, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, India, >50K
37, Self-emp-not-inc, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Hong, <=50K
