48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1902,45, Hungary, >50K
52, Private, Masters, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Mexico, <=50K
24, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,40, Thailand, <=50K
19, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
50, State-gov, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,62, Haiti, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1902,50, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, 10th, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, Masters, Separated, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Federal-gov, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1902,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3490,0,40, India, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Dominican-Republic, >50K
80, Local-gov, HS-grad, Widowed, Transport-moving, Husband, White, Female,0,0,20, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, Puerto-Rico, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,25, Ireland, >50K
35, Local-gov, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
60, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
27, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2418,35, Peru, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,2441,0,40, United-States, <=50K
62, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,38, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,16, United-States, >50K
76, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
76, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,3541,0,40, United-States, <=50K
58, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
82, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,1, United-States, <=50K
39, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Canada, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,4386,0,40, Guatemala, >50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,32, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
32, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, United-States, >50K
58, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,30, India, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,3376,0,50, United-States, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
42, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, China, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Honduras, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,6, United-States, <=50K
53, Federal-gov, Bachelors, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,5013,0,40, United-States, <=50K
47, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
27, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,73, Hong, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
33, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,3103,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
58, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,14263,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Puerto-Rico, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,20, Germany, <=50K
47, Private, 9th, Divorced, Protective-serv, Unmarried, White, Male,0,0,45, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, >50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,38, United-States, <=50K
43, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,7687,0,60, Guatemala, >50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,35, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Poland, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,13608,0,50, France, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,36, United-States, >50K
66, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,21405,0,30, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Separated, Sales, Not-in-family, Black, Male,0,0,40, Peru, <=50K
37, State-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1591,30, Japan, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, Taiwan, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, United-States, <=50K
69, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,4, United-States, >50K
23, Local-gov, 11th, Separated, Machine-op-inspct, Own-child, Black, Male,0,0,30, Yugoslavia, <=50K
28, Private, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,40, Vietnam, <=50K
39, Federal-gov, 5th-6th, Married-civ-spouse, Protective-serv, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
36, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,30, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,50, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,39, Yugoslavia, <=50K
65, Self-emp-not-inc, 10th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
71, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,70, United-States, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
17, Private, 10th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, >50K
50, State-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, South, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,1902,50, United-States, >50K
29, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
48, Private, Masters, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1715,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
45, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,3422,0,35, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,16, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
62, Private, Assoc-acdm, Widowed, Priv-house-serv, Unmarried, White, Male,0,0,32, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
54, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1688,30, Puerto-Rico, <=50K
43, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,50, United-States, <=50K
33, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
61, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
54, Federal-gov, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
39, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, England, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
31, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Hungary, <=50K
70, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,36, Yugoslavia, >50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, United-States, >50K
37, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
35, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, Haiti, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Scotland, <=50K
48, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
23, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, South, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Preschool, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1994,60, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,12, United-States, <=50K
38, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
51, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,4464,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Other-relative, Black, Female,0,0,64, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, Iran, >50K
23, Private, 11th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
45, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,61, Taiwan, >50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
31, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, Jamaica, <=50K
27, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,99, United-States, <=50K
38, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, South, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, United-States, <=50K
18, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Dominican-Republic, <=50K
33, Federal-gov, 9th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,9503,0,40, United-States, >50K
41, Private, Masters, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Taiwan, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
63, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,35, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K
32, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
42, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,1731,15, United-States, <=50K
66, Local-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
46, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
37, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, Taiwan, >50K
44, Private, Some-college, Separated, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
35, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,10, Trinadad&Tobago, <=50K
38, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3899,0,40, Laos, <=50K
29, Private, 10th, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
37, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
