47, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Iran, >50K
36, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
50, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,53, Ecuador, >50K
18, Private, HS-grad, Never-married, Sales, Wife, Black, Female,0,0,25, Germany, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Taiwan, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, >50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Vietnam, >50K
22, Private, Masters, Separated, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
46, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
22, Private, 9th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Vietnam, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3838,0,50, Columbia, >50K
49, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
28, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Ireland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,1, Mexico, <=50K
56, Local-gov, 5th-6th, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Ecuador, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Cuba, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,4889,0,41, Nicaragua, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,40, Vietnam, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Poland, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Female,7298,0,40, Guatemala, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,4650,0,48, Laos, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, Laos, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Honduras, <=50K
59, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Poland, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,30, Laos, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, England, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, United-States, <=50K
40, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,43, Ecuador, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,2663,60, Laos, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, Columbia, <=50K
47, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Japan, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,1605,0,80, Cambodia, <=50K
46, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,1848,50, Vietnam, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
42, Private, HS-grad, Separated, Exec-managerial, Husband, White, Female,0,0,40, Taiwan, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Puerto-Rico, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,8251,0,40, Hong, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,24, Dominican-Republic, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Portugal, <=50K
54, Private, Assoc-voc, Divorced, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,38, Trinadad&Tobago, <=50K
39, Private, 5th-6th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,45, Iran, >50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,19, Portugal, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Peru, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,30, Puerto-Rico, <=50K
58, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,54, Ireland, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,8, Hungary, <=50K
37, Private, Assoc-voc, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Hungary, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,75, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,45, Columbia, >50K
38, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,1977,60, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,70, Yugoslavia, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Scotland, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,25, Ireland, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,18, Canada, <=50K
71, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Philippines, <=50K
22, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,3751,0,40, Jamaica, <=50K
43, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7815,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Philippines, >50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Puerto-Rico, >50K
37, Private, Bachelors, Separated, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, Columbia, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,42, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
34, Self-emp-not-inc, Masters, Never-married, Tech-support, Not-in-family, Black, Male,0,0,65, Taiwan, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
32, State-gov, Assoc-voc, Separated, Prof-specialty, Wife, White, Female,0,0,40, El-Salvador, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,27, Haiti, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Hungary, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Ecuador, <=50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, South, >50K
44, Self-emp-inc, Some-college, Separated, Tech-support, Husband, White, Female,0,0,60, Italy, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Italy, <=50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Honduras, >50K
52, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Columbia, <=50K
42, State-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,14207,0,50, Taiwan, >50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, China, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1682,15, Ireland, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,7687,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1740,50, England, >50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
74, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,54, Scotland, >50K
33, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,49, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,4024,0,40, Jamaica, >50K
59, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,20, Hong, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,15, Portugal, <=50K
40, State-gov, 5th-6th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, France, <=50K
61, Private, Assoc-acdm, Separated, Other-service, Husband, White, Male,0,0,24, Haiti, <=50K
52, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,1485,40, Ireland, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, China, <=50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,60, Scotland, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
36, Private, Prof-school, Separated, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,30, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,4741,0,35, Cuba, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Cuba, <=50K
46, State-gov, Masters, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, Hong, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
54, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
33, Private, Bachelors, Never-married, Sales, Unmarried, Other, Female,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,45, Greece, >50K
57, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Vietnam, <=50K
36, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, France, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1745,45, Dominican-Republic, <=50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, Other, Male,0,0,49, China, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, Japan, <=50K
35, State-gov, Assoc-voc, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,54, Cambodia, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Poland, >50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, Germany, >50K
33, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,65, Hungary, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,95, Nicaragua, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,50, China, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Laos, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
36, Private, Some-college, Never-married, Tech-support, Husband, Other, Male,0,0,65, Dominican-Republic, <=50K
40, Private, Some-college, Separated, Sales, Unmarried, White, Male,0,0,40, El-Salvador, >50K
47, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Bachelors, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, Peru, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
33, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
57, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,15, Scotland, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
45, Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
24, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1607,50, Haiti, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
54, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Puerto-Rico, >50K
39, Private, 9th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,20, India, >50K
55, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, Taiwan, <=50K
46, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Italy, <=50K
38, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
37, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2004,40, China, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,9120,0,40, El-Salvador, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,2, Haiti, <=50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Honduras, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Puerto-Rico, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
75, Private, 1st-4th, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,30, France, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
42, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,1596,36, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Ireland, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,6624,0,40, Peru, >50K
22, Private, 10th, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female,0,1902,40, Ireland, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, England, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7704,0,65, Dominican-Republic, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,54, England, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,54, Vietnam, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Japan, >50K
23, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, Laos, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, England, >50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
63, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,32, Italy, <=50K
31, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,38, Laos, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,65, China, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Scotland, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, England, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,1902,40, Poland, >50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
