41, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
35, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
66, Local-gov, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, 5th-6th, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Self-emp-not-inc, 11th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,35, India, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3275,0,45, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,23, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,32, Mexico, <=50K
19, Private, 12th, Separated, Tech-support, Own-child, White, Male,0,0,27, United-States, <=50K
63, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,31, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,21, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
63, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,5013,0,50, United-States, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
22, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,26, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,1886,50, United-States, <=50K
90, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,5421,0,50, United-States, >50K
30, Federal-gov, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,28, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, 1st-4th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,64, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,40, Cambodia, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,12, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, Cuba, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Wife, White, Female,10555,0,45, United-States, <=50K
64, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,27, United-States, <=50K
56, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, <=50K
30, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
54, State-gov, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,61, United-States, <=50K
51, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
67, Local-gov, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, Mexico, <=50K
30, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,99, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1996,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,3328,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, United-States, >50K
21, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Transport-moving, Husband, Other, Female,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,10, Mexico, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,60, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,24, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Female,0,0,23, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, Mexico, >50K
60, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,99, United-States, >50K
45, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Columbia, <=50K
60, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,25, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
43, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,25, United-States, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Wife, Other, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
87, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,20051,0,35, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, >50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,27, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,13, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Puerto-Rico, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,50, United-States, >50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
72, Local-gov, Masters, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,7298,0,40, United-States, >50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,1887,40, United-States, <=50K
22, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,60, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
58, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,54, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,14, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,44, United-States, >50K
22, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Honduras, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,1902,50, United-States, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1975,40, Trinadad&Tobago, >50K
37, Private, 1st-4th, Divorced, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
32, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,27, United-States, >50K
27, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
35, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,32, Mexico, >50K
56, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,7687,0,35, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
69, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,3473,0,20, England, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7219,0,30, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Farming-fishing, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
30, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,10, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
50, Self-emp-not-inc, HS-grad, Never-married, Sales, Wife, White, Female,0,0,27, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15014,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Masters, Divorced, Farming-fishing, Husband, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,13, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Italy, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
22, Local-gov, Doctorate, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,15, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Jamaica, >50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,5178,0,40, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, India, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, Mexico, >50K
50, State-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
48, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,4065,0,40, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,33, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Guatemala, <=50K
43, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1977,40, United-States, >50K
67, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
27, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, >50K
71, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,15, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, 7th-8th, Widowed, Sales, Husband, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,27, United-States, <=50K
52, Local-gov, 10th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,16, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,30, Laos, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,3161,0,40, United-States, <=50K
52, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov, Assoc-voc, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,22, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,64, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
38, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1882,75, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,30, Canada, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
90, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
49, Private, 1st-4th, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
