42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
63, Private, Masters, Divorced, Transport-moving, Husband, White, Male,0,0,42, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, China, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,50, Mexico, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,50, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
53, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
62, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,8454,0,50, India, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
57, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1902,40, United-States, <=50K
57, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, Prof-school, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,38, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,50, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,1977,40, United-States, >50K
63, Local-gov, Assoc-voc, Widowed, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,21, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, United-States, >50K
34, Federal-gov, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
46, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, 12th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,30, Jamaica, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, Assoc-acdm, Never-married, Tech-support, Husband, White, Female,0,1887,30, United-States, >50K
19, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,15, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, Black, Male,0,0,30, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,8, India, <=50K
31, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Mexico, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,43, United-States, <=50K
39, Private, Masters, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States, <=50K
30, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
56, Private, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,30, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, El-Salvador, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
89, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,65, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Peru, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
67, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,34, United-States, >50K
36, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,38, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, >50K
52, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,99, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Dominican-Republic, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, India, >50K
28, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,1031,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Cuba, <=50K
48, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
25, State-gov, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
67, State-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,4, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, Masters, Widowed, Machine-op-inspct, Husband, White, Female,0,0,50, Canada, <=50K
61, Private, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,5, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,4514,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,1887,50, United-States, <=50K
23, Self-emp-inc, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1902,40, United-States, <=50K
89, Self-emp-inc, Prof-school, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Male,3325,0,40, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
41, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
89, Without-pay, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Prof-school, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, Portugal, >50K
25, Local-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,56, United-States, >50K
28, State-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Wife, White, Male,0,0,35, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1968,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,46, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,1977,40, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,54, United-States, <=50K
46, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,70, United-States, >50K
24, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Preschool, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,45, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
89, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,2749,0,42, India, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,3, United-States, >50K
26, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,75, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
62, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Divorced, Farming-fishing, Husband, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,1848,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,608,20, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, >50K
25, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,96, Dominican-Republic, >50K
52, Self-emp-not-inc, 10th, Separated, Machine-op-inspct, Husband, White, Female,0,0,25, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
64, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,20, United-States, <=50K
63, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,72, United-States, >50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Prof-school, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, Some-college, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1917,65, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Female,0,0,32, United-States, <=50K
24, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Germany, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
56, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
61, Private, Doctorate, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States, >50K
25, State-gov, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Priv-house-serv, Unmarried, White, Female,0,0,25, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
57, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, >50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
37, Local-gov, Masters, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,42, Italy, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Mexico, >50K
52, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,40, United-States, >50K
39, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
31, State-gov, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,60, Ireland, >50K
35, State-gov, Assoc-acdm, Never-married, Farming-fishing, Other-relative, White, Male,0,0,40, Mexico, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
24, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, South, >50K
18, Private, 1st-4th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,25, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, Canada, <=50K
73, Private, 10th, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,15, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,1977,45, United-States, <=50K
48, Local-gov, Masters, Never-married, Sales, Husband, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, State-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, >50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
66, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,30, Nicaragua, >50K
22, State-gov, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,25, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
