39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Germany, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Nicaragua, >50K
30, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,25, Ireland, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Japan, <=50K
60, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, Dominican-Republic, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Guatemala, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,69, Dominican-Republic, >50K
68, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ecuador, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2139,40, Taiwan, >50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Taiwan, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
46, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, China, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
46, Private, 9th, Never-married, Sales, Not-in-family, Black, Female,0,0,35, England, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, Portugal, >50K
54, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,99999,0,60, Laos, >50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,30, Hungary, <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Japan, >50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, South, >50K
69, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,2339,35, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Dominican-Republic, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
18, Private, 12th, Never-married, Farming-fishing, Own-child, White, Female,1727,0,12, South, <=50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Peru, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,15, Mexico, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
24, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Guatemala, >50K
44, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,67, Poland, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Hong, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, >50K
22, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
19, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, Haiti, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,0,10, Vietnam, <=50K
18, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, Ecuador, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
32, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,20, South, >50K
56, Private, Masters, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Nicaragua, <=50K
54, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Poland, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,54, France, >50K
63, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,4981,0,40, Taiwan, >50K
59, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,3127,0,30, Nicaragua, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,50, England, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, South, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,2050,40, Trinadad&Tobago, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
38, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
33, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, Canada, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
32, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Canada, <=50K
32, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,48, England, <=50K
27, Private, Masters, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Cuba, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Hong, <=50K
36, Local-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
47, State-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,45, Canada, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,32, Poland, <=50K
17, Private, 12th, Never-married, Tech-support, Own-child, White, Female,0,0,20, Laos, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, Italy, <=50K
35, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Canada, <=50K
36, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Haiti, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, India, >50K
57, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,55, Laos, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Vietnam, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Japan, <=50K
76, Local-gov, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,50, India, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, Italy, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,48, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Germany, >50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,1402,30, Ecuador, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, 12th, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,30, Scotland, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hungary, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Dominican-Republic, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,2185,0,50, Thailand, <=50K
61, Without-pay, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Germany, <=50K
44, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Holand-Netherlands, >50K
51, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
61, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,18, Columbia, <=50K
48, Private, HS-grad, Divorced, Protective-serv, Husband, White, Male,0,0,65, France, <=50K
19, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, Hungary, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Portugal, <=50K
53, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,10, Mexico, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, Laos, >50K
32, State-gov, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,1994,50, Dominican-Republic, <=50K
42, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, Cambodia, <=50K
26, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, Peru, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, India, >50K
28, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,40, Iran, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,42, Vietnam, >50K
63, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Ireland, <=50K
64, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, Hong, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
44, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Philippines, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hungary, <=50K
27, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, South, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,20, Nicaragua, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, Holand-Netherlands, <=50K
35, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,8290,0,45, Greece, >50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,20, Vietnam, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Haiti, <=50K
30, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,48, Hungary, <=50K
41, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,37, Vietnam, <=50K
30, State-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,60, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
46, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Laos, >50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Philippines, >50K
41, Private, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Greece, <=50K
37, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
33, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Vietnam, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Germany, >50K
42, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Peru, >50K
21, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Hungary, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,4225,0,50, Canada, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Nicaragua, <=50K
54, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, >50K
40, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Mexico, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Iran, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,50, Haiti, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, Japan, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,1585,40, Canada, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, India, >50K
42, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
45, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, Thailand, <=50K
24, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
21, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Bachelors, Separated, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,35, Canada, >50K
63, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Yugoslavia, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4111,0,24, India, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
42, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, India, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Nicaragua, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, Honduras, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,1840,0,20, Thailand, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ireland, <=50K
22, Private, HS-grad, Separated, Craft-repair, Own-child, White, Female,0,0,25, Puerto-Rico, <=50K
19, Private, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Nicaragua, >50K
36, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Yugoslavia, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,20, El-Salvador, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, Jamaica, <=50K
37, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Thailand, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,1977,40, Scotland, >50K
41, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
39, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, Dominican-Republic, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, El-Salvador, <=50K
60, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,40, Poland, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, India, >50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
41, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, China, <=50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Cuba, <=50K
40, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Peru, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,44, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Italy, >50K
42, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
18, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Scotland, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, >50K
48, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, Hong, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Laos, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
41, State-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
48, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Columbia, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Vietnam, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Philippines, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, >50K
59, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Portugal, >50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Iran, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Trinadad&Tobago, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, Black, Female,0,0,25, Portugal, <=50K
26, Self-emp-not-inc, Prof-school, Separated, Exec-managerial, Not-in-family, White, Male,13114,0,65, Greece, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, >50K
30, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
50, Private, Some-college, Widowed, Farming-fishing, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Italy, <=50K
33, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
37, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,54, Hungary, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Peru, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, Hong, >50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Jamaica, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,2088,0,32, Haiti, <=50K
33, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
62, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, Taiwan, >50K
51, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1890,40, China, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Greece, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Greece, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,20, Honduras, <=50K
31, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Ireland, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, South, >50K
25, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Scotland, >50K
52, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Japan, <=50K
30, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, China, <=50K
35, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Ecuador, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Laos, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,18, Puerto-Rico, <=50K
41, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, >50K
18, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, Philippines, <=50K
57, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, Scotland, <=50K
26, Self-emp-not-inc, Prof-school, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, China, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,30, Haiti, <=50K
