47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, South, >50K
57, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Husband, Other, Female,0,0,25, Peru, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, Laos, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,1887,40, India, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Columbia, >50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,50, United-States, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, >50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
40, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Trinadad&Tobago, <=50K
55, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,2259,25, Mexico, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, State-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, Mexico, >50K
38, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,45, Taiwan, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Ireland, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
18, Private, 10th, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Germany, <=50K
40, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, England, <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,35, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hungary, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, South, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Greece, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Thailand, <=50K
39, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Black, Female,0,0,40, El-Salvador, >50K
36, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,36, Germany, <=50K
35, Private, HS-grad, Married-spouse-absent, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Philippines, >50K
30, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Hong, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,5178,0,70, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7298,0,45, Peru, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,60, Columbia, <=50K
23, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Cambodia, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, Honduras, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Mexico, <=50K
40, State-gov, Assoc-voc, Divorced, Tech-support, Not-in-family, Black, Male,0,0,50, Cambodia, <=50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,54, Cambodia, >50K
24, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,2888,0,40, Greece, >50K
38, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,4416,0,40, Honduras, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1999,60, El-Salvador, >50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Nicaragua, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,29, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,24, Hungary, <=50K
26, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
46, Federal-gov, 10th, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,45, Poland, <=50K
20, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Italy, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Columbia, <=50K
55, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, Ireland, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, Cambodia, >50K
56, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, South, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,45, Canada, <=50K
27, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,3325,0,40, Holand-Netherlands, <=50K
48, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,2380,54, Taiwan, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, Dominican-Republic, >50K
51, Local-gov, Bachelors, Separated, Craft-repair, Husband, White, Female,0,0,40, Philippines, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Cuba, <=50K
51, Private, Preschool, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1822,44, Peru, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Ireland, <=50K
51, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,30, Portugal, <=50K
25, Private, Some-college, Separated, Sales, Husband, Black, Male,0,0,40, Nicaragua, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, France, <=50K
39, Federal-gov, Bachelors, Widowed, Other-service, Husband, White, Male,0,0,50, Jamaica, <=50K
54, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,16, Philippines, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
63, Private, 7th-8th, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Poland, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, >50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,30, China, <=50K
26, Private, HS-grad, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Ecuador, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,16, Columbia, <=50K
53, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,2469,40, Ecuador, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Philippines, <=50K
39, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Guatemala, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Germany, >50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,2682,0,28, United-States, <=50K
51, Private, HS-grad, Separated, Machine-op-inspct, Other-relative, Black, Female,0,0,40, Philippines, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,26631,0,25, Peru, >50K
30, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, South, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,20, Scotland, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
48, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Portugal, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, >50K
48, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,3325,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,40, Germany, >50K
27, State-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Hong, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
20, Private, 10th, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Laos, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Thailand, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Other-relative, Black, Male,0,0,40, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, Dominican-Republic, <=50K
43, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Laos, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,99999,0,54, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Italy, <=50K
25, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Iran, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, Germany, <=50K
48, Self-emp-not-inc, HS-grad, Separated, Tech-support, Not-in-family, Black, Female,0,0,60, Cuba, <=50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1878,10, France, >50K
34, Private, Assoc-voc, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
39, Private, 1st-4th, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,79, Cambodia, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Nicaragua, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, Portugal, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, South, >50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,37, Yugoslavia, >50K
46, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1848,60, Poland, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Japan, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,36, Cuba, <=50K
21, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Mexico, <=50K
55, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Columbia, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Ireland, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
31, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,54, Jamaica, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
26, Private, 11th, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
56, Local-gov, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1655,35, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,7, Portugal, >50K
34, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
30, Private, 5th-6th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Peru, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Poland, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Iran, >50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,1999,40, Cambodia, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
18, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Vietnam, <=50K
48, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
35, Local-gov, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,4471,0,35, Cambodia, >50K
19, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, South, <=50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, Guatemala, <=50K
60, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, Thailand, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
62, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,40, Nicaragua, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
51, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Iran, >50K
63, Private, 9th, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, China, <=50K
37, Private, Masters, Divorced, Adm-clerical, Other-relative, White, Female,0,1407,40, Hungary, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Mexico, <=50K
20, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,70, El-Salvador, <=50K
24, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,20, South, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
46, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Ireland, <=50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Philippines, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7298,0,60, Columbia, >50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,26243,0,45, Laos, >50K
33, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Peru, <=50K
39, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, Italy, <=50K
34, Private, 10th, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
43, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
57, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
27, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,30, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
44, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
47, Private, 9th, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,30, Hungary, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,24, Cuba, <=50K
27, State-gov, Masters, Never-married, Sales, Other-relative, White, Female,0,0,25, El-Salvador, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Taiwan, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,54, Vietnam, <=50K
24, Local-gov, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, Philippines, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,2082,38, Nicaragua, <=50K
47, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Scotland, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, Greece, >50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Hungary, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Italy, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
61, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Black, Male,7687,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Prof-specialty, Husband, Black, Female,0,0,40, Guatemala, <=50K
26, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hong, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, Laos, <=50K
54, Local-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Greece, <=50K
20, State-gov, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,24, El-Salvador, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
72, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,30, Yugoslavia, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Ireland, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,7298,0,40, United-States, >50K
31, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,99999,0,40, Trinadad&Tobago, >50K
32, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
23, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,15, Honduras, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
72, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
40, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
