20, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,55, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, >50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,38, United-States, <=50K
32, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,5135,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
44, Local-gov, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,25603,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1845,60, United-States, >50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
65, Private, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
40, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States, <=50K
24, State-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
43, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, >50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,38, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4386,0,40, Italy, >50K
54, Federal-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
29, Private, Masters, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,87, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,47, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, 12th, Never-married, Tech-support, Unmarried, White, Male,0,0,20, United-States, <=50K
85, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,1902,54, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
31, Private, 9th, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
31, Federal-gov, Prof-school, Never-married, Craft-repair, Husband, White, Female,0,2253,40, United-States, >50K
29, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,40, United-States, >50K
47, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,10, Peru, <=50K
20, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,38, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,4509,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, United-States, >50K
72, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,26651,0,38, United-States, >50K
35, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,2825,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, 10th, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Italy, >50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Self-emp-not-inc, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3336,0,50, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, El-Salvador, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,11828,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
53, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,59, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1536,20, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3389,0,60, United-States, >50K
54, Federal-gov, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
19, Private, 10th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,32, United-States, <=50K
28, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,97, United-States, >50K
20, Private, Bachelors, Married-civ-spouse, Other-service, Other-relative, Other, Female,0,0,40, United-States, <=50K
51, Private, 7th-8th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, 12th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,15, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,2092,50, United-States, >50K
23, Private, Preschool, Married-civ-spouse, Adm-clerical, Husband, White, Female,4073,0,40, Honduras, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,98, United-States, >50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
26, Local-gov, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Philippines, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
41, Private, Prof-school, Married-civ-spouse, Sales, Unmarried, White, Female,7298,0,40, United-States, >50K
22, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Male,0,0,37, United-States, <=50K
41, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,25, Mexico, <=50K
40, Private, HS-grad, Separated, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Prof-specialty, Other-relative, Black, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, 9th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
28, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,3113,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, United-States, >50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Local-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,48, United-States, <=50K
26, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,38, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
48, State-gov, Bachelors, Divorced, Exec-managerial, Wife, Black, Male,0,0,40, Italy, <=50K
34, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Female,5013,0,60, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,38, United-States, <=50K
36, Federal-gov, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 1st-4th, Separated, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,54, United-States, <=50K
27, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
26, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,55, United-States, <=50K
41, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K
28, Self-emp-inc, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,47, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,50, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,47, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
55, Private, 10th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Other-relative, White, Female,0,0,20, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1977,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1736,20, United-States, >50K
25, Private, Preschool, Divorced, Craft-repair, Not-in-family, Black, Female,3070,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,46, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 7th-8th, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, >50K
54, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,36, Haiti, <=50K
47, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, >50K
24, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,4386,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
35, Local-gov, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
21, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,40, India, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,30, United-States, <=50K
28, Private, 10th, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, 11th, Never-married, Sales, Husband, White, Male,3137,0,50, United-States, >50K
67, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
26, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,3936,0,40, United-States, >50K
64, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 11th, Widowed, Exec-managerial, Husband, White, Male,0,0,54, France, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
70, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,22910,0,50, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
68, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,10520,0,76, United-States, >50K
73, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,33, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
18, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
55, Private, 7th-8th, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
