37, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Portugal, >50K
55, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,65, Guatemala, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,14083,0,45, Honduras, >50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Portugal, >50K
36, Federal-gov, HS-grad, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,66, Cambodia, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Germany, <=50K
18, Private, Masters, Never-married, Sales, Own-child, Black, Female,0,0,9, Trinadad&Tobago, <=50K
40, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
26, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,11, Guatemala, <=50K
47, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,25, Guatemala, <=50K
46, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,48, Philippines, <=50K
23, Local-gov, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Poland, <=50K
37, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
43, Private, Assoc-acdm, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
18, State-gov, 11th, Never-married, Sales, Own-child, Black, Male,0,0,24, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Taiwan, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Iran, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, Haiti, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1902,50, United-States, <=50K
56, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,99999,0,60, Honduras, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, Yugoslavia, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,60, Cuba, <=50K
41, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,11872,0,45, Hungary, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Thailand, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Honduras, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5368,0,40, Portugal, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7687,0,40, Laos, >50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,54, China, <=50K
62, Local-gov, HS-grad, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
39, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, Greece, >50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
50, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, Hungary, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,7687,0,40, Trinadad&Tobago, <=50K
45, State-gov, 5th-6th, Widowed, Craft-repair, Husband, Other, Female,0,0,50, Ireland, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, France, >50K
40, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,54, Ireland, >50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, Hong, >50K
34, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,38, Mexico, <=50K
47, Local-gov, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,60, Peru, >50K
41, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Vietnam, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
41, Self-emp-inc, HS-grad, Separated, Protective-serv, Not-in-family, Other, Female,0,0,35, Japan, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Japan, <=50K
36, Private, Masters, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Columbia, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7298,0,40, Trinadad&Tobago, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Hungary, <=50K
61, State-gov, HS-grad, Widowed, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
24, Private, 10th, Never-married, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Peru, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Vietnam, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
43, Federal-gov, Assoc-voc, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, Hong, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Germany, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Italy, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
28, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Thailand, <=50K
45, Local-gov, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,50, Canada, >50K
37, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, Yugoslavia, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, >50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cambodia, <=50K
38, Without-pay, Assoc-voc, Never-married, Craft-repair, Husband, Black, Male,4732,0,40, Puerto-Rico, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,9299,0,43, Nicaragua, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, El-Salvador, >50K
34, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
58, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
31, Private, 9th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
47, Private, HS-grad, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
25, Private, Some-college, Never-married, Protective-serv, Wife, Other, Female,0,0,40, Portugal, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, Yugoslavia, >50K
65, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
24, Private, 9th, Never-married, Protective-serv, Not-in-family, White, Female,0,0,50, Mexico, <=50K
28, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,54, Honduras, >50K
48, State-gov, Assoc-voc, Widowed, Other-service, Husband, White, Female,0,0,30, South, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,12, Jamaica, <=50K
19, Private, 11th, Divorced, Craft-repair, Own-child, Black, Male,0,0,8, Puerto-Rico, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
61, State-gov, Masters, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,30, Germany, <=50K
26, Federal-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,60, Dominican-Republic, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Italy, <=50K
25, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Guatemala, >50K
24, Private, 1st-4th, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,15023,0,45, China, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,71, Ecuador, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Priv-house-serv, Own-child, White, Female,0,0,40, Columbia, <=50K
37, State-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
57, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,30, Jamaica, <=50K
38, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Portugal, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,32, Yugoslavia, <=50K
27, Private, Doctorate, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,1481,40, South, <=50K
65, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
51, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,0,35, England, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Portugal, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Haiti, <=50K
43, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Husband, Black, Female,4386,0,40, Taiwan, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Divorced, Sales, Wife, Other, Female,3382,0,32, Hungary, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
56, Self-emp-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Honduras, <=50K
51, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,86, United-States, >50K
40, Private, Masters, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,24, Dominican-Republic, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1902,60, Philippines, >50K
44, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, Guatemala, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, South, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,60, Greece, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, >50K
31, State-gov, Some-college, Never-married, Armed-Forces, Own-child, Black, Male,0,0,30, Trinadad&Tobago, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
42, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,4951,0,40, Taiwan, >50K
41, Private, Prof-school, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
62, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
52, Private, Some-college, Divorced, Other-service, Husband, Black, Female,0,0,30, United-States, <=50K
19, Private, 11th, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Columbia, <=50K
45, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,70, Poland, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,36, Ireland, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, United-States, <=50K
43, Private, 11th, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,55, Hong, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,30, Vietnam, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, Guatemala, <=50K
17, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,20, El-Salvador, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Germany, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,64, Japan, >50K
43, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, United-States, >50K
44, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
28, Private, 10th, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
42, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,35, Cuba, <=50K
25, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,7298,0,40, Yugoslavia, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,30, United-States, <=50K
28, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,20, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, Greece, <=50K
45, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
54, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Trinadad&Tobago, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,1887,40, Haiti, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, Cuba, >50K
46, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, Hungary, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,56, Italy, >50K
41, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
29, Local-gov, 9th, Married-spouse-absent, Prof-specialty, Husband, White, Female,0,0,40, Greece, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,70, Iran, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,54, United-States, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
61, Local-gov, Assoc-acdm, Divorced, Sales, Not-in-family, Black, Female,0,0,30, Nicaragua, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Philippines, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,5156,0,40, China, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
33, Local-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Hungary, <=50K
35, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,3372,0,30, France, >50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,70, Poland, <=50K
39, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,37, Guatemala, <=50K
23, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
62, Private, 9th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, India, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,48, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,50, South, <=50K
52, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,48, Cambodia, >50K
59, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, Italy, <=50K
35, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4099,0,40, India, >50K
42, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,70, Haiti, <=50K
49, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Iran, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Portugal, >50K
36, Private, Some-college, Never-married, Tech-support, Husband, Black, Female,0,0,40, Thailand, <=50K
60, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, >50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
33, State-gov, Masters, Divorced, Adm-clerical, Own-child, Black, Female,0,0,80, Nicaragua, >50K
39, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, Cambodia, >50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,60, Cambodia, >50K
48, Private, 12th, Separated, Adm-clerical, Husband, Black, Male,0,0,30, United-States, <=50K
39, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,4682,0,40, Japan, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7687,0,40, Trinadad&Tobago, >50K
35, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
37, Federal-gov, Assoc-voc, Never-married, Prof-specialty, Husband, Black, Male,3875,0,35, Ecuador, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, El-Salvador, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,50, Honduras, >50K
40, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Haiti, <=50K
35, Private, Bachelors, Divorced, Sales, Other-relative, White, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,43, Hungary, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,54, Ecuador, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
