28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
61, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,1723,40, Portugal, <=50K
33, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Jamaica, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Guatemala, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, El-Salvador, <=50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, Dominican-Republic, <=50K
34, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, South, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,40, Hungary, >50K
37, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
19, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,19, Hungary, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Wife, White, Female,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
25, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,36, Yugoslavia, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
33, State-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Thailand, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,60, Italy, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Laos, >50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
39, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,40, Ireland, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,14211,0,40, Puerto-Rico, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,36, United-States, >50K
19, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,15, Puerto-Rico, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, <=50K
40, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, France, >50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
25, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, China, >50K
36, Private, Some-college, Never-married, Farming-fishing, Wife, White, Male,0,0,40, Laos, <=50K
43, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, South, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Laos, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Vietnam, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Cambodia, >50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
31, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, Hungary, >50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,42, United-States, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Haiti, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,1977,40, Greece, >50K
44, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1885,40, Taiwan, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Guatemala, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7007,0,60, Iran, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,2411,43, Outlying-US(Guam-USVI-etc), >50K
37, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,30, Honduras, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Jamaica, <=50K
34, Private, Assoc-acdm, Never-married, Handlers-cleaners, Wife, Black, Male,0,0,60, United-States, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,15024,0,40, Puerto-Rico, >50K
30, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Cuba, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,25, Canada, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Laos, <=50K
65, Private, Some-college, Separated, Tech-support, Not-in-family, White, Female,0,0,4, Haiti, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
18, Local-gov, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,20, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,42, Guatemala, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, Dominican-Republic, <=50K
72, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, Vietnam, >50K
30, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, Guatemala, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Thailand, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Canada, <=50K
22, Private, 10th, Separated, Adm-clerical, Unmarried, White, Male,0,0,32, China, <=50K
46, State-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
27, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
52, State-gov, Some-college, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
53, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,7687,0,40, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
50, Private, 9th, Widowed, Farming-fishing, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Honduras, <=50K
26, Private, Bachelors, Widowed, Craft-repair, Unmarried, White, Male,0,0,77, Ecuador, <=50K
23, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
40, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, England, <=50K
20, State-gov, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,30, Cambodia, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,50, Honduras, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
34, Private, Bachelors, Separated, Transport-moving, Husband, White, Male,0,0,50, Jamaica, >50K
57, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, South, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Thailand, <=50K
39, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,84, Guatemala, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Taiwan, <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Scotland, <=50K
43, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,16, Haiti, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, >50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cambodia, <=50K
49, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Poland, <=50K
47, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Trinadad&Tobago, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
22, Private, 12th, Never-married, Other-service, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, >50K
46, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,49, Japan, <=50K
60, Private, Masters, Married-civ-spouse, Farming-fishing, Wife, White, Male,2175,0,45, Dominican-Republic, <=50K
26, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,45, China, <=50K
71, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
71, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Female,5178,0,25, Japan, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, England, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
63, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Thailand, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,20, Japan, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, Mexico, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,39, Portugal, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, El-Salvador, <=50K
22, Federal-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, Canada, <=50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, Thailand, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
40, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, Yugoslavia, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,43, United-States, >50K
43, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,1526,40, Ireland, <=50K
31, State-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Puerto-Rico, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, India, >50K
58, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
60, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, >50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Divorced, Transport-moving, Wife, White, Female,0,0,40, Thailand, <=50K
39, Local-gov, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,24, Japan, <=50K
40, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Ecuador, >50K
48, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Iran, <=50K
35, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,1740,40, Ecuador, <=50K
29, State-gov, 11th, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Japan, <=50K
38, Private, HS-grad, Separated, Exec-managerial, Wife, Black, Female,0,0,50, China, <=50K
23, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,65, South, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Columbia, <=50K
53, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,37, Honduras, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
55, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,0,48, Ireland, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Greece, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, Cuba, >50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Hong, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Japan, <=50K
19, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, South, <=50K
36, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Scotland, >50K
63, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, China, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Cambodia, >50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,24, Hong, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,10, Ecuador, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Thailand, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,35, Hong, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,65, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Greece, >50K
23, Local-gov, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,50, Honduras, <=50K
39, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, El-Salvador, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4915,0,40, Trinadad&Tobago, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Guatemala, >50K
63, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Taiwan, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, Poland, <=50K
21, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,25, Poland, >50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Puerto-Rico, <=50K
56, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,0,40, Greece, >50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, El-Salvador, <=50K
27, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, Nicaragua, <=50K
58, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,1902,40, El-Salvador, >50K
49, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Outlying-US(Guam-USVI-etc), >50K
23, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,15, Guatemala, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Greece, >50K
75, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,14, Puerto-Rico, <=50K
44, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Vietnam, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Jamaica, <=50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
57, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1853,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,32, United-States, <=50K
47, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,44, Japan, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,1977,14, England, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
36, Private, 10th, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,7687,0,40, Iran, <=50K
51, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Trinadad&Tobago, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Peru, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Poland, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, South, <=50K
58, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,99999,0,40, Italy, >50K
20, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, South, >50K
61, Local-gov, Some-college, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Columbia, >50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Hungary, >50K
58, Local-gov, Doctorate, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, Trinadad&Tobago, <=50K
63, Self-emp-not-inc, 9th, Widowed, Other-service, Wife, White, Female,0,0,19, Thailand, <=50K
47, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,15024,0,45, Taiwan, >50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Guatemala, <=50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,40, Nicaragua, <=50K
32, Private, Some-college, Divorced, Other-service, Wife, Other, Male,0,0,40, Ireland, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1895,48, Scotland, >50K
70, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, France, <=50K
35, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
43, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Jamaica, <=50K
21, State-gov, 12th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, United-States, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
63, Private, Assoc-acdm, Widowed, Farming-fishing, Husband, White, Male,0,0,40, Cambodia, >50K
22, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,25, Hungary, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, >50K
44, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,44, Haiti, <=50K
35, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Iran, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1790,40, United-States, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, >50K
68, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1760,40, Ireland, >50K
50, State-gov, Some-college, Widowed, Sales, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Peru, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
42, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,79, Thailand, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3082,0,40, South, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, >50K
60, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, El-Salvador, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Japan, >50K
53, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
80, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, Italy, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,35, Canada, <=50K
56, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,40, Scotland, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, France, >50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, <=50K
37, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Honduras, <=50K
