44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, >50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,15024,0,60, Vietnam, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Philippines, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Greece, <=50K
19, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,50, India, <=50K
55, Private, Some-college, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, Honduras, <=50K
42, Private, HS-grad, Separated, Other-service, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
54, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
69, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,20, Italy, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, Japan, <=50K
44, Private, 7th-8th, Separated, Transport-moving, Not-in-family, Black, Female,0,0,15, Puerto-Rico, <=50K
30, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
45, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1670,40, Philippines, <=50K
31, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Greece, <=50K
22, Local-gov, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,45, Ireland, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,35, Cuba, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,38, Thailand, >50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,20, Nicaragua, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,45, Cuba, <=50K
40, State-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,32, France, <=50K
49, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Honduras, >50K
36, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,36, Italy, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Laos, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,48, Peru, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,60, India, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,38, Puerto-Rico, <=50K
39, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
36, Federal-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Japan, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, Japan, <=50K
23, Private, Assoc-acdm, Widowed, Handlers-cleaners, Not-in-family, White, Female,4407,0,40, England, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Laos, <=50K
24, Private, 10th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Canada, <=50K
39, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,0,35, Ireland, <=50K
28, Private, 5th-6th, Never-married, Sales, Wife, Black, Female,0,0,25, Yugoslavia, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,14, Taiwan, <=50K
70, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2244,40, Greece, >50K
42, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Honduras, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, South, >50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Jamaica, >50K
55, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Female,0,0,50, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
50, Private, Bachelors, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,4794,0,40, Philippines, >50K
22, Private, 11th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,12, Mexico, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, >50K
47, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, France, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, Yugoslavia, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,36, Ireland, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, England, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Cambodia, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,7298,0,40, Dominican-Republic, >50K
18, Private, Assoc-acdm, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,54, Hungary, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,4073,0,40, Trinadad&Tobago, <=50K
35, Local-gov, Bachelors, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,79, Jamaica, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cuba, >50K
18, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, China, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, England, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Thailand, >50K
36, Private, 10th, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,45, Haiti, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2256,0,50, El-Salvador, >50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, >50K
64, Private, Masters, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,14083,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, England, <=50K
53, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,42, Cuba, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Greece, <=50K
53, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,54, Portugal, >50K
19, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,50, Trinadad&Tobago, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,4402,0,40, Yugoslavia, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Honduras, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, France, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,16, Hong, <=50K
75, Self-emp-not-inc, Some-college, Widowed, Other-service, Wife, Asian-Pac-Islander, Female,0,0,12, Ireland, <=50K
30, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,12, Ecuador, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, State-gov, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,3325,0,40, Vietnam, <=50K
20, Private, HS-grad, Separated, Farming-fishing, Own-child, Black, Male,0,0,40, Honduras, <=50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,30, China, <=50K
32, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Portugal, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,50, Canada, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,3448,0,44, England, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Germany, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,70, Ireland, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3107,0,40, Ireland, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,52, Poland, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,0,0,30, South, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,1282,0,40, Ecuador, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Taiwan, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, >50K
37, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, Greece, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
56, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Peru, <=50K
39, Private, Assoc-voc, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Taiwan, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Canada, <=50K
54, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,25, Laos, <=50K
63, Private, Masters, Separated, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7298,0,40, India, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
19, State-gov, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,10, Canada, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Male,0,0,20, Japan, <=50K
38, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1616,40, Cuba, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, South, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Italy, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
51, Private, Masters, Widowed, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Iran, >50K
38, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Female,0,0,40, Hungary, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,54, Portugal, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,1848,25, Laos, <=50K
53, Self-emp-not-inc, Masters, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Italy, <=50K
43, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Yugoslavia, >50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Portugal, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,25, Trinadad&Tobago, <=50K
50, Self-emp-inc, Some-college, Separated, Other-service, Own-child, Black, Female,0,0,40, Taiwan, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, Hong, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Germany, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, Vietnam, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
44, Private, HS-grad, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, <=50K
48, Federal-gov, Bachelors, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Honduras, <=50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
45, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1860,50, Iran, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Mexico, >50K
35, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, South, <=50K
37, Self-emp-inc, Doctorate, Never-married, Sales, Not-in-family, Other, Male,0,0,48, Yugoslavia, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Laos, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
64, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, Other, Male,0,0,40, Haiti, <=50K
61, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Scotland, <=50K
79, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
61, State-gov, Assoc-voc, Never-married, Priv-house-serv, Not-in-family, Other, Female,0,0,32, Mexico, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,37, Ecuador, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hungary, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1923,40, Portugal, >50K
59, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,3103,0,50, Peru, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, >50K
44, Private, Some-college, Widowed, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,48, Portugal, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Cuba, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,35, Laos, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
51, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,30, Hong, <=50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,35, Outlying-US(Guam-USVI-etc), >50K
66, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2396,74, Thailand, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Laos, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, Nicaragua, >50K
74, Private, HS-grad, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, India, <=50K
32, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, Trinadad&Tobago, <=50K
47, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Scotland, >50K
47, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
52, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,70, El-Salvador, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,3793,0,9, Canada, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,42, Laos, <=50K
44, Private, HS-grad, Widowed, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Peru, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Puerto-Rico, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Philippines, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,65, Cuba, >50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
39, Private, Some-college, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,45, El-Salvador, >50K
39, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
75, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,30, Thailand, <=50K
30, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, Hong, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Honduras, >50K
25, Private, Masters, Never-married, Other-service, Own-child, Black, Male,0,0,40, India, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Thailand, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Haiti, >50K
23, Private, Masters, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,24, Poland, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, India, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Female,0,0,48, Scotland, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,8, Iran, <=50K
21, Local-gov, Assoc-voc, Separated, Other-service, Own-child, Black, Male,0,0,25, Ecuador, <=50K
49, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,33, Poland, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,50, England, <=50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,10, Columbia, >50K
49, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Poland, >50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Mexico, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,1786,40, Haiti, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,25, India, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Laos, <=50K
35, Private, Bachelors, Divorced, Farming-fishing, Husband, Black, Male,0,0,50, Hungary, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,38, Vietnam, <=50K
43, Private, 5th-6th, Divorced, Adm-clerical, Own-child, Black, Male,0,0,60, Mexico, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Portugal, <=50K
