19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
37, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,38, United-States, <=50K
48, Federal-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
32, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,45, Philippines, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,7298,0,54, United-States, >50K
70, Local-gov, Prof-school, Divorced, Craft-repair, Not-in-family, White, Female,0,0,17, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,52, United-States, <=50K
41, Private, 12th, Divorced, Exec-managerial, Husband, Black, Female,0,0,50, United-States, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4689,0,50, United-States, >50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Unmarried, White, Male,0,0,30, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7298,0,40, United-States, >50K
38, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,3, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Sales, Husband, White, Female,0,0,43, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,99999,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Divorced, Protective-serv, Own-child, White, Male,0,0,35, Cuba, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,49, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 11th, Widowed, Adm-clerical, Own-child, White, Female,0,1902,32, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, 7th-8th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Private, Doctorate, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
34, Local-gov, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
29, State-gov, 1st-4th, Never-married, Sales, Husband, Black, Male,0,0,50, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,25, United-States, <=50K
48, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,8, United-States, <=50K
50, Federal-gov, Preschool, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Jamaica, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,45, United-States, >50K
37, Local-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Local-gov, 9th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,15, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,8614,0,70, United-States, >50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,37, United-States, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
44, Local-gov, HS-grad, Separated, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,30, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 5th-6th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Prof-school, Separated, Sales, Husband, White, Female,2607,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,20, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Separated, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Greece, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
60, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,36, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
36, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,60, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,0,0,50, United-States, >50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
31, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
32, Private, Some-college, Separated, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, Poland, <=50K
44, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Other-relative, Other, Male,0,0,15, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,54, United-States, <=50K
44, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Wife, Other, Female,0,0,40, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,60, United-States, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
34, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
46, Local-gov, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
26, Local-gov, 11th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
74, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, >50K
21, Local-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,32, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,70, United-States, <=50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1671,24, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,60, United-States, >50K
55, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
23, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, >50K
58, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
46, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,1902,45, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Widowed, Exec-managerial, Own-child, White, Female,3693,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Separated, Exec-managerial, Own-child, White, Female,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
55, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,39, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,25, England, <=50K
52, Private, 10th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, >50K
27, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
34, State-gov, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,38, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
34, Private, 7th-8th, Never-married, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,41, United-States, <=50K
26, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Female,0,0,40, El-Salvador, >50K
21, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,60, United-States, >50K
18, Self-emp-not-inc, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,27, United-States, <=50K
39, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,2190,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,1902,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,1835,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Other-relative, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
29, Private, 11th, Separated, Handlers-cleaners, Own-child, White, Female,0,0,42, United-States, <=50K
39, Private, 9th, Divorced, Transport-moving, Not-in-family, White, Female,0,0,24, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,97, United-States, <=50K
35, Private, Masters, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,60, United-States, >50K
31, Private, Masters, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Philippines, >50K
54, Local-gov, HS-grad, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Black, Male,1840,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,38, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7547,0,60, United-States, >50K
64, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,40, United-States, <=50K
70, Federal-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Mexico, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
38, State-gov, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,24, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,2821,0,45, United-States, >50K
31, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,1886,70, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,2174,0,35, Puerto-Rico, >50K
56, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, Taiwan, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7298,0,47, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,5013,0,40, United-States, >50K
41, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,1913,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
28, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, Other, Female,15024,0,45, United-States, >50K
48, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
66, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,20, United-States, <=50K
39, Private, 1st-4th, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Female,0,0,38, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,20, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,35, United-States, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
