56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
32, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Japan, >50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
60, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, Nicaragua, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,2001,40, Hungary, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, El-Salvador, >50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
55, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Jamaica, <=50K
31, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, India, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Honduras, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Iran, >50K
19, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Guatemala, <=50K
19, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Mexico, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Philippines, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Scotland, <=50K
47, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Cambodia, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
43, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Poland, >50K
20, State-gov, 11th, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
64, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), >50K
26, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, Honduras, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,4, Poland, <=50K
21, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, Guatemala, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Portugal, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, Guatemala, <=50K
71, Local-gov, Bachelors, Separated, Sales, Unmarried, White, Female,2007,0,40, Laos, >50K
26, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Hong, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Cambodia, >50K
63, Private, Masters, Widowed, Transport-moving, Unmarried, White, Male,0,0,50, Vietnam, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
55, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Male,51296,0,60, Portugal, <=50K
40, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Yugoslavia, <=50K
48, Self-emp-inc, Masters, Divorced, Sales, Unmarried, White, Female,0,0,45, Vietnam, >50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Iran, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,45, Laos, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,2, Hungary, <=50K
56, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Hungary, >50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
53, Private, Some-college, Widowed, Transport-moving, Own-child, Black, Female,0,0,30, Jamaica, <=50K
58, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Thailand, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, Guatemala, >50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Japan, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Dominican-Republic, <=50K
24, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Hong, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, Jamaica, <=50K
41, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,45, Scotland, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Taiwan, >50K
45, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Husband, White, Male,99999,0,62, South, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, China, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, South, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,4727,0,45, France, >50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Haiti, <=50K
47, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Japan, <=50K
20, Private, 5th-6th, Never-married, Exec-managerial, Own-child, White, Male,0,0,11, Mexico, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Columbia, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
90, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,35, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, <=50K
36, Private, 12th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Cuba, >50K
73, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,8, South, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,35, Vietnam, >50K
39, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,1612,40, Columbia, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, France, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Jamaica, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Nicaragua, <=50K
27, Local-gov, Assoc-acdm, Married-spouse-absent, Machine-op-inspct, Wife, White, Female,0,0,40, Philippines, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, Puerto-Rico, <=50K
57, Federal-gov, HS-grad, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,0,40, Peru, >50K
45, Private, 1st-4th, Divorced, Sales, Not-in-family, White, Female,0,0,40, Greece, <=50K
58, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Laos, >50K
47, Local-gov, Masters, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Haiti, <=50K
45, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Portugal, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Peru, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, Puerto-Rico, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,17, Thailand, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, Cuba, <=50K
32, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1791,48, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,24, Puerto-Rico, <=50K
43, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Guatemala, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4947,0,40, China, >50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1671,40, Portugal, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Canada, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, El-Salvador, <=50K
28, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,24, Italy, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Portugal, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, China, <=50K
45, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, Haiti, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, >50K
36, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Japan, <=50K
36, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, Peru, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Italy, >50K
45, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, Iran, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,1596,40, Philippines, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Portugal, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, El-Salvador, >50K
22, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, Guatemala, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Vietnam, >50K
47, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Taiwan, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
39, Private, Masters, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,19, Germany, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1992,40, Columbia, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
60, Private, HS-grad, Widowed, Transport-moving, Husband, White, Female,0,1721,19, Cuba, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
69, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2389,60, Hungary, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Canada, <=50K
34, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Japan, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
41, State-gov, 10th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,35, Yugoslavia, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, South, >50K
32, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,60, Mexico, >50K
64, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, Portugal, >50K
64, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,28772,0,54, India, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1895,60, Cuba, >50K
46, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,2844,0,40, Thailand, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Ireland, <=50K
68, Private, Masters, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Portugal, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, Iran, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Germany, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,54, Outlying-US(Guam-USVI-etc), >50K
67, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15542,0,40, Ireland, >50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Trinadad&Tobago, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, <=50K
42, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,25, Germany, <=50K
54, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Cuba, >50K
61, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Greece, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Dominican-Republic, >50K
49, Private, Some-college, Divorced, Exec-managerial, Wife, White, Male,0,0,60, Ecuador, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, South, <=50K
49, State-gov, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Thailand, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Puerto-Rico, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, China, <=50K
56, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,50, Cambodia, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, England, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Philippines, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, >50K
47, State-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, Portugal, <=50K
43, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,30, Mexico, >50K
55, Self-emp-inc, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, India, >50K
30, Private, Some-college, Separated, Adm-clerical, Own-child, Black, Female,0,0,40, Honduras, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Japan, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Peru, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,45, Taiwan, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Germany, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,5013,0,25, Japan, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
18, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,3, Philippines, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
58, State-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,38, Greece, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, Philippines, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Hong, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Yugoslavia, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,50, Cambodia, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Peru, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, Haiti, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,45, Ecuador, >50K
47, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, Jamaica, <=50K
31, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,49, Taiwan, >50K
31, Private, HS-grad, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5061,0,50, Peru, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Portugal, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Poland, <=50K
29, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, France, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Taiwan, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
40, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, Scotland, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, England, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, South, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,55, Thailand, >50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, France, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,40, United-States, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Canada, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, Yugoslavia, <=50K
30, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,52, Canada, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Cuba, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,80, Hungary, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, Thailand, <=50K
46, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, Peru, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2442,45, Canada, >50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Portugal, >50K
56, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,54, Jamaica, <=50K
66, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,30, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, Canada, <=50K
32, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Haiti, >50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Iran, <=50K
41, Private, 7th-8th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,15, Vietnam, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
59, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, Japan, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Iran, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Jamaica, <=50K
49, Self-emp-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, Ecuador, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Germany, >50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,45, Ecuador, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,10, Greece, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 11th, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
53, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, India, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Dominican-Republic, >50K
57, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,15024,0,50, Taiwan, <=50K
40, Without-pay, 12th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Germany, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
53, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Peru, >50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, South, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Columbia, <=50K
35, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,64, France, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, India, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,1889,38, Puerto-Rico, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Mexico, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
44, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, >50K
34, Private, Some-college, Divorced, Sales, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Peru, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, South, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
28, Private, Doctorate, Separated, Sales, Unmarried, Black, Female,0,0,40, Iran, <=50K
58, Self-emp-not-inc, Masters, Divorced, Other-service, Own-child, White, Male,0,0,20, Vietnam, <=50K
