60, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7386,0,54, Cambodia, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,3039,0,35, Peru, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,48, Italy, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Female,0,0,32, Yugoslavia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
25, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Columbia, >50K
19, Private, 7th-8th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,30, Italy, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,33, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, China, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, >50K
52, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,2184,60, Columbia, >50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, South, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Italy, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,37, Thailand, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, China, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,45, Dominican-Republic, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, >50K
43, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
31, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Ecuador, <=50K
33, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,20, Mexico, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
61, Private, Assoc-voc, Widowed, Exec-managerial, Unmarried, Black, Male,0,0,35, Canada, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, Other, Male,0,0,45, Ecuador, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Philippines, <=50K
44, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Mexico, <=50K
43, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,20, Iran, <=50K
57, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
66, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,10, Iran, >50K
68, Private, HS-grad, Divorced, Transport-moving, Husband, Other, Female,0,0,40, Puerto-Rico, >50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
60, Private, Some-college, Divorced, Craft-repair, Husband, Other, Female,0,0,40, Japan, >50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Germany, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Nicaragua, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
69, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
53, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, >50K
48, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,35, Cuba, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
60, Self-emp-inc, Assoc-acdm, Divorced, Sales, Unmarried, Black, Male,0,0,79, Cuba, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,30, Hong, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,60, El-Salvador, <=50K
30, Private, HS-grad, Divorced, Sales, Own-child, Other, Male,0,0,40, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
58, Local-gov, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, England, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,46, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, Greece, >50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
26, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
29, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, South, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,7687,0,40, Scotland, >50K
53, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Italy, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,40, South, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,50,, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Canada, <=50K
62, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, >50K
36, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
56, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
26, Private, Some-college, Never-married, Tech-support, Husband, Other, Female,0,0,56, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1907,35, Haiti, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,65, Ireland, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, Germany, <=50K
37, Self-emp-inc, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,57, Ireland, >50K
40, Private, 10th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,25, Trinadad&Tobago, <=50K
47, Private, Some-college, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,45, South, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Guatemala, <=50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, Yugoslavia, >50K
37, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Japan, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,47, France, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Ireland, <=50K
64, Private, Bachelors, Widowed, Farming-fishing, Husband, Other, Female,0,0,20, Puerto-Rico, <=50K
53, Private, 1st-4th, Divorced, Farming-fishing, Husband, Black, Male,0,0,20, Trinadad&Tobago, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, Dominican-Republic, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,20, Mexico, <=50K
68, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, Ecuador, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,46, Puerto-Rico, >50K
47, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,4604,0,25, Scotland, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2302,40, Portugal, <=50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
53, Federal-gov, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,48, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
69, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Unmarried, Other, Female,0,0,20, Thailand, <=50K
63, Local-gov, 10th, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Vietnam, <=50K
61, Self-emp-not-inc, 7th-8th, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
51, Private, Some-college, Divorced, Transport-moving, Wife, Black, Male,0,0,16, Puerto-Rico, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, India, <=50K
49, Private, Prof-school, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, India, >50K
30, State-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, France, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Ireland, >50K
53, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,60, Puerto-Rico, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,81, China, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Iran, >50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,12, Greece, <=50K
58, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, India, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Philippines, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
58, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,1990,40, United-States, <=50K
51, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,5278,0,60, Italy, >50K
20, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Philippines, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, Black, Female,15024,0,40, Vietnam, >50K
28, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, India, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, South, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
38, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Honduras, >50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,70, Ireland, <=50K
66, Private, Bachelors, Divorced, Prof-specialty, Husband, Black, Female,0,0,40, France, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Jamaica, <=50K
44, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,3920,0,40, Haiti, >50K
42, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, Other, Female,0,1977,50, England, <=50K
51, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Puerto-Rico, >50K
62, Private, 9th, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
28, State-gov, 11th, Never-married, Adm-clerical, Husband, Other, Female,0,0,50, Mexico, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Germany, <=50K
49, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Honduras, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
30, Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
31, State-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, >50K
57, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
47, Federal-gov, Bachelors, Divorced, Exec-managerial, Husband, Black, Female,15024,0,40, Taiwan, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Portugal, >50K
39, State-gov, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,32, Columbia, <=50K
48, Private, Masters, Divorced, Exec-managerial, Husband, Black, Male,5334,0,60, Honduras, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, Greece, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Scotland, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Canada, >50K
21, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,2174,0,20, India, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Mexico, <=50K
25, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
55, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
31, Private, Masters, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,57, Iran, <=50K
28, Private, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, China, >50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,32, India, <=50K
54, Private, Masters, Never-married, Priv-house-serv, Husband, Other, Female,0,1902,40, Hungary, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,20, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, >50K
24, Private, Masters, Never-married, Sales, Husband, Black, Female,0,0,60, Ireland, <=50K
71, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,2893,0,22, Greece, >50K
63, Private, 7th-8th, Divorced, Exec-managerial, Wife, Black, Female,0,0,50, Philippines, <=50K
22, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Mexico, >50K
37, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,50, Poland, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, England, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
27, State-gov, Doctorate, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,22, Cambodia, <=50K
41, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Columbia, <=50K
37, Private, 10th, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1977,60, Cambodia, <=50K
27, Private, HS-grad, Never-married, Tech-support, Husband, Other, Male,0,0,80, Taiwan, <=50K
42, Federal-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, Hong, >50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,67, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,2001,40, Thailand, <=50K
32, Private, Masters, Never-married, Sales, Own-child, Other, Male,0,0,48, Cambodia, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Iran, >50K
23, Private, Assoc-acdm, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,3, El-Salvador, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, France, >50K
57, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
36, Self-emp-inc, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,69, Guatemala, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Female,0,0,50, Cambodia, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,20, Canada, <=50K
85, Self-emp-not-inc, 5th-6th, Widowed, Adm-clerical, Husband, White, Female,0,0,36, Columbia, >50K
43, State-gov, Some-college, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, France, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
51, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Mexico, <=50K
55, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,32, China, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,60, Peru, <=50K
70, Private, 9th, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,20, Trinadad&Tobago, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, India, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,35, Vietnam, >50K
45, State-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, Scotland, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
27, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,47, Hungary, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,60, Hungary, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, <=50K
18, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
89, Private, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,1977,45, Japan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,35, Cuba, <=50K
35, Self-emp-inc, 1st-4th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Iran, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Philippines, <=50K
58, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
