44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
20, Self-emp-not-inc, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,24, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,9575,0,54, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,23, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States, <=50K
48, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
65, State-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,3566,0,40, United-States, <=50K
22, Local-gov, Masters, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3791,0,40, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, >50K
46, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, France, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
43, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,20, England, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Mexico, >50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,35, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,26, United-States, >50K
55, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Iran, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Greece, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
51, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
42, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,2727,0,30, Peru, >50K
27, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Local-gov, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,37, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Masters, Never-married, Sales, Wife, Black, Female,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,70, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
63, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, >50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, Masters, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
63, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
30, Self-emp-inc, Bachelors, Separated, Exec-managerial, Own-child, White, Male,0,0,70, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2530,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,70, United-States, <=50K
28, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
33, Private, Bachelors, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,7687,0,50, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,50, Nicaragua, >50K
51, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
66, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,5527,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
62, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, Puerto-Rico, >50K
27, Without-pay, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
30, Private, Some-college, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
69, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
68, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,1902,34, United-States, >50K
35, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7479,0,50, United-States, >50K
35, Self-emp-not-inc, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, Doctorate, Never-married, Other-service, Not-in-family, White, Male,0,0,4, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, South, <=50K
32, Private, Some-college, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,1660,0,99, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,0,40, United-States, >50K
34, Private, Masters, Never-married, Craft-repair, Wife, White, Male,0,1493,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,4936,0,45, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1690,99, United-States, >50K
58, Private, Masters, Divorced, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
27, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Portugal, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,99, United-States, <=50K
21, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,10841,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
68, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
56, Self-emp-not-inc, Assoc-acdm, Divorced, Farming-fishing, Own-child, White, Female,0,0,65, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, >50K
24, Private, 5th-6th, Divorced, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,80, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2183,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Husband, Black, Male,0,0,48, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, United-States, >50K
33, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, >50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,40, United-States, >50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Private, 9th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,70, United-States, >50K
55, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Mexico, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,50, United-States, <=50K
42, Local-gov, Some-college, Never-married, Tech-support, Unmarried, White, Male,0,0,7, United-States, >50K
33, Local-gov, 9th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, United-States, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,75, United-States, <=50K
63, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,2266,42, United-States, >50K
43, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Male,2179,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Mexico, >50K
20, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Black, Female,0,0,25, United-States, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
30, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
55, Private, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,37, Philippines, <=50K
43, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, South, <=50K
48, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5182,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Bachelors, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, 5th-6th, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,22, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Masters, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,15009,0,40, Laos, >50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4828,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
