45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,71, Hong, >50K
45, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,5461,0,45, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Male,3383,0,40, United-States, >50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,6984,0,50, Puerto-Rico, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Other, Female,0,0,40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,68,40, Japan, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov, HS-grad, Separated, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
45, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,12, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
60, Private, Some-college, Separated, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
37, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Columbia, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,20, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, United-States, >50K
52, Local-gov, Assoc-acdm, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Laos, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3119,0,40, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,24, Poland, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
90, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
55, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,25, Hungary, <=50K
57, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Greece, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
33, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,22550,0,60, United-States, >50K
61, Private, Bachelors, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
31, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, Iran, <=50K
19, State-gov, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,10, Hungary, <=50K
51, Local-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Greece, <=50K
51, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,48, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,54, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, China, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, <=50K
45, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, United-States, <=50K
39, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,3108,0,40, United-States, <=50K
69, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
37, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,7298,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Peru, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,3558,0,40, United-States, <=50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2217,44, Canada, >50K
32, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,2280,40,, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
76, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,969,0,40, United-States, <=50K
60, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, Laos, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,1499,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3098,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,30, Italy, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
53, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Dominican-Republic, <=50K
32, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,70, Iran, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, United-States, >50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Taiwan, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Haiti, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
40, Private, Masters, Never-married, Transport-moving, Own-child, White, Male,4828,0,50, Philippines, <=50K
41, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
39, Private, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,36, Peru, <=50K
67, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, Canada, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, >50K
56, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,50, South, >50K
26, Private, Assoc-acdm, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Female,0,0,38, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Divorced, Protective-serv, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,7, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
28, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
51, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
57, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Thailand, <=50K
62, Private, Some-college, Widowed, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-spouse-absent, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
73, Private, Bachelors, Widowed, Other-service, Unmarried, Other, Female,0,0,40, Canada, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, China, <=50K
39, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Poland, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Portugal, >50K
21, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,50, Peru, <=50K
53, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,20, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
46, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, Hong, <=50K
60, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Yugoslavia, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
24, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, Ireland, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3014,0,50, United-States, >50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,99, United-States, <=50K
34, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Greece, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,35, India, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,15024,0,4, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,32, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,80, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Philippines, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, Vietnam, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,91, Iran, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,5, Hungary, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Greece, >50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,12391,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,40, Ireland, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, El-Salvador, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Laos, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hong, <=50K
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
61, Private, Prof-school, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Other-service, Other-relative, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Hong, <=50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
67, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
29, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,7393,0,40, England, >50K
40, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1977,60, United-States, >50K
21, Private, Prof-school, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, Philippines, <=50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
54, Private, Masters, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,13462,0,40, United-States, <=50K
50, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Cambodia, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,75, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,38, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, >50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,7246,0,35, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1889,45, Trinadad&Tobago, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Ireland, <=50K
22, State-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,8, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
19, State-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,50, Honduras, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2394,50, Ireland, >50K
29, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
65, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
36, Local-gov, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, 11th, Divorced, Exec-managerial, Other-relative, Black, Female,0,0,40, Hungary, >50K
27, Local-gov, Bachelors, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
