25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, Japan, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Portugal, <=50K
30, Private, Some-college, Never-married, Other-service, Wife, Other, Male,0,0,40, India, <=50K
43, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
37, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,3307,0,40, Vietnam, <=50K
30, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,98, Dominican-Republic, <=50K
54, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Hong, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,45, Portugal, >50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Germany, >50K
47, Private, Bachelors, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Some-college, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,51, Ecuador, <=50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, England, >50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, South, <=50K
36, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0,0,48, Mexico, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,54, Mexico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Columbia, <=50K
31, Local-gov, Bachelors, Never-married, Sales, Wife, Other, Male,0,0,40, Cuba, >50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
41, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
39, Local-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
45, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, >50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Guatemala, >50K
43, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, Black, Female,4758,0,40, Germany, <=50K
54, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,33, Ecuador, >50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,38, Puerto-Rico, >50K
43, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
33, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,20, Trinadad&Tobago, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,40, South, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Honduras, >50K
46, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
51, Federal-gov, 7th-8th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Peru, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,65, Yugoslavia, >50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, Iran, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, <=50K
39, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,45, China, >50K
62, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, India, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Poland, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
39, Private, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, <=50K
20, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, Portugal, <=50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,6613,0,40, Cuba, >50K
50, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,50, Nicaragua, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,54, Mexico, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Peru, >50K
53, Private, Some-college, Separated, Protective-serv, Husband, Black, Male,0,0,65, Japan, <=50K
21, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Iran, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, England, <=50K
21, Local-gov, HS-grad, Separated, Machine-op-inspct, Own-child, Other, Male,0,0,40, Ireland, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, South, <=50K
44, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, Scotland, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Nicaragua, >50K
58, Federal-gov, Some-college, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Canada, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,200,0,30, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, >50K
23, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Columbia, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Mexico, <=50K
37, Local-gov, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,60, Germany, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,30, England, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1977,40, Outlying-US(Guam-USVI-etc), >50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
18, Private, 11th, Married-spouse-absent, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Columbia, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,54, Portugal, <=50K
18, Private, 9th, Never-married, Other-service, Own-child, Black, Male,0,0,12, Philippines, <=50K
36, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,1977,40, Philippines, <=50K
70, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,29, Peru, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
42, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,87, Hungary, <=50K
23, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Thailand, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, France, <=50K
39, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Haiti, <=50K
48, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,72, Puerto-Rico, <=50K
40, Private, Assoc-acdm, Separated, Protective-serv, Other-relative, Other, Male,0,0,40, Jamaica, <=50K
60, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,45, Puerto-Rico, <=50K
53, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Black, Male,0,0,15, El-Salvador, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3829,0,45, Cambodia, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Cuba, <=50K
54, Private, Some-college, Widowed, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
62, Private, HS-grad, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, Iran, <=50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3325,0,16, Hong, >50K
28, Self-emp-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, England, <=50K
61, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, England, <=50K
29, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,3434,0,45, Jamaica, >50K
30, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Dominican-Republic, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
38, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
48, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
66, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, Yugoslavia, <=50K
70, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,3, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, Masters, Never-married, Tech-support, Not-in-family, White, Male,4411,0,40, Germany, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, Italy, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,60, Japan, >50K
31, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Columbia, <=50K
18, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
22, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,2175,0,40, Japan, <=50K
69, Local-gov, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,54, China, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, India, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Greece, <=50K
22, Private, 11th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,20, Ireland, <=50K
56, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, >50K
24, Private, 5th-6th, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
39, Local-gov, Prof-school, Separated, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
55, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Laos, <=50K
61, Private, Assoc-voc, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,1902,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Ecuador, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Mexico, <=50K
48, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,84, Ireland, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2347,45, India, >50K
37, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Cuba, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Cambodia, <=50K
42, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
23, Private, 11th, Never-married, Craft-repair, Other-relative, Other, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Cuba, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, Vietnam, >50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Ireland, >50K
37, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cambodia, <=50K
34, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,54, Italy, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,84, Germany, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,49, Japan, <=50K
63, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,12, Hungary, <=50K
55, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Poland, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Canada, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Hong, <=50K
34, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
30, Local-gov, HS-grad, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,60, Ecuador, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,50, India, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, Nicaragua, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,45, Taiwan, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,3084,0,39, China, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Jamaica, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Mexico, <=50K
65, Private, Doctorate, Widowed, Handlers-cleaners, Not-in-family, Other, Female,0,0,20, Iran, <=50K
37, Private, 11th, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
25, Private, 12th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
60, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
19, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,1902,45, Taiwan, >50K
33, Private, 11th, Married-civ-spouse, Sales, Husband, Other, Male,7060,0,40, Thailand, >50K
27, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Dominican-Republic, >50K
70, Private, 7th-8th, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7687,0,60, Hong, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Columbia, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ecuador, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Portugal, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,45, Vietnam, <=50K
75, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Taiwan, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,35, Nicaragua, <=50K
33, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,65, Poland, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Germany, <=50K
30, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, Taiwan, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Greece, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Iran, >50K
43, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
35, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Male,0,0,40, South, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Germany, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, Haiti, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, Jamaica, >50K
30, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, France, <=50K
53, State-gov, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,48, Ecuador, <=50K
39, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
42, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Yugoslavia, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, India, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Vietnam, <=50K
22, Local-gov, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Scotland, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,80, Germany, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Guatemala, <=50K
27, Self-emp-inc, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Vietnam, >50K
31, Private, Some-college, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,4564,0,45, China, >50K
19, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Male,2822,0,30, Greece, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Scotland, <=50K
21, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, Germany, <=50K
34, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Japan, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,70, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,6065,0,47, Philippines, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, <=50K
47, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, Taiwan, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, Hungary, <=50K
40, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,44, Honduras, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
59, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,2205,0,40, Germany, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
