67, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,35, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,60, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,54, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,50, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Canada, <=50K
76, Private, 1st-4th, Divorced, Adm-clerical, Husband, White, Male,0,0,30, Philippines, <=50K
59, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,1977,42, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,60, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,99999,0,60, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,34, Vietnam, <=50K
43, State-gov, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
63, Federal-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
58, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,36, United-States, <=50K
36, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
64, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,36, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1812,0,60, United-States, >50K
27, Private, Bachelors, Separated, Handlers-cleaners, Unmarried, Black, Male,0,0,65, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 11th, Never-married, Exec-managerial, Husband, Black, Female,0,0,36, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,3103,0,40, United-States, >50K
28, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,50, United-States, <=50K
20, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Other-relative, Black, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
59, Private, HS-grad, Never-married, Sales, Husband, White, Male,8366,0,60, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,15, United-States, <=50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
33, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,36, United-States, <=50K
53, Federal-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,25, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, India, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,449,0,50, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
37, State-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Federal-gov, Some-college, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
22, Without-pay, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,3103,0,45, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
29, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,45, Germany, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,27, Canada, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,50, United-States, <=50K
63, Local-gov, 7th-8th, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,20, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, >50K
44, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,42, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
19, Private, Bachelors, Separated, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
55, Self-emp-not-inc, Preschool, Divorced, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
35, Local-gov, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,20, United-States, <=50K
56, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, Cambodia, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7621,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
60, Federal-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, >50K
39, Private, Masters, Separated, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, >50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,50, Columbia, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,35, United-States, >50K
49, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
51, Local-gov, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,0,12, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
52, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Jamaica, >50K
30, Local-gov, 10th, Never-married, Tech-support, Unmarried, White, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Female,0,1902,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,60, United-States, >50K
46, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,45, United-States, >50K
66, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,15024,0,40, United-States, >50K
53, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,32, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,4386,0,40, United-States, <=50K
39, State-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,48, United-States, <=50K
20, Private, Masters, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,2672,0,40, United-States, >50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
31, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Male,0,1902,34, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
64, Local-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,2584,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Mexico, <=50K
74, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,8, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,6767,0,50, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,54, Mexico, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,4386,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Protective-serv, Unmarried, White, Male,0,0,25, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,20, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
24, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
68, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,1587,0,40, Canada, >50K
61, Self-emp-inc, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,20, Japan, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,1091,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3103,0,70, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Divorced, Other-service, Not-in-family, White, Male,15024,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
61, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,38, United-States, >50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
42, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,3959,0,30, United-States, <=50K
25, State-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Female,2174,0,32, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
38, Self-emp-inc, 9th, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,54, United-States, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
42, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,4, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Husband, White, Male,0,0,41, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,30, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Other-relative, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,45, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
54, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, >50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, 5th-6th, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
56, Self-emp-inc, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,4004,0,45, United-States, >50K
36, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
76, State-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
36, State-gov, Prof-school, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7298,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,54, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Prof-school, Separated, Exec-managerial, Husband, White, Female,7298,0,50, United-States, <=50K
37, State-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7403,0,45, United-States, <=50K
47, Private, 11th, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
36, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,1902,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
65, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
