51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,29, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
53, Private, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,4061,0,40, Haiti, <=50K
24, State-gov, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,33, Vietnam, <=50K
32, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,3696,0,54, Thailand, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Peru, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,35, Canada, <=50K
71, Private, 7th-8th, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Columbia, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Germany, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,35, Portugal, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, Mexico, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, Portugal, <=50K
54, Private, 10th, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,50, Puerto-Rico, >50K
30, Private, 9th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,45, Taiwan, <=50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,2252,84, England, >50K
40, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,4148,0,40, Cuba, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Cuba, <=50K
70, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,35, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Hong, <=50K
43, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
86, State-gov, Masters, Widowed, Adm-clerical, Husband, Other, Female,0,0,15, Philippines, <=50K
36, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Haiti, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, South, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Thailand, <=50K
41, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
32, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Dominican-Republic, >50K
45, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
30, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Ireland, <=50K
24, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Cuba, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
24, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, England, <=50K
33, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,6, Thailand, <=50K
52, Private, Bachelors, Never-married, Exec-managerial, Wife, Other, Male,0,0,40, Scotland, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1844,55, Japan, >50K
75, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,29, Scotland, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,45, Cuba, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,36, Greece, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, Laos, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
37, Private, HS-grad, Separated, Transport-moving, Not-in-family, Other, Female,0,0,50, Japan, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, South, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,29, Portugal, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Germany, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Japan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Thailand, <=50K
53, Federal-gov, HS-grad, Divorced, Protective-serv, Unmarried, Black, Female,0,0,35, France, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,54, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Holand-Netherlands, <=50K
23, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Jamaica, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Puerto-Rico, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
36, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Jamaica, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,29, Laos, <=50K
30, Private, Masters, Married-spouse-absent, Sales, Not-in-family, Black, Female,5178,0,50, Hong, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Wife, Other, Female,0,0,40, Thailand, <=50K
50, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Iran, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
41, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, Other, Male,0,1977,45, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1979,40, Yugoslavia, <=50K
57, Private, Masters, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
65, State-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ireland, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, Honduras, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,65, Holand-Netherlands, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hungary, <=50K
31, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,48, Jamaica, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Canada, >50K
72, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,10, Italy, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4247,0,40, Dominican-Republic, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
23, Private, 12th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
20, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,29, Japan, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Greece, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, Thailand, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, England, >50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,45, Yugoslavia, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,25, Portugal, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,44, Poland, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
33, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,1667,60, Peru, <=50K
34, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,75, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,45, Iran, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Vietnam, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
38, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,65, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,72, India, <=50K
18, Private, Some-college, Never-married, Tech-support, Wife, Black, Male,0,0,40, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Canada, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
32, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Philippines, <=50K
52, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Vietnam, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,20, England, <=50K
21, Private, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
25, Federal-gov, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,55, Philippines, <=50K
24, Private, 10th, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,29, Jamaica, <=50K
44, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
48, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cambodia, <=50K
26, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Japan, <=50K
50, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
64, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Peru, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Nicaragua, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,10, Trinadad&Tobago, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Laos, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,27, Scotland, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,54, El-Salvador, >50K
29, Private, Some-college, Widowed, Craft-repair, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Haiti, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, India, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Taiwan, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, >50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,20, Holand-Netherlands, <=50K
37, Private, 1st-4th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,32, Holand-Netherlands, <=50K
63, Self-emp-not-inc, Prof-school, Separated, Prof-specialty, Husband, Other, Male,0,0,54, Hong, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,2952,0,25, Germany, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,38, Yugoslavia, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, Philippines, >50K
44, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
61, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Japan, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Hungary, <=50K
43, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,80, France, >50K
42, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Iran, <=50K
90, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,2978,0,40, South, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Greece, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,2415,50, Mexico, <=50K
68, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Honduras, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, >50K
27, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
44, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
52, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Iran, >50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,54, Laos, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Vietnam, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,3069,0,60, Canada, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1887,45, Outlying-US(Guam-USVI-etc), <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,12, South, <=50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,57, Portugal, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
58, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,5178,0,40, Guatemala, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
79, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,4532,0,12, Cuba, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1902,40, Germany, >50K
59, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Jamaica, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,2, Greece, <=50K
21, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Taiwan, <=50K
65, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,25, Scotland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
55, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Black, Male,4531,0,40, Jamaica, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, South, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,49, South, >50K
39, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,15024,0,45, Vietnam, >50K
80, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,6, Taiwan, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, Cambodia, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,4056,0,40, Italy, <=50K
27, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Laos, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
50, Private, 7th-8th, Divorced, Tech-support, Not-in-family, Black, Male,0,0,35, Ecuador, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
58, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,50, South, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, China, >50K
49, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1517,54, United-States, <=50K
18, Self-emp-not-inc, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,28, India, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, South, >50K
65, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,15, Canada, <=50K
33, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,1614,20, Ecuador, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Philippines, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
55, Private, Masters, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,39, Haiti, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,50, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Hungary, <=50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cambodia, <=50K
27, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
63, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
61, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Germany, >50K
44, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,54, Nicaragua, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Guatemala, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, England, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Mexico, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, Scotland, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Canada, <=50K
33, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, Ecuador, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,50, Guatemala, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,32, Haiti, >50K
36, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, Ireland, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Italy, <=50K
26, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Trinadad&Tobago, <=50K
45, Local-gov, HS-grad, Separated, Sales, Husband, Black, Female,0,0,10, Yugoslavia, <=50K
49, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,60, Thailand, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1996,40, Vietnam, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
