47, State-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
49, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,54, Ireland, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1671,54, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
51, Private, 9th, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,12, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Ireland, <=50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,39, United-States, <=50K
49, Self-emp-not-inc, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
48, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Philippines, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,3, United-States, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,60, Laos, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Dominican-Republic, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,30, Haiti, >50K
28, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,2041,40, United-States, <=50K
71, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,38, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,16, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Yugoslavia, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,65, Canada, >50K
31, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,1848,40, Trinadad&Tobago, <=50K
22, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
44, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,48, United-States, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,1987,40, United-States, <=50K
61, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,30, Ireland, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,15024,0,40, Columbia, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,5178,0,50, Germany, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
21, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,15, United-States, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Male,0,0,60, United-States, <=50K
76, Private, Bachelors, Separated, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
45, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2018,40, United-States, <=50K
42, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Local-gov, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,2, United-States, <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Female,0,0,45, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Philippines, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,54, Japan, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1979,40, Cuba, <=50K
29, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,48, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3325,0,54, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
43, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Greece, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Other, Male,0,0,20, Ecuador, <=50K
49, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, Italy, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,80, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,3884,0,45, United-States, >50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,3271,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Assoc-voc, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hong, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
42, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, >50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
36, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Unmarried, Other, Female,0,0,20, United-States, <=50K
40, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1901,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
73, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,20, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,4, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, 11th, Never-married, Craft-repair, Other-relative, White, Male,0,0,50, Portugal, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,50, Hong, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, >50K
49, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,54, Haiti, >50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,5013,0,45, Ireland, >50K
68, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
25, State-gov, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Haiti, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,38, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
29, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,52, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
20, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,40, South, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,65, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, Japan, <=50K
23, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,54, Columbia, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,26320,0,45, Greece, <=50K
59, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, >50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
45, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7298,0,45, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,505,35, Canada, <=50K
36, Private, 5th-6th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
27, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,30, Hong, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Male,7687,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
60, Federal-gov, Bachelors, Divorced, Farming-fishing, Unmarried, White, Male,0,0,60, Canada, <=50K
46, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,45, Cambodia, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Hong, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Canada, >50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Canada, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84, United-States, <=50K
23, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Taiwan, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, >50K
18, State-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,12, Haiti, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Bachelors, Separated, Other-service, Unmarried, Black, Female,0,0,40, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5436,0,40, United-States, >50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
41, Local-gov, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,43, Cuba, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
32, Private, 9th, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, Jamaica, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2599,0,40, Cuba, <=50K
22, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Laos, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,25, Japan, <=50K
29, Private, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,40, Italy, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, White, Female,4386,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Ireland, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Portugal, <=50K
35, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,43, United-States, >50K
19, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, Cuba, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,70, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
21, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Other, Male,0,0,35, Cuba, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,44, United-States, <=50K
50, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, 9th, Divorced, Sales, Not-in-family, Other, Male,0,0,35, United-States, <=50K
38, Local-gov, 5th-6th, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Ireland, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,40, Cuba, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,2992,0,50, Hong, <=50K
44, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Other, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,21, England, <=50K
51, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
27, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Ecuador, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,52, Dominican-Republic, >50K
29, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
20, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, France, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, China, <=50K
