33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Honduras, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
47, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,46, Philippines, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
55, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,2394,50, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1719,40, Laos, >50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Hungary, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
37, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
27, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,15, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,32, Hong, <=50K
19, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Female,0,0,50, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, Iran, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,36, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
41, Local-gov, Masters, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,1615,40, United-States, <=50K
23, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,60, Dominican-Republic, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,245,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,10, Scotland, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, >50K
35, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
41, State-gov, Masters, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2935,0,52, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,60, South, <=50K
42, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Canada, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
36, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, India, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, Mexico, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Male,0,0,18, Trinadad&Tobago, >50K
18, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,12, Scotland, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hungary, >50K
61, Local-gov, Bachelors, Widowed, Craft-repair, Wife, White, Male,19972,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
32, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Iran, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,44, Vietnam, <=50K
41, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,3103,0,40, United-States, >50K
41, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, France, <=50K
24, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
51, State-gov, Some-college, Divorced, Sales, Wife, White, Female,0,0,54, United-States, <=50K
65, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, Germany, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
30, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, South, >50K
18, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,1828,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,4, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, South, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
37, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
65, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,24, Thailand, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,50, United-States, <=50K
59, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Tech-support, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,9879,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, Haiti, <=50K
66, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, England, >50K
48, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,14937,0,30, United-States, >50K
40, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
22, State-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,1887,25, Canada, <=50K
47, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, United-States, >50K
23, Local-gov, 9th, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1750,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Hungary, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,47, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
56, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Jamaica, >50K
27, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
38, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
56, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,48, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,45, Mexico, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,1977,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,647,0,40, United-States, <=50K
72, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,21002,0,60, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Portugal, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
35, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
60, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,25, Scotland, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Married-spouse-absent, Armed-Forces, Not-in-family, White, Male,0,0,54, Haiti, >50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,1129,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, China, <=50K
32, Private, Masters, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
31, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,45, United-States, >50K
49, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,63, United-States, >50K
35, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,41, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
34, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,42, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Thailand, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
32, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, Iran, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,89, United-States, >50K
46, Local-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, El-Salvador, >50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Portugal, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Canada, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
48, State-gov, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,16, Italy, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,15, United-States, <=50K
17, Local-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Japan, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,2767,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,4157,0,60, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, France, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1849,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
51, State-gov, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
20, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
30, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Wife, White, Female,0,0,20, Guatemala, <=50K
52, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2839,0,70, Mexico, >50K
37, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
32, Private, 9th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
51, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Portugal, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Peru, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, White, Male,15024,0,45, United-States, >50K
17, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, Other, Male,0,0,8, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, Cambodia, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,62, United-States, >50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,842,0,44, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,24, Thailand, <=50K
41, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,15, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,14, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1878,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1749,45, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,99, Guatemala, <=50K
36, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
57, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
38, Private, Assoc-voc, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,2267,45, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,14083,0,45, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,70, Hungary, >50K
18, State-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,10, Vietnam, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,66, United-States, <=50K
24, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
