49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,1966,45, United-States, >50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,37, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, >50K
18, Private, 11th, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
40, Local-gov, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
40, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
39, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Doctorate, Never-married, Craft-repair, Wife, White, Female,3859,0,25, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,22, United-States, <=50K
58, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, 9th, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, 5th-6th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Cambodia, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1945,54, United-States, >50K
51, State-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,36, Philippines, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,3325,0,38, United-States, <=50K
22, Private, 10th, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, Philippines, <=50K
39, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,4687,0,50, United-States, >50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, <=50K
46, Private, Some-college, Separated, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Separated, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
52, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,4540,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,5178,0,60, United-States, >50K
22, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
62, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,20, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Sales, Wife, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,38, United-States, <=50K
44, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
67, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,10, United-States, <=50K
58, Federal-gov, 10th, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
52, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, 11th, Married-spouse-absent, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
66, Private, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,0,1977,60, United-States, <=50K
42, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,3103,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,37, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,80, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,23752,0,40, United-States, >50K
58, Private, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, State-gov, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,38, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, Masters, Separated, Exec-managerial, Own-child, Black, Male,0,0,21, El-Salvador, <=50K
45, State-gov, Bachelors, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
33, Private, HS-grad, Separated, Other-service, Wife, White, Female,0,0,20, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7669,0,54, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, United-States, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,37, United-States, <=50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,24, United-States, <=50K
90, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,1977,54, United-States, >50K
54, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,36, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,2731,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Divorced, Other-service, Wife, White, Female,99999,0,50, United-States, >50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, State-gov, Masters, Divorced, Other-service, Not-in-family, Other, Female,0,0,45, Canada, <=50K
39, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6510,0,40, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Iran, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Canada, <=50K
59, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
41, Federal-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, State-gov, Masters, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
61, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States, <=50K
62, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,1733,40, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
37, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,38, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
70, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
20, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,3500,0,38, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
36, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,50, Peru, <=50K
52, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1948,40, United-States, >50K
58, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
34, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
60, State-gov, Masters, Separated, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
62, Self-emp-not-inc, Some-college, Widowed, Protective-serv, Wife, White, Female,0,0,36, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
32, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,36, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K
46, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Wife, White, Female,4386,0,38, United-States, <=50K
46, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,5712,0,40, United-States, >50K
24, Private, Prof-school, Never-married, Exec-managerial, Unmarried, White, Female,0,1869,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
76, Self-emp-not-inc, Some-college, Widowed, Sales, Husband, White, Male,0,0,50, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
59, Private, Some-college, Separated, Prof-specialty, Wife, White, Male,0,0,48, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, State-gov, Assoc-acdm, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,37, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Married-spouse-absent, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
61, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,49, United-States, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
21, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
27, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,20, Columbia, <=50K
37, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
31, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,47, United-States, <=50K
25, Private, Some-college, Divorced, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,65, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K
35, Federal-gov, 11th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K
43, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, Germany, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
