27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,13655,0,50, Dominican-Republic, >50K
43, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,60, Columbia, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Cuba, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,35, Japan, >50K
53, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Other, Female,0,0,40, Thailand, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,30, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Portugal, <=50K
35, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,60, Trinadad&Tobago, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, England, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
23, Private, Doctorate, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
54, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,54, Hungary, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,98, Vietnam, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
36, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Greece, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Columbia, <=50K
31, Private, 11th, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
28, Self-emp-inc, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,60, Hungary, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, France, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Canada, >50K
43, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, >50K
38, Private, Bachelors, Widowed, Machine-op-inspct, Other-relative, Other, Male,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,54, Greece, <=50K
65, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,25, Haiti, <=50K
34, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,4580,0,50, El-Salvador, >50K
21, Private, 10th, Never-married, Craft-repair, Husband, Other, Male,0,0,45, Poland, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
23, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Wife, Other, Male,6105,0,45, Thailand, <=50K
52, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,60, Guatemala, >50K
35, Private, 11th, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Thailand, <=50K
33, Federal-gov, 9th, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,12, India, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Italy, <=50K
60, Federal-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, China, <=50K
44, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, China, <=50K
19, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Portugal, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,3, Dominican-Republic, <=50K
25, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Laos, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
55, State-gov, 10th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,10, Honduras, <=50K
17, Local-gov, 10th, Never-married, Other-service, Own-child, White, Female,0,0,16, El-Salvador, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Italy, >50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,45, China, <=50K
52, Private, Masters, Divorced, Protective-serv, Husband, Other, Male,0,0,60, Cuba, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,30, Yugoslavia, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, South, <=50K
31, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Other, Male,4060,0,50, Greece, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,69, Honduras, <=50K
58, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, India, >50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, Greece, <=50K
25, Private, 10th, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,45, India, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,35, Peru, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Taiwan, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,5178,0,50, Japan, <=50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,25, Puerto-Rico, <=50K
45, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
31, Private, Masters, Widowed, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Nicaragua, <=50K
32, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,60, Japan, <=50K
59, Private, Some-college, Divorced, Tech-support, Husband, Black, Female,0,0,20, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Canada, >50K
23, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,30, Thailand, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,40, India, >50K
46, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,3294,0,35, Guatemala, >50K
21, Private, 12th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, England, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Male,0,0,50, Yugoslavia, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
50, Federal-gov, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,50, Haiti, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Philippines, <=50K
51, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Guatemala, >50K
45, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, Japan, <=50K
30, State-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,30, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,32, France, <=50K
19, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,16, Trinadad&Tobago, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Japan, >50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Yugoslavia, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,65, Vietnam, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, India, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1969,40, Japan, <=50K
48, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Peru, >50K
47, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, <=50K
29, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cambodia, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Jamaica, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Guatemala, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, Mexico, <=50K
35, Federal-gov, Some-college, Divorced, Exec-managerial, Own-child, Black, Female,0,0,40, Cuba, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Cambodia, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,50, Hong, <=50K
69, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Other, Male,0,1902,32, Iran, >50K
22, Private, Masters, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Greece, <=50K
64, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
61, Self-emp-inc, HS-grad, Widowed, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
27, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Male,0,1887,40, Taiwan, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,15, Taiwan, <=50K
35, Private, 12th, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, Taiwan, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,40, Portugal, >50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,55, Mexico, >50K
25, Private, Assoc-acdm, Divorced, Other-service, Own-child, White, Female,0,0,20, Japan, <=50K
64, Private, HS-grad, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, <=50K
19, Private, Masters, Never-married, Prof-specialty, Own-child, Other, Female,0,0,25, Italy, <=50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1977,50, Cambodia, >50K
39, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,1977,50, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Guatemala, <=50K
28, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Thailand, <=50K
51, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Haiti, >50K
51, State-gov, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Nicaragua, <=50K
26, Federal-gov, 12th, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,3, Nicaragua, <=50K
50, Private, HS-grad, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,30, Laos, <=50K
44, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
44, Private, Masters, Widowed, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
51, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,45, England, >50K
38, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,35, Japan, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Ireland, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Ireland, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,0,0,35, Thailand, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Greece, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,1892,45, Italy, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
28, Private, 5th-6th, Divorced, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Hong, >50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
48, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Vietnam, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
17, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,25, China, <=50K
23, Private, 7th-8th, Married-spouse-absent, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
38, Private, 10th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,10, China, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,2438,0,47, Philippines, <=50K
35, Private, Masters, Divorced, Craft-repair, Husband, White, Female,0,0,60, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, Hong, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
36, Private, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, Bachelors, Separated, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, Philippines, <=50K
77, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
68, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
34, Self-emp-not-inc, 5th-6th, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,35, Ecuador, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,35, Germany, <=50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1973,40, Peru, <=50K
39, Private, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,35, Scotland, <=50K
28, Private, Prof-school, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Portugal, >50K
25, Local-gov, 11th, Separated, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, Yugoslavia, <=50K
28, Local-gov, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, China, <=50K
42, Private, Prof-school, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Japan, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
42, Local-gov, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,49, Yugoslavia, <=50K
42, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,45, South, >50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,35, Trinadad&Tobago, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
29, Private, Masters, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,48, South, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
50, Private, Some-college, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, Puerto-Rico, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,4838,0,40, Cuba, >50K
47, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,13283,0,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
25, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,40, India, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,7298,0,40, Japan, >50K
21, State-gov, 1st-4th, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,45, Poland, <=50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,53, India, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,48, Laos, <=50K
68, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
24, Private, 7th-8th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Honduras, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,35, Trinadad&Tobago, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Scotland, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, Other, Male,7298,0,60, Puerto-Rico, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, France, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
63, Private, 9th, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,15, Trinadad&Tobago, <=50K
52, Private, HS-grad, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, >50K
38, Private, Doctorate, Divorced, Priv-house-serv, Not-in-family, Other, Female,0,0,34, Thailand, <=50K
64, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
42, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Scotland, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,10, Iran, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,10, Portugal, <=50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Italy, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Peru, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,36, Hong, <=50K
53, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Male,0,0,50, China, >50K
30, Private, 7th-8th, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, China, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, France, <=50K
55, Private, 5th-6th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
38, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, England, <=50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
22, Local-gov, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,45, South, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, Haiti, >50K
24, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,70, China, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Female,8614,0,40, South, >50K
38, Private, Assoc-acdm, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Black, Male,14083,0,45, Laos, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1977,45, Poland, >50K
58, Local-gov, HS-grad, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
44, Federal-gov, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,38, Haiti, <=50K
62, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,7448,0,40, Dominican-Republic, >50K
45, Private, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Yugoslavia, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Hong, <=50K
49, Private, Assoc-voc, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, >50K
43, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,1902,45, Jamaica, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Germany, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Columbia, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
60, Self-emp-inc, Some-college, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
