61, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
18, Private, 10th, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, >50K
33, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,4386,0,35, Columbia, <=50K
60, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, Dominican-Republic, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, Ecuador, >50K
43, Self-emp-not-inc, Masters, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Vietnam, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,65, Japan, <=50K
25, Private, 10th, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
28, Private, 9th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Guatemala, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, El-Salvador, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, Italy, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,75, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,42, Thailand, <=50K
30, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,73, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,60, France, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,75, Iran, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
49, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
73, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,15, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, China, <=50K
51, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,25, Japan, >50K
47, Local-gov, 11th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1560,40, Scotland, <=50K
47, State-gov, Assoc-voc, Divorced, Prof-specialty, Wife, Black, Male,0,0,50, South, <=50K
32, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, Honduras, >50K
51, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, Laos, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,48, Outlying-US(Guam-USVI-etc), >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, England, >50K
17, Private, 10th, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, Poland, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Canada, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Columbia, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, South, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1896,60, Peru, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,1855,40, Hong, >50K
54, Private, Assoc-acdm, Divorced, Transport-moving, Unmarried, Other, Female,0,0,45, Portugal, <=50K
18, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,20, South, <=50K
49, Private, 9th, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, South, <=50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, El-Salvador, >50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3466,0,40, Honduras, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Cambodia, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Scotland, <=50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1985,40, Thailand, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Taiwan, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,54, Cuba, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,20, Laos, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,1847,40, Greece, >50K
45, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,37, Cambodia, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Japan, >50K
38, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
44, Private, Masters, Divorced, Craft-repair, Wife, Black, Female,0,0,38, Mexico, <=50K
43, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
39, Private, Some-college, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Taiwan, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
45, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, England, <=50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
35, Private, Masters, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,12, Dominican-Republic, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Vietnam, >50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
32, Private, HS-grad, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
58, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Greece, <=50K
37, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Male,0,2415,45, Nicaragua, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Columbia, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, France, <=50K
74, Private, 9th, Never-married, Priv-house-serv, Wife, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
44, Private, 11th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,60, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,99999,0,70, Scotland, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,30, Honduras, <=50K
22, Private, 5th-6th, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Portugal, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,42, Trinadad&Tobago, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,42, Laos, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Honduras, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,60, Trinadad&Tobago, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Thailand, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,60, Cambodia, >50K
48, Private, 10th, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
48, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Ireland, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,54, Iran, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, <=50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,11, Philippines, <=50K
37, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,38, Guatemala, <=50K
28, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, England, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1859,50, Hungary, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
65, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,15, Trinadad&Tobago, <=50K
65, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Vietnam, <=50K
61, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,45, Columbia, >50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
25, Local-gov, Bachelors, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
56, Private, 7th-8th, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,15, Dominican-Republic, <=50K
32, Federal-gov, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, England, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Portugal, <=50K
30, Private, 9th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Taiwan, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
33, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
34, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Ecuador, >50K
40, Private, Assoc-acdm, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Hungary, <=50K
42, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, Vietnam, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Germany, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
45, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,15024,0,45, El-Salvador, >50K
51, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Italy, <=50K
54, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
73, Private, Some-college, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,8, Ireland, <=50K
26, Local-gov, Masters, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Cambodia, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
53, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
52, Private, Masters, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, Japan, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hungary, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Greece, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, Peru, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, Taiwan, <=50K
42, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,40, Hungary, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, Philippines, <=50K
24, Private, Bachelors, Divorced, Sales, Unmarried, Black, Female,0,0,46, Vietnam, <=50K
42, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,50, Haiti, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, England, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,15024,0,45, Iran, >50K
26, Private, 10th, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
45, State-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, Ireland, <=50K
40, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,1887,20, Trinadad&Tobago, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, South, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
37, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,60, Laos, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,50, Columbia, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Columbia, <=50K
71, Self-emp-not-inc, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,0,0,12, Columbia, <=50K
25, State-gov, HS-grad, Never-married, Farming-fishing, Wife, Other, Male,0,0,45, Philippines, <=50K
41, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Germany, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,20, India, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,45, France, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,35, England, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Ireland, <=50K
39, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,50, England, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
29, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, >50K
31, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Trinadad&Tobago, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Canada, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4386,0,40, United-States, >50K
32, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Greece, <=50K
51, Private, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,54, South, <=50K
47, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, >50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,86, Yugoslavia, <=50K
46, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
25, Private, 7th-8th, Never-married, Tech-support, Not-in-family, Other, Male,0,0,35, Poland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Cuba, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Peru, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Portugal, >50K
40, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,35, Ireland, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Hungary, >50K
29, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Female,0,0,20, Japan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cambodia, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Scotland, >50K
64, Private, Some-college, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
57, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,2255,43, Italy, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,42, Vietnam, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,12, Japan, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
48, Self-emp-not-inc, Masters, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Taiwan, <=50K
54, Private, 9th, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Cambodia, <=50K
29, Private, Assoc-voc, Divorced, Other-service, Own-child, Other, Female,0,0,54, Japan, <=50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Hong, >50K
20, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,20, Nicaragua, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Japan, <=50K
33, State-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, France, >50K
47, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
45, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
35, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
66, Private, 7th-8th, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, Honduras, >50K
50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
