35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, France, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
69, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Iran, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,35, United-States, >50K
33, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,8414,0,40, United-States, >50K
85, Local-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
36, State-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,1977,35, Dominican-Republic, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
45, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,10, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, Laos, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Greece, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Ecuador, <=50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,45, Cambodia, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, Philippines, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,32, United-States, <=50K
45, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,4661,0,40, Dominican-Republic, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Doctorate, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
28, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,60, United-States, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,1754,50, Guatemala, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Iran, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,38, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
29, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,30, South, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,13, United-States, <=50K
50, Federal-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,55, Japan, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, El-Salvador, >50K
47, Self-emp-inc, 9th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
70, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Greece, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Sales, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
43, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,37, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, India, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Trinadad&Tobago, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
41, Private, 12th, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,15, Puerto-Rico, <=50K
64, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,1848,40, United-States, <=50K
37, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, Mexico, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Preschool, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1977,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,4926,0,40, United-States, <=50K
61, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
68, Private, 9th, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,31, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Assoc-voc, Separated, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,43, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Portugal, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1663,50, United-States, <=50K
58, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Laos, >50K
28, Private, HS-grad, Never-married, Priv-house-serv, Own-child, White, Male,0,0,30, United-States, <=50K
20, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Female,81490,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,37, Honduras, <=50K
42, State-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,38, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,10, United-States, <=50K
28, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,16, Peru, <=50K
45, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Hong, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,2174,0,35, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1849,45, Scotland, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1492,42, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Hungary, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, United-States, >50K
22, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
49, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, <=50K
39, Federal-gov, HS-grad, Widowed, Exec-managerial, Wife, Asian-Pac-Islander, Male,3920,0,25, Scotland, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1902,40, Puerto-Rico, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,4055,0,30, United-States, <=50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,1798,0,20, United-States, <=50K
42, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Female,7298,0,50, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
41, Private, 12th, Divorced, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, Canada, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,10, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
36, Private, Some-college, Never-married, Protective-serv, Wife, White, Female,0,0,40, Germany, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Holand-Netherlands, <=50K
82, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, Cambodia, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Female,13202,0,40, United-States, <=50K
47, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
24, Private, Assoc-voc, Never-married, Protective-serv, Other-relative, White, Female,0,0,40, Jamaica, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Guatemala, <=50K
40, Private, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Wife, Black, Male,4398,0,35, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,38, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,1565,40, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
33, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
18, Private, 12th, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
28, Self-emp-inc, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,8, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, United-States, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
35, Federal-gov, 5th-6th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
67, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Wife, White, Male,0,0,35, Philippines, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
68, Private, Bachelors, Widowed, Protective-serv, Husband, White, Male,15592,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
58, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, Jamaica, <=50K
19, Self-emp-inc, Some-college, Never-married, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, South, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,26, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,50, United-States, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,24, England, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Poland, <=50K
33, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, China, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1976,45, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,7298,0,40, Greece, >50K
25, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,44, Cambodia, <=50K
67, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, Canada, >50K
34, Private, Prof-school, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,40, Scotland, <=50K
32, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,15024,0,54, United-States, >50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, Dominican-Republic, <=50K
32, Private, Bachelors, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,1977,30, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,1664,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Philippines, <=50K
42, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
19, Private, 12th, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,54, Iran, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, Cuba, <=50K
67, Private, HS-grad, Widowed, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,16, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,36, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,2192,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, United-States, >50K
33, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
56, Self-emp-not-inc, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
21, Without-pay, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Portugal, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
69, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Female,2038,0,40, United-States, <=50K
41, Private, 12th, Married-civ-spouse, Adm-clerical, Wife, White, Female,3217,0,40, Iran, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,7, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
