67, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
29, Private, Prof-school, Never-married, Craft-repair, Other-relative, White, Female,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Tech-support, Other-relative, White, Female,0,0,30, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1880,50, China, >50K
21, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3386,0,50, Cambodia, >50K
35, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,30, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, >50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,2520,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,70, Dominican-Republic, <=50K
46, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, Black, Male,0,0,40, Italy, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,54, United-States, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Cambodia, >50K
44, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,54, Scotland, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, China, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Dominican-Republic, >50K
35, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Italy, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Holand-Netherlands, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
29, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,1592,50, United-States, <=50K
49, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1977,40, Puerto-Rico, >50K
34, Local-gov, Preschool, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Scotland, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,75, Haiti, >50K
58, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Jamaica, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
62, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,1848,50, China, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
31, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,3367,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Honduras, <=50K
29, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
72, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Greece, <=50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ecuador, >50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Dominican-Republic, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, Guatemala, <=50K
36, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
41, State-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1874,40, Mexico, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,50, Columbia, >50K
27, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,38, Dominican-Republic, <=50K
53, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,40, El-Salvador, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Some-college, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,4433,0,45, Philippines, >50K
45, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,4411,0,70, Guatemala, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, Cuba, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,2586,0,40, United-States, >50K
35, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,60, Jamaica, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, Mexico, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, >50K
78, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
40, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,3980,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Japan, <=50K
40, Private, 11th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Canada, <=50K
41, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, India, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
37, Self-emp-inc, 9th, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,35, Canada, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,98, United-States, <=50K
65, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,8614,0,40, United-States, >50K
25, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Married-spouse-absent, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Vietnam, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Honduras, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,15, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,25, Canada, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
35, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,15024,0,45, United-States, >50K
45, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,77, Guatemala, <=50K
19, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Female,0,0,15, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,8, Yugoslavia, <=50K
45, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,1848,40, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,14167,0,55, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,27, United-States, <=50K
47, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, El-Salvador, >50K
43, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Portugal, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
63, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, England, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
75, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
63, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,15, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, Italy, <=50K
39, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Japan, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
53, Private, Prof-school, Separated, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
34, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
63, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2328,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,65, United-States, >50K
45, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,65, Mexico, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,3103,0,40, Haiti, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
42, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,10, El-Salvador, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
37, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Cuba, >50K
47, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,4067,0,40, United-States, >50K
65, Private, Bachelors, Separated, Other-service, Husband, White, Female,0,0,8, United-States, <=50K
37, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
44, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,5178,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
37, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
30, Private, 9th, Separated, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
65, Local-gov, HS-grad, Separated, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
38, State-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
44, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,22450,0,36, United-States, >50K
54, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,98, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, Cambodia, >50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
18, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ecuador, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Mexico, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
18, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,20, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Puerto-Rico, >50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
25, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,3295,0,40, United-States, <=50K
61, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
58, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
53, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1911,50, United-States, >50K
24, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1876,40, United-States, >50K
25, Self-emp-not-inc, Doctorate, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Germany, <=50K
22, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,30, Hong, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
18, Self-emp-not-inc, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Hungary, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,3111,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, >50K
55, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,3490,0,40, Guatemala, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
62, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,10361,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Jamaica, <=50K
36, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1741,40, United-States, <=50K
47, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Greece, >50K
56, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
