25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
35, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Haiti, <=50K
22, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
34, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,25, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,40, Mexico, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
31, Private, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,4369,0,37, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, China, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
66, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Philippines, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,1902,40, United-States, >50K
42, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1708,3, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Scotland, >50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
22, Local-gov, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,10, United-States, <=50K
27, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Ireland, >50K
42, Self-emp-not-inc, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,48, United-States, >50K
35, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
51, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Peru, <=50K
44, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,2701,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,48, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,8, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Iran, <=50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Ireland, <=50K
24, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Divorced, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
56, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,48, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, State-gov, 10th, Never-married, Craft-repair, Own-child, White, Male,0,1887,24, United-States, <=50K
41, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,1028,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,65, Trinadad&Tobago, >50K
26, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Canada, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, China, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,50, Japan, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,35, Greece, >50K
30, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Vietnam, <=50K
65, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
75, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,16, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, >50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,48, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,15024,0,40, Mexico, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,50, United-States, >50K
43, Federal-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
37, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,50, Scotland, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, Jamaica, <=50K
59, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,1964,45, United-States, >50K
23, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
27, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Female,0,1740,40, United-States, <=50K
56, Private, Masters, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4872,0,40, United-States, >50K
43, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,50, Japan, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, >50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,2183,0,40, United-States, <=50K
22, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,4386,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,1379,0,20, United-States, <=50K
37, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1883,45, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,1024,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,3112,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Jamaica, >50K
26, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Canada, >50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
24, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,43, United-States, <=50K
19, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1927,40, United-States, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
69, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,54, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
38, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, >50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
26, Private, Bachelors, Divorced, Craft-repair, Own-child, Black, Female,0,0,44, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Laos, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,30, Vietnam, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,7002,0,45, United-States, >50K
25, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,6671,0,50, Vietnam, <=50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
45, Private, Bachelors, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,7687,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,2973,0,40, Ireland, <=50K
32, Self-emp-inc, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Mexico, >50K
33, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,4, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-spouse-absent, Tech-support, Wife, White, Female,0,1902,40, United-States, >50K
45, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,54, El-Salvador, <=50K
22, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,38, England, <=50K
58, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, Trinadad&Tobago, <=50K
29, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, Jamaica, <=50K
40, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, <=50K
60, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Separated, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,635,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,56, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Cambodia, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Separated, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, France, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
32, Local-gov, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,44, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
80, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1889,40, United-States, >50K
