21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, Hong, <=50K
25, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,60, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Philippines, <=50K
29, Private, Bachelors, Never-married, Protective-serv, Wife, Black, Male,15024,0,40, Columbia, <=50K
20, Private, 11th, Never-married, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, China, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Husband, Other, Female,0,0,40, Nicaragua, <=50K
43, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, Portugal, <=50K
25, Private, Assoc-acdm, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1905,40, Nicaragua, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,45, Outlying-US(Guam-USVI-etc), <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Peru, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, Iran, <=50K
42, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Peru, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Peru, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,45, Japan, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
23, Private, 5th-6th, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Peru, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
49, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,50, Columbia, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
37, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, India, <=50K
25, Private, 11th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,50, England, >50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,50, Trinadad&Tobago, <=50K
49, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, Honduras, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,54, France, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,55, Germany, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Nicaragua, <=50K
58, State-gov, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Guatemala, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1887,76, Vietnam, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Ireland, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
56, Private, HS-grad, Widowed, Exec-managerial, Husband, Other, Male,0,0,30, Philippines, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,54, Cambodia, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,44, Guatemala, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Laos, >50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Ireland, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Taiwan, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,50, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Nicaragua, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
30, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,2784,0,40, England, >50K
61, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
21, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, <=50K
42, Private, 9th, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,38, Guatemala, <=50K
36, Private, 9th, Widowed, Adm-clerical, Husband, White, Female,0,0,40, Philippines, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,99, Portugal, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Nicaragua, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,45, Ecuador, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,98, Nicaragua, <=50K
43, State-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
63, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,40, Vietnam, >50K
45, Private, 9th, Separated, Transport-moving, Unmarried, Other, Male,0,0,35, Philippines, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,15024,0,60, Poland, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Germany, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,1887,30, Yugoslavia, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Puerto-Rico, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,48, Greece, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, 11th, Married-spouse-absent, Exec-managerial, Husband, Black, Male,3103,0,40, England, <=50K
48, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Japan, >50K
58, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, <=50K
32, Private, Preschool, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Germany, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,40, China, <=50K
28, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
77, Private, 11th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,30, Portugal, <=50K
27, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,1471,45, Columbia, <=50K
21, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,3, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,25, Thailand, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Ireland, <=50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
59, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,30, Cambodia, <=50K
48, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Ecuador, >50K
54, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, Canada, <=50K
63, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,35, Laos, <=50K
43, State-gov, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,40, Laos, <=50K
67, Private, Some-college, Widowed, Adm-clerical, Husband, Black, Female,0,0,15, Honduras, <=50K
44, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Husband, Other, Male,0,0,50, Columbia, <=50K
56, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Ireland, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Canada, <=50K
51, Private, 10th, Divorced, Other-service, Husband, Black, Female,0,0,40, Ireland, >50K
29, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,2449,0,70, Taiwan, >50K
44, Private, HS-grad, Separated, Other-service, Wife, Black, Male,0,0,24, China, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Cambodia, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, South, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Scotland, <=50K
39, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Honduras, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, Black, Female,0,0,40, Yugoslavia, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Nicaragua, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,35, Yugoslavia, >50K
59, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, >50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Cambodia, <=50K
56, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,7199,0,54, Peru, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Japan, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
69, Federal-gov, HS-grad, Widowed, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,6, Trinadad&Tobago, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, India, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, France, <=50K
40, Private, HS-grad, Separated, Prof-specialty, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Male,0,0,45, Iran, <=50K
54, Self-emp-not-inc, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,44, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,60, South, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,30, Thailand, <=50K
50, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,4056,0,50, El-Salvador, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, Other, Male,0,0,38, Dominican-Republic, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Germany, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
66, State-gov, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,25, El-Salvador, <=50K
30, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Scotland, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Greece, <=50K
33, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Female,0,0,35, Portugal, <=50K
32, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,0,50, Cambodia, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,1902,40, Hong, <=50K
31, Private, 12th, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,44, Peru, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Nicaragua, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,60, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Vietnam, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Honduras, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,50, Poland, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, >50K
48, Private, Some-college, Widowed, Sales, Husband, Other, Male,0,0,40, France, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
39, Federal-gov, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cuba, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,15024,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Ecuador, >50K
27, Private, Doctorate, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Ireland, >50K
59, Private, Some-college, Never-married, Exec-managerial, Wife, Other, Female,0,0,40, Jamaica, >50K
45, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, France, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,60, Cambodia, >50K
33, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Male,0,0,65, Italy, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, South, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
54, Self-emp-not-inc, Bachelors, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, >50K
37, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, Ireland, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
35, Private, Some-college, Divorced, Protective-serv, Unmarried, Black, Male,0,0,38, Yugoslavia, <=50K
48, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, Other, Male,0,0,25, India, <=50K
23, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Mexico, >50K
21, Private, Masters, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,50, Germany, <=50K
30, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Guatemala, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Scotland, <=50K
38, Private, Bachelors, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
35, Local-gov, 9th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,10, Poland, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,48, Greece, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, Dominican-Republic, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, England, <=50K
21, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,35, Hong, >50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,38, Portugal, <=50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Ireland, <=50K
52, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,50, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
51, Local-gov, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,20, Yugoslavia, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, El-Salvador, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,45, Iran, <=50K
55, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,25, India, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, South, >50K
51, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, England, >50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,75, Honduras, <=50K
57, Private, Some-college, Divorced, Tech-support, Husband, Other, Female,0,0,40, Taiwan, >50K
41, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
44, Private, 9th, Divorced, Exec-managerial, Husband, Other, Male,0,0,44, Outlying-US(Guam-USVI-etc), <=50K
59, Federal-gov, Prof-school, Divorced, Adm-clerical, Husband, Black, Female,2835,0,15, Mexico, >50K
21, Private, 12th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
19, Private, 12th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,20, Hungary, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cambodia, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,45, Hong, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Germany, <=50K
32, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,8101,0,36, Thailand, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, South, <=50K
62, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Male,2935,0,20, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,15024,0,45, Cuba, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, Canada, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Other-relative, Other, Male,0,0,40, Yugoslavia, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
37, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, Columbia, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,40, United-States, <=50K
45, Private, Bachelors, Divorced, Transport-moving, Husband, Other, Male,0,0,50, China, >50K
24, Private, Assoc-voc, Separated, Transport-moving, Other-relative, White, Male,5013,0,50, Laos, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,38, Poland, <=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,15, Nicaragua, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,60, Honduras, <=50K
30, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Taiwan, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,1173,0,60, Trinadad&Tobago, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Thailand, <=50K
