42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1967,60, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
52, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7298,0,50, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
44, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,6737,0,40, United-States, >50K
33, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, United-States, >50K
37, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,25, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
71, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,72, United-States, <=50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
36, Local-gov, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,43, United-States, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
34, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,27, France, <=50K
36, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
67, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,99999,0,50, United-States, >50K
59, Self-emp-not-inc, Masters, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,72, United-States, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, United-States, >50K
23, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Laos, <=50K
72, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 1st-4th, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
53, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,55, United-States, <=50K
34, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,5178,0,54, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Ireland, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, Philippines, <=50K
56, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
28, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Iran, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,83, United-States, <=50K
48, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
23, Federal-gov, Some-college, Never-married, Farming-fishing, Own-child, Black, Female,0,0,25, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Own-child, Black, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,2907,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,18, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
36, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
36, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,30, Mexico, <=50K
32, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, <=50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Guatemala, <=50K
56, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,2365,60, United-States, >50K
44, Private, Prof-school, Never-married, Farming-fishing, Husband, White, Male,0,0,70, Puerto-Rico, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,21, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,25, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
58, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
26, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
61, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Widowed, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
21, State-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,42, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
64, Self-emp-not-inc, Masters, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, >50K
19, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,32, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
38, State-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
35, Federal-gov, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,45, Portugal, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
64, State-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Jamaica, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 11th, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
41, Without-pay, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Doctorate, Divorced, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,48, United-States, <=50K
29, Local-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,45, United-States, >50K
54, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,25, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
21, Private, Bachelors, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
48, State-gov, Doctorate, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,8, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1883,40, United-States, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,2191,0,35, United-States, <=50K
32, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, United-States, <=50K
55, Federal-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Nicaragua, <=50K
17, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
31, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Canada, >50K
31, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Laos, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Japan, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,43, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,45, Cambodia, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,32, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,85, Mexico, >50K
42, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
23, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Female,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
42, Private, 11th, Divorced, Transport-moving, Wife, White, Female,5178,0,40, United-States, >50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Wife, White, Male,7687,0,45, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,625,35, United-States, <=50K
25, Federal-gov, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Italy, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
55, State-gov, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, Mexico, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, >50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Federal-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
28, Federal-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States, <=50K
26, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, Japan, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2251,40, Philippines, >50K
34, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,4739,0,65, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-inc, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Ireland, <=50K
47, Private, Doctorate, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,15, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,2, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, Taiwan, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1600,60, Iran, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,10520,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,43, United-States, >50K
44, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Local-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
