43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Italy, <=50K
59, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,40, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,1902,40, Laos, >50K
28, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
42, Private, Some-college, Separated, Tech-support, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
59, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ireland, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,35, South, <=50K
49, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
41, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hungary, >50K
28, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,60, Peru, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, Scotland, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Mexico, >50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,2622,0,40, Thailand, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, >50K
22, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Greece, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, Jamaica, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Vietnam, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Columbia, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Italy, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
56, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, Ecuador, <=50K
64, Local-gov, HS-grad, Widowed, Other-service, Wife, Other, Female,0,0,35, Thailand, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Scotland, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Ecuador, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,70, Guatemala, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,60, Dominican-Republic, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Portugal, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, South, <=50K
23, Private, Bachelors, Married-spouse-absent, Sales, Own-child, Other, Male,0,0,15, El-Salvador, <=50K
36, Private, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, Hong, <=50K
53, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Vietnam, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
37, Private, Bachelors, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
70, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Trinadad&Tobago, <=50K
57, Private, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Dominican-Republic, >50K
51, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,83, England, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1891,40, Yugoslavia, >50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
50, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, Taiwan, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Honduras, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
44, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,1587,80, Mexico, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Yugoslavia, <=50K
20, State-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Vietnam, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,24, Jamaica, <=50K
25, Private, Some-college, Never-married, Tech-support, Wife, Asian-Pac-Islander, Male,0,1596,40, Japan, <=50K
45, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Hungary, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Portugal, <=50K
43, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Canada, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Jamaica, >50K
50, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,30, Philippines, >50K
29, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, Nicaragua, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,1877,16, Iran, <=50K
35, Without-pay, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,1286,0,40, Taiwan, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, El-Salvador, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,1869,15, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Vietnam, >50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, >50K
29, Private, Assoc-acdm, Never-married, Tech-support, Unmarried, Black, Female,0,0,50, Nicaragua, <=50K
51, Private, Doctorate, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2414,60, Greece, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,15024,0,40, Ecuador, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,50, Hong, >50K
51, Private, 12th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
37, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,70, Portugal, <=50K
43, Local-gov, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,20, Trinadad&Tobago, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
26, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,2999,0,30, Hungary, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,15024,0,40, Cuba, >50K
23, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,32, China, >50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
40, Private, 7th-8th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Philippines, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
64, Local-gov, 7th-8th, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,55, Cuba, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Other, Female,0,0,25, South, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, Philippines, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1958,35, Nicaragua, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,23, Ecuador, <=50K
42, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, England, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, England, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,15, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,2513,0,40, El-Salvador, <=50K
24, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, Poland, <=50K
88, Self-emp-not-inc, Bachelors, Widowed, Sales, Husband, White, Female,0,0,54, Hong, <=50K
25, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,45, England, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, Cuba, <=50K
52, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
36, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Columbia, <=50K
73, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
39, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7298,0,30, Germany, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,65, Canada, >50K
41, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,37, England, <=50K
27, Private, 9th, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Japan, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, El-Salvador, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
39, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
66, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Poland, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,10, China, <=50K
28, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Nicaragua, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, Ireland, <=50K
56, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,45, Honduras, <=50K
46, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,60, Jamaica, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1748,50, Laos, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,25, Philippines, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
26, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
78, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,12, Cambodia, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2015,40, Cuba, <=50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Taiwan, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
52, Local-gov, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
61, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Yugoslavia, >50K
40, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Cambodia, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,25, Italy, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Yugoslavia, <=50K
59, Private, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
39, Local-gov, HS-grad, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,26, Columbia, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Bachelors, Divorced, Craft-repair, Wife, Black, Female,0,0,40, Italy, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
41, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
56, Private, Masters, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,4386,0,60, Vietnam, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,3907,0,37, Poland, >50K
37, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,48, Japan, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Separated, Other-service, Wife, White, Female,0,0,25, Laos, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1887,35, Thailand, <=50K
48, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
39, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,54, Thailand, <=50K
37, Local-gov, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K
64, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, Vietnam, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,2575,0,40, Poland, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Columbia, >50K
44, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,2247,0,40, Cambodia, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Laos, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, India, >50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Laos, >50K
56, Self-emp-not-inc, 7th-8th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Jamaica, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Female,0,0,40, Ireland, <=50K
18, Local-gov, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, India, <=50K
30, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,10520,0,35, Laos, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Japan, >50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,47, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,3859,0,40, South, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Japan, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
27, Private, HS-grad, Separated, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Haiti, <=50K
35, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Hong, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,16, Vietnam, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,87, Philippines, >50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,40, Taiwan, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, South, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,30, Guatemala, <=50K
54, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Cambodia, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1887,35, Cuba, >50K
42, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,4781,0,40, Ecuador, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
46, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,16, Outlying-US(Guam-USVI-etc), >50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Guatemala, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Wife, Other, Male,0,0,20, Dominican-Republic, <=50K
48, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,2414,50, Outlying-US(Guam-USVI-etc), >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,1670,40, Taiwan, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
38, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5013,0,40, Nicaragua, >50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
57, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
53, Federal-gov, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, Haiti, >50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, >50K
57, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
37, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
60, Federal-gov, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, China, <=50K
31, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Thailand, >50K
35, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,24, Honduras, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5178,0,45, Ecuador, >50K
56, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, France, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,1848,50, Italy, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,54, Greece, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Greece, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,15, Mexico, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Cuba, <=50K
25, Private, Bachelors, Married-spouse-absent, Sales, Husband, White, Female,0,0,20, Dominican-Republic, <=50K
49, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, Philippines, <=50K
