59, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Canada, <=50K
74, Private, Some-college, Widowed, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,9950,0,40, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,4502,0,40, United-States, >50K
34, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,48, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
33, Local-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,38, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,42, United-States, <=50K
29, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,4414,0,40, Portugal, <=50K
40, Private, 11th, Divorced, Other-service, Not-in-family, White, Male,0,0,29, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,1664,98, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
37, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,42, Germany, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,5219,0,50, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, >50K
47, Private, Masters, Divorced, Craft-repair, Not-in-family, Black, Female,7021,0,40, England, <=50K
30, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,4187,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,36, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Doctorate, Divorced, Exec-managerial, Unmarried, White, Female,0,0,43, Ireland, <=50K
36, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40,, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,2902,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, India, <=50K
43, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1879,35, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,25, United-States, >50K
56, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,88, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1883,65, United-States, >50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
44, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
37, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3116,0,50, United-States, >50K
89, Private, 10th, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,38, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,36, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Columbia, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, United-States, >50K
36, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7687,0,40, United-States, <=50K
35, Private, Prof-school, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, Ecuador, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
53, Private, Masters, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,20, Ireland, <=50K
73, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4503,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,36, Canada, <=50K
41, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Other, Female,14083,0,40, United-States, >50K
34, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
41, State-gov, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Divorced, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
76, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Husband, White, Male,0,2135,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, <=50K
56, Private, Masters, Widowed, Other-service, Unmarried, Other, Female,0,0,40, Philippines, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,5013,0,40, United-States, <=50K
52, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
39, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,64, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,65, Philippines, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Male,0,0,45, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, Prof-school, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
58, Local-gov, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,37, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,1590,50, Japan, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,50, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
22, Federal-gov, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,80, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, France, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,80, United-States, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,91, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Prof-school, Never-married, Exec-managerial, Own-child, White, Male,0,0,99, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,1736,16, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
34, Private, Bachelors, Divorced, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, >50K
65, Self-emp-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
70, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5330,0,45, United-States, >50K
39, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
57, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,70, United-States, <=50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
26, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
45, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Scotland, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,1902,20, United-States, >50K
43, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
64, Self-emp-inc, Doctorate, Divorced, Farming-fishing, Husband, White, Male,0,2051,60, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, State-gov, Prof-school, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,35, Columbia, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,16, Dominican-Republic, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Iran, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
32, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,34, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Mexico, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,15, United-States, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
48, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,1599,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Masters, Never-married, Sales, Husband, White, Male,0,1702,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3282,0,44, United-States, <=50K
46, Local-gov, Assoc-acdm, Widowed, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
58, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,15, Philippines, <=50K
39, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1882,40, United-States, <=50K
23, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Vietnam, >50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,0,0,45, United-States, <=50K
49, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, Japan, >50K
53, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,36, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1848,50, United-States, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,60, United-States, >50K
39, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,2918,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,22, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,1456,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Separated, Sales, Not-in-family, Black, Male,0,0,32, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,4386,0,40, United-States, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
40, Local-gov, Some-college, Separated, Other-service, Wife, White, Female,2292,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Jamaica, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,2525,0,50, United-States, >50K
25, Federal-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,36, Germany, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,1723,25, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,54, Portugal, <=50K
40, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Sales, Not-in-family, Other, Female,0,0,54, United-States, <=50K
