26, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,9180,0,50, Dominican-Republic, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, >50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
26, Private, 5th-6th, Never-married, Other-service, Unmarried, Black, Male,0,0,34, Japan, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,35, England, >50K
31, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
30, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,5703,0,40, Greece, >50K
25, Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Portugal, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,30, Trinadad&Tobago, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,20, Honduras, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, France, <=50K
28, Private, Prof-school, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
34, Private, Some-college, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,54, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
35, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Vietnam, <=50K
25, Private, Bachelors, Separated, Craft-repair, Own-child, Black, Male,0,0,40, Honduras, <=50K
36, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,32, China, <=50K
27, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, Other, Female,0,0,50, Canada, <=50K
49, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,30, England, <=50K
42, Private, 1st-4th, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Germany, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,37, Iran, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,20, Ireland, <=50K
19, Private, 5th-6th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,24, Poland, <=50K
25, Private, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,40, South, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,40, Ecuador, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,1887,40, Vietnam, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Greece, >50K
52, Private, Some-college, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,12, Cambodia, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
23, Private, 12th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,15, Thailand, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Canada, <=50K
23, Private, 10th, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Laos, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Cuba, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, South, <=50K
35, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,35, United-States, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,3, Nicaragua, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,5013,0,40, Nicaragua, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,60, India, <=50K
35, Private, Assoc-voc, Separated, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
28, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,36, Canada, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
57, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
58, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Philippines, >50K
45, Private, 9th, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, <=50K
51, Self-emp-not-inc, 9th, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Iran, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Female,0,0,40, Hungary, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, Portugal, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,50, Italy, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
37, Private, 11th, Never-married, Other-service, Unmarried, Black, Male,0,0,30, Portugal, <=50K
56, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,24, Hong, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Husband, Other, Female,7298,0,42, Germany, >50K
35, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, Vietnam, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
36, Private, Assoc-acdm, Married-spouse-absent, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, France, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
48, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
46, Federal-gov, Assoc-voc, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Honduras, <=50K
26, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
49, Private, Masters, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,50, Outlying-US(Guam-USVI-etc), <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1973,60, Ireland, >50K
17, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,3073,0,25, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, South, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
23, Private, Doctorate, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
41, Private, Prof-school, Divorced, Machine-op-inspct, Husband, Other, Male,0,0,50, Cuba, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,40, Ireland, >50K
21, Private, Preschool, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,80, Honduras, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
50, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, Other, Male,0,0,40, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,35, Columbia, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,40, South, >50K
23, State-gov, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
59, State-gov, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Ecuador, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hungary, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
43, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Columbia, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,10136,0,45, Peru, <=50K
43, Private, Masters, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, >50K
30, Private, Some-college, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,15024,0,50, Japan, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
36, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Laos, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,1973,45, Iran, <=50K
50, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,35, Hong, <=50K
69, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,1075,0,19, Outlying-US(Guam-USVI-etc), <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Laos, <=50K
74, Local-gov, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,44, Nicaragua, <=50K
31, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,45, Trinadad&Tobago, <=50K
30, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
37, Private, Masters, Divorced, Sales, Unmarried, Black, Female,0,0,40, Italy, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,35, Germany, >50K
50, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Canada, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, Laos, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Peru, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,14949,0,60, Peru, >50K
38, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
37, Private, Some-college, Separated, Exec-managerial, Husband, Black, Male,0,0,50, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
29, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,7322,0,80, Thailand, >50K
50, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,8614,0,45, Poland, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
34, Private, 7th-8th, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
57, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Male,3325,0,20, India, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
68, Local-gov, Bachelors, Divorced, Machine-op-inspct, Husband, White, Female,0,0,25, Thailand, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Haiti, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,7687,0,45, Poland, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,33, India, <=50K
71, Self-emp-not-inc, 1st-4th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,14, Haiti, <=50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,20, Scotland, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
58, Local-gov, Assoc-acdm, Widowed, Exec-managerial, Husband, Black, Male,0,0,45, Ecuador, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,35, Poland, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, Laos, >50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,24, England, <=50K
54, Private, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Columbia, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,20, Poland, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, Mexico, <=50K
36, Private, Some-college, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,7687,0,40, India, >50K
52, Private, Bachelors, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
34, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,7687,0,60, Hungary, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, Vietnam, <=50K
40, Private, 10th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7687,0,40, Portugal, >50K
28, Private, 12th, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,40, Hong, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7687,0,45, United-States, >50K
40, Private, 10th, Separated, Craft-repair, Husband, White, Female,0,0,40, Greece, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,44, Honduras, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,356,0,15, Hungary, <=50K
56, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, >50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Greece, >50K
25, Local-gov, Doctorate, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Mexico, >50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Cuba, <=50K
20, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,3097,0,20, South, <=50K
25, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,60, Ecuador, >50K
19, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,24, Hong, <=50K
46, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Husband, Black, Female,0,0,72, Poland, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7687,0,70, Cuba, >50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,14147,0,50, Hong, >50K
52, Private, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Ireland, <=50K
45, Local-gov, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,7298,0,40, Philippines, >50K
25, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Vietnam, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, Hungary, >50K
56, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
30, State-gov, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Black, Female,0,0,50, El-Salvador, >50K
31, Private, Assoc-acdm, Never-married, Sales, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,65, Canada, >50K
35, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Laos, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Canada, <=50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, Cuba, <=50K
46, Private, 10th, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
63, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,20, Japan, <=50K
24, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,40, Laos, >50K
46, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,15, Italy, <=50K
40, Private, Some-college, Divorced, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,20, Japan, <=50K
32, Private, 11th, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,15, Ireland, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, Thailand, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,65, Thailand, >50K
20, Private, 9th, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, Italy, <=50K
34, Private, Bachelors, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Jamaica, <=50K
50, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Vietnam, >50K
25, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,45, Cambodia, <=50K
53, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,81, India, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Hungary, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hungary, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,20, Ireland, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Laos, <=50K
57, Local-gov, Some-college, Widowed, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
74, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,27, Trinadad&Tobago, <=50K
45, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1970,40, Greece, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,1887,45, Cuba, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, Philippines, <=50K
41, Private, Masters, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Hungary, <=50K
22, Private, 11th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Guatemala, <=50K
19, Private, Bachelors, Never-married, Other-service, Other-relative, Black, Female,0,0,40, Scotland, <=50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, El-Salvador, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, France, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Haiti, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Cambodia, <=50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, Cambodia, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ecuador, >50K
56, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, El-Salvador, >50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,54, Japan, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,54, India, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, Hong, <=50K
74, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, India, <=50K
73, Private, Assoc-acdm, Separated, Other-service, Wife, White, Female,0,0,15, Dominican-Republic, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Cambodia, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,23, Jamaica, >50K
48, Private, 9th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,5190,0,40, Peru, >50K
54, Private, Some-college, Widowed, Other-service, Wife, Other, Female,0,0,15, Haiti, <=50K
65, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Poland, <=50K
