68, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Masters, Divorced, Tech-support, Husband, White, Male,0,2373,45, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
20, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
42, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, South, <=50K
21, Private, 7th-8th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Female,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,5013,0,35, United-States, <=50K
25, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
52, Self-emp-inc, 10th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
49, Private, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,5178,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3958,0,40, United-States, <=50K
60, State-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, >50K
36, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
44, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7183,0,36, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
63, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,10, United-States, <=50K
46, Private, Some-college, Widowed, Protective-serv, Unmarried, White, Male,0,0,20, United-States, <=50K
18, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, 11th, Married-spouse-absent, Prof-specialty, Husband, Black, Male,0,0,54, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
56, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
46, Private, 12th, Divorced, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, India, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
53, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Prof-school, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
47, Private, Masters, Divorced, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, Masters, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, Canada, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
71, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,14083,0,40, Canada, >50K
39, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,38, United-States, <=50K
37, Local-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
64, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Divorced, Protective-serv, Own-child, White, Female,0,0,35, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
38, State-gov, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, <=50K
46, Local-gov, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,47, United-States, >50K
41, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Local-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,3129,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,50, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,7687,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
17, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,24, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
65, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,14213,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
40, Local-gov, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
32, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Widowed, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Female,99999,0,45, United-States, >50K
60, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,3119,0,50, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1977,45, United-States, >50K
36, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, >50K
72, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,6, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States, >50K
42, State-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,37, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2342,45, United-States, >50K
62, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Japan, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Mexico, <=50K
46, Private, 12th, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Female,0,0,45, Germany, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
48, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,32, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,35, Columbia, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,30, United-States, <=50K
52, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,54, United-States, <=50K
33, Private, 12th, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
29, State-gov, HS-grad, Married-AF-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3199,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, 5th-6th, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, <=50K
46, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,1902,24, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,5013,0,48, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
41, State-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,6, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,7309,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, >50K
80, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, United-States, >50K
41, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,3130,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Priv-house-serv, Unmarried, White, Male,0,1886,40, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,7, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
53, Federal-gov, 5th-6th, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,45, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, 10th, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Separated, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1593,40, United-States, >50K
47, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,35, United-States, >50K
25, Private, Bachelors, Separated, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Sales, Wife, White, Male,0,2057,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1977,60, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,39, United-States, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, 1st-4th, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, >50K
50, Private, Some-college, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,4841,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,24, Dominican-Republic, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,40, Hong, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,20, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1988,40, United-States, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
24, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,54, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,37, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,54, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Local-gov, 10th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,35, United-States, <=50K
21, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, Mexico, <=50K
33, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
