47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
20, Private, 11th, Never-married, Transport-moving, Husband, Other, Male,0,0,40, Guatemala, <=50K
53, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Ecuador, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
42, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Yugoslavia, <=50K
29, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,1343,0,45, China, <=50K
35, Private, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,84, Ireland, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, China, <=50K
36, Federal-gov, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
43, Self-emp-inc, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ireland, <=50K
36, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,38, Columbia, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3915,0,40, Jamaica, <=50K
48, Private, Assoc-voc, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, China, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,38, South, <=50K
67, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, China, <=50K
22, Private, Assoc-voc, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,80, Laos, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
31, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
55, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
24, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,33, Cambodia, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Other, Male,8263,0,45, Philippines, >50K
37, State-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1671,40, Ecuador, <=50K
27, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
28, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Japan, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Jamaica, >50K
46, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,10, Japan, <=50K
85, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,25730,0,50, Jamaica, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, South, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Scotland, <=50K
49, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, South, <=50K
60, Private, 11th, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Cambodia, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,99, Haiti, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
36, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,38, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Scotland, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, India, <=50K
25, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Male,0,0,20, Cuba, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1932,40, India, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, >50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1977,40, Nicaragua, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, China, >50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,7697,0,45, England, >50K
53, Private, 9th, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, France, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
37, Local-gov, 12th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,65, Cuba, >50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Japan, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Germany, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Taiwan, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
33, Private, Some-college, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,35, Germany, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, >50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,42, Greece, <=50K
38, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,20, Vietnam, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
27, Local-gov, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
55, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,40, Ecuador, <=50K
48, Private, 11th, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,65, Vietnam, >50K
45, Private, Some-college, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,50, Japan, >50K
52, Federal-gov, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, >50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, Vietnam, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
44, Private, Some-college, Separated, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Japan, <=50K
44, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Iran, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Iran, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Other, Male,0,0,40, Iran, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
23, Private, HS-grad, Never-married, Tech-support, Husband, Black, Female,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,2204,40, Greece, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, China, >50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Laos, <=50K
51, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Taiwan, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Iran, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,60, India, <=50K
47, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Greece, <=50K
26, Private, 12th, Never-married, Sales, Not-in-family, White, Female,0,0,40, Iran, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, >50K
17, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Mexico, <=50K
44, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, India, <=50K
43, Private, HS-grad, Separated, Craft-repair, Husband, Black, Male,0,0,50, Laos, <=50K
22, Private, 12th, Never-married, Sales, Not-in-family, Black, Male,3034,0,25, Guatemala, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Japan, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
78, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,20, Ireland, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, South, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, Dominican-Republic, <=50K
20, Private, 12th, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,83, Yugoslavia, >50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,12, Mexico, <=50K
36, Local-gov, Bachelors, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Cambodia, <=50K
33, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,3875,0,40, Ecuador, <=50K
35, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
50, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
29, Local-gov, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Peru, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,20, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Germany, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
19, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Own-child, Black, Male,0,0,40, Portugal, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Guatemala, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,2174,0,60, Dominican-Republic, >50K
27, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Portugal, <=50K
22, Federal-gov, Assoc-voc, Never-married, Sales, Own-child, Other, Male,0,0,30, Germany, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cuba, <=50K
51, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Greece, <=50K
69, Federal-gov, HS-grad, Widowed, Other-service, Unmarried, Other, Female,0,0,38, Philippines, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
48, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, >50K
57, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Laos, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,35, Columbia, <=50K
24, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,45, Italy, <=50K
35, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,84, Germany, >50K
30, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,4245,0,45, Yugoslavia, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,10, Iran, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Vietnam, >50K
31, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,48, Portugal, <=50K
33, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, Philippines, <=50K
75, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,10, Iran, <=50K
17, Private, 11th, Never-married, Priv-house-serv, Own-child, White, Female,0,0,20, Germany, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Trinadad&Tobago, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
31, Federal-gov, Bachelors, Separated, Machine-op-inspct, Wife, Other, Female,0,0,40, Scotland, >50K
18, State-gov, 11th, Never-married, Craft-repair, Own-child, Black, Female,0,0,10, Cuba, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Columbia, >50K
27, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
29, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Haiti, >50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Japan, <=50K
41, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
48, Local-gov, Some-college, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,50, Dominican-Republic, <=50K
46, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,42, Japan, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
32, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, Greece, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,65, Mexico, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
22, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, China, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Guatemala, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Cambodia, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
29, Private, Prof-school, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, India, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,32, India, <=50K
56, Federal-gov, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, South, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,50, Hungary, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,44, Hungary, >50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, <=50K
43, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Portugal, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Ireland, <=50K
35, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Poland, <=50K
59, Private, Masters, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Peru, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Ireland, <=50K
64, Private, 9th, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,40, India, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,44, Columbia, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, Philippines, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Ireland, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,50, Yugoslavia, <=50K
18, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Female,3131,0,30, Thailand, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
46, Private, Bachelors, Divorced, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,48, Thailand, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Nicaragua, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, <=50K
30, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,15, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, El-Salvador, <=50K
31, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Scotland, <=50K
66, Local-gov, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Female,0,0,1, England, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Thailand, <=50K
57, State-gov, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Laos, <=50K
67, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Peru, <=50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1887,40, England, >50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,40, Poland, >50K
58, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, Columbia, <=50K
31, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Peru, >50K
33, Local-gov, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,35, Cuba, <=50K
31, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Laos, <=50K
29, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
31, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
34, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, Black, Female,0,0,10, France, <=50K
47, Private, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,45, South, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
34, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Canada, <=50K
27, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1887,45, Poland, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,6, India, <=50K
