19, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
60, Private, Prof-school, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
26, Private, Bachelors, Never-married, Other-service, Husband, Other, Male,0,0,40, Poland, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
18, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, Trinadad&Tobago, <=50K
40, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Germany, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,30, Poland, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Mexico, <=50K
24, Self-emp-not-inc, Assoc-voc, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,50, United-States, <=50K
60, State-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Hong, <=50K
26, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, Other, Male,3103,0,40, Cambodia, >50K
18, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,15, Ireland, <=50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, Cuba, >50K
37, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
23, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Nicaragua, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Jamaica, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,35, Peru, <=50K
56, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, Japan, <=50K
20, State-gov, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,35, Puerto-Rico, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, Germany, >50K
56, Private, Masters, Divorced, Sales, Husband, Black, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
40, Federal-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,3448,0,40, Ecuador, <=50K
49, Private, Prof-school, Divorced, Exec-managerial, Husband, Other, Male,99999,0,40, Laos, >50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,1977,50, Canada, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Germany, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,37, Guatemala, <=50K
26, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,30, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,88, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Mexico, <=50K
40, Self-emp-inc, 9th, Never-married, Exec-managerial, Husband, White, Male,3925,0,50, Japan, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
37, Private, Some-college, Separated, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,40, India, <=50K
41, Private, Bachelors, Divorced, Other-service, Husband, Black, Female,0,0,40, Jamaica, <=50K
45, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,50, India, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Peru, <=50K
39, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, China, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Vietnam, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,35, Columbia, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,99999,0,40, Outlying-US(Guam-USVI-etc), >50K
55, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1886,16, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Canada, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Japan, <=50K
24, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,32, Ecuador, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, Poland, <=50K
51, Local-gov, Assoc-acdm, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Poland, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,48, Thailand, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,99999,0,50, Iran, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Cambodia, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,36, Taiwan, >50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,35, China, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Puerto-Rico, <=50K
24, Private, Some-college, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Male,0,0,15, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,84, Trinadad&Tobago, <=50K
32, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,7275,0,50, Honduras, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Peru, >50K
35, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,7298,0,40, South, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,74, Laos, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Dominican-Republic, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ireland, >50K
46, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
58, Private, Bachelors, Widowed, Adm-clerical, Husband, White, Male,7104,0,40, Cambodia, >50K
33, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
20, Self-emp-not-inc, Prof-school, Separated, Sales, Own-child, Other, Male,0,0,25, India, <=50K
41, Private, HS-grad, Never-married, Other-service, Husband, White, Female,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
77, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
25, Federal-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,1668,60, United-States, >50K
31, Local-gov, 9th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,15, Yugoslavia, <=50K
27, Private, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, >50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,3103,0,45, United-States, >50K
49, Private, Assoc-acdm, Divorced, Other-service, Husband, Other, Female,0,0,40, Guatemala, <=50K
19, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
40, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Iran, >50K
35, Local-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
70, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,45, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
49, Private, HS-grad, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
33, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, South, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
42, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Canada, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, <=50K
77, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Cuba, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Portugal, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Puerto-Rico, <=50K
69, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,2316,0,40, France, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, China, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Vietnam, >50K
24, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Portugal, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
25, Federal-gov, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, Greece, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,27, Italy, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Hong, <=50K
25, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, Other, Male,0,0,70, China, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,37, Vietnam, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,60, Poland, >50K
36, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,35, Poland, <=50K
59, Private, Masters, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,45, India, <=50K
62, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
48, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,30, Canada, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,1902,54, Ecuador, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Portugal, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Scotland, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Philippines, >50K
25, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, England, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
72, Federal-gov, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,10, Dominican-Republic, <=50K
60, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Masters, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
54, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,45, El-Salvador, <=50K
29, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,36, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Puerto-Rico, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1979,54, Mexico, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Italy, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,4080,0,40, Dominican-Republic, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Portugal, >50K
62, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,30, El-Salvador, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, France, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
57, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,99999,0,25, United-States, <=50K
63, Private, Assoc-voc, Widowed, Tech-support, Not-in-family, Other, Male,0,0,5, Honduras, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,1977,50, Ecuador, >50K
23, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,810,60, Honduras, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
63, Federal-gov, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
57, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
19, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Female,0,0,35, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, Columbia, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,40, Haiti, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,40, Ireland, >50K
33, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
28, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,38, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Peru, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,40, India, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Female,0,0,60, Poland, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, El-Salvador, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,2850,0,40, Haiti, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Peru, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,1886,60, Taiwan, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
26, Private, Doctorate, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Vietnam, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Jamaica, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,2950,0,40, Thailand, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,25, France, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Greece, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,93, Ireland, <=50K
39, Private, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,35, Poland, <=50K
18, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, Vietnam, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
34, Self-emp-inc, HS-grad, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, Jamaica, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, >50K
52, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
32, Private, Assoc-voc, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
27, Private, Bachelors, Never-married, Sales, Husband, Other, Female,0,0,40, Honduras, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Hungary, <=50K
27, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,35, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Thailand, >50K
40, Private, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,40, Portugal, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Jamaica, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
52, Private, Prof-school, Divorced, Farming-fishing, Husband, Black, Female,4813,0,54, South, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7276,0,40, France, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
39, Private, 10th, Divorced, Farming-fishing, Husband, White, Female,0,0,40, Puerto-Rico, >50K
33, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Peru, <=50K
51, State-gov, Masters, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,60, Nicaragua, >50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Iran, <=50K
68, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,79, United-States, <=50K
18, Private, 12th, Separated, Other-service, Own-child, White, Male,0,0,12, Cuba, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
