39, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
58, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,25, Scotland, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, Nicaragua, >50K
29, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Germany, >50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
23, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, United-States, >50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
62, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,40, Hungary, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Iran, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
59, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Honduras, <=50K
50, Private, 12th, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,7298,0,45, Columbia, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,27, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, Other, Male,0,0,27, Cuba, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,54, Columbia, >50K
40, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, Other, Male,0,2330,60, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Columbia, >50K
43, Private, Masters, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Laos, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,80, Holand-Netherlands, >50K
29, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,7298,0,45, France, <=50K
61, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Jamaica, <=50K
39, Private, 5th-6th, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,4, Laos, >50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, England, >50K
61, Federal-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Portugal, <=50K
47, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, >50K
55, State-gov, Bachelors, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, India, <=50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,99, Italy, <=50K
63, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,60, France, >50K
61, Self-emp-not-inc, 1st-4th, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
19, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Mexico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Hong, <=50K
47, Private, Masters, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,10, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, China, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,30, Poland, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, >50K
27, Self-emp-inc, HS-grad, Never-married, Transport-moving, Husband, Black, Female,0,0,50, Thailand, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Holand-Netherlands, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
45, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, France, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,46, South, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Female,7298,0,40, Vietnam, >50K
26, Private, Prof-school, Never-married, Prof-specialty, Husband, Other, Male,0,1977,54, Thailand, >50K
44, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3107,0,40, Dominican-Republic, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Italy, <=50K
65, Private, 10th, Divorced, Prof-specialty, Husband, Other, Male,0,0,36, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Ireland, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,0,0,50, Honduras, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Italy, >50K
67, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Japan, <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Haiti, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Japan, >50K
59, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,35, Hong, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, India, <=50K
30, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, Guatemala, >50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
22, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,50, Ireland, >50K
48, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Ecuador, <=50K
30, Private, 12th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, >50K
50, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,40, Hong, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Hungary, <=50K
52, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,5370,0,45, Guatemala, >50K
38, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,35, Ireland, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Poland, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, Holand-Netherlands, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,80, Puerto-Rico, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,57, Trinadad&Tobago, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, France, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Puerto-Rico, >50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,36, Germany, <=50K
30, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
65, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, Vietnam, >50K
47, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Italy, <=50K
26, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,2177,50, Canada, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Columbia, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,50, El-Salvador, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,54, Yugoslavia, >50K
59, Private, HS-grad, Separated, Prof-specialty, Husband, Black, Male,0,0,40, Laos, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Greece, >50K
35, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, India, >50K
72, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Thailand, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,50, Cuba, <=50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
56, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2350,40, Scotland, >50K
34, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, Other, Female,0,0,20, Philippines, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, Holand-Netherlands, <=50K
33, Federal-gov, Some-college, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,45, Hong, <=50K
48, Local-gov, Masters, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Honduras, <=50K
75, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,0,0,11, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, South, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,60, Nicaragua, >50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, Honduras, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, >50K
62, Local-gov, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,32, Columbia, >50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, Haiti, <=50K
24, Private, 11th, Never-married, Sales, Unmarried, Other, Male,0,0,40, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Japan, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,54, Canada, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
51, Private, 10th, Separated, Craft-repair, Husband, White, Female,0,0,40, Ecuador, >50K
32, Federal-gov, 10th, Never-married, Sales, Husband, Other, Male,0,0,40, Laos, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, 10th, Widowed, Exec-managerial, Husband, White, Female,0,0,50, Canada, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
65, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, Guatemala, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,40, Japan, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, France, >50K
27, Private, 12th, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, Peru, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,20, Haiti, <=50K
30, Private, Some-college, Never-married, Craft-repair, Other-relative, Other, Male,0,0,45, United-States, <=50K
25, Private, Masters, Never-married, Other-service, Husband, Black, Male,0,0,50, United-States, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,46, Trinadad&Tobago, <=50K
58, Private, Masters, Divorced, Other-service, Husband, Other, Female,0,0,76, Ecuador, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, >50K
48, State-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,2032,40, United-States, >50K
26, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,82, Haiti, <=50K
44, Private, Masters, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,1865,40, Yugoslavia, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
60, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Haiti, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,1977,40, Puerto-Rico, >50K
50, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Honduras, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,2011,60, Canada, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, Germany, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, El-Salvador, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
31, Private, Masters, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Taiwan, <=50K
26, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,2705,0,40, Yugoslavia, <=50K
70, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,2041,46, Trinadad&Tobago, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,55, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, >50K
27, Private, 11th, Never-married, Adm-clerical, Husband, Other, Female,2865,0,40, Scotland, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
36, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Female,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Columbia, <=50K
37, Private, 9th, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,39, Ireland, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,32, El-Salvador, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, South, >50K
52, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Italy, <=50K
23, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Portugal, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, France, <=50K
51, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
32, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,50, Ecuador, <=50K
50, Private, Assoc-acdm, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,69, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
29, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,29, Thailand, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,3418,0,50, Taiwan, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,30, China, <=50K
30, Private, Bachelors, Never-married, Sales, Other-relative, Black, Male,0,0,27, Iran, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,60, El-Salvador, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Honduras, >50K
31, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Columbia, <=50K
27, Self-emp-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,1977,35, Haiti, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,32, France, <=50K
33, Private, Preschool, Divorced, Other-service, Own-child, White, Female,0,0,60, Cambodia, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Wife, Black, Female,0,0,30, Portugal, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Peru, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Germany, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
62, Self-emp-inc, HS-grad, Divorced, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,70, Puerto-Rico, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, Vietnam, <=50K
28, Private, 11th, Never-married, Sales, Husband, Black, Male,0,0,49, Germany, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Taiwan, <=50K
29, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, Ecuador, >50K
40, Private, Some-college, Separated, Craft-repair, Husband, White, Female,5146,0,40, Ecuador, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
37, State-gov, Bachelors, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, Scotland, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,54, Taiwan, >50K
40, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,60, Hong, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,4685,0,40, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, South, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,4386,0,45, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Transport-moving, Own-child, Black, Male,0,0,40, Cuba, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
34, Federal-gov, HS-grad, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,32, Columbia, <=50K
61, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, <=50K
62, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Thailand, <=50K
47, Private, Assoc-acdm, Divorced, Sales, Own-child, Other, Female,0,0,50, Columbia, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Poland, <=50K
54, Private, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,50, Peru, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,15, Dominican-Republic, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Peru, <=50K
