43, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Honduras, >50K
53, Local-gov, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,45, France, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
75, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, White, Female,0,0,10, United-States, <=50K
53, State-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 9th, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,40, Honduras, <=50K
34, State-gov, Bachelors, Separated, Sales, Wife, White, Female,0,0,25, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,48, United-States, >50K
31, State-gov, Bachelors, Never-married, Farming-fishing, Wife, White, Male,0,0,35, Cambodia, <=50K
79, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,3726,24, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,20, Philippines, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
55, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,15, Poland, >50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Dominican-Republic, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Philippines, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,70, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,3288,0,25, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,53, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,54, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Nicaragua, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Wife, White, Male,7298,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,6496,0,40, United-States, >50K
47, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1887,50, England, >50K
42, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,8614,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Guatemala, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,24, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
57, Self-emp-not-inc, Doctorate, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Vietnam, >50K
21, Local-gov, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,1823,38, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
63, Federal-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,37, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1902,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
30, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, Guatemala, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
40, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,3465,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
85, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,3, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, Laos, >50K
33, Private, Some-college, Divorced, Tech-support, Own-child, White, Female,0,0,10, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, France, <=50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, South, >50K
25, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, Jamaica, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Male,0,0,24, Cuba, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,50, Philippines, >50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Guatemala, >50K
57, Private, Some-college, Widowed, Other-service, Unmarried, Black, Female,0,0,33, United-States, <=50K
46, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,15, Cuba, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Poland, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, >50K
30, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,5, United-States, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
56, Private, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Male,13925,0,45, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
53, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, England, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
30, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,2660,0,54, United-States, >50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Cuba, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,10507,0,60, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,50, United-States, <=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,30, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1588,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
30, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, England, <=50K
26, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
44, State-gov, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,15024,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
56, Self-emp-inc, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,32, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Japan, >50K
31, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Germany, <=50K
41, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,50, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,80, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
42, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,38, Puerto-Rico, <=50K
57, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,50, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,89, Puerto-Rico, <=50K
64, Local-gov, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cuba, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Nicaragua, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
25, State-gov, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Guatemala, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Scotland, >50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,45, Mexico, <=50K
21, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Female,0,0,36, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
78, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Japan, <=50K
47, Self-emp-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Hungary, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Hong, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, Cambodia, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Guatemala, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Thailand, >50K
17, State-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
50, Self-emp-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,2318,50, Scotland, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1597,40, Portugal, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,20, United-States, >50K
53, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Separated, Sales, Wife, White, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, Some-college, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1887,60, United-States, >50K
47, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
62, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,6, United-States, <=50K
24, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,3712,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,35, United-States, >50K
35, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1740,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
58, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, >50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,92, United-States, <=50K
32, State-gov, Bachelors, Never-married, Transport-moving, Wife, White, Female,0,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Cuba, >50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2624,0,40, Taiwan, <=50K
61, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,6, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Honduras, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,69, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,5178,0,42, Iran, >50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Cambodia, <=50K
34, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1977,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Cuba, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
28, Local-gov, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,35, Italy, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, >50K
33, Self-emp-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,10, Germany, <=50K
46, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Nicaragua, >50K
55, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
44, Private, Assoc-voc, Separated, Protective-serv, Wife, White, Female,0,0,25, United-States, >50K
45, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Protective-serv, Unmarried, White, Female,0,0,40, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,43, Hungary, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, Peru, >50K
28, Private, HS-grad, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,40, Cambodia, <=50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,50, El-Salvador, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,50, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
53, State-gov, Assoc-acdm, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Scotland, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
62, Private, Assoc-acdm, Separated, Prof-specialty, Wife, Other, Male,13892,0,50, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, England, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, England, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1740,40, United-States, <=50K
58, Self-emp-not-inc, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
