25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
34, State-gov, 12th, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Italy, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Laos, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1874,40, Philippines, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Dominican-Republic, >50K
24, Local-gov, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Hungary, <=50K
34, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
35, Local-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,25, Germany, <=50K
34, Private, 1st-4th, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, China, >50K
48, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
47, Private, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,15, Thailand, <=50K
51, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, Italy, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,2844,0,45, Ecuador, >50K
28, Private, 12th, Never-married, Craft-repair, Own-child, White, Male,0,0,37, Dominican-Republic, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
31, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,30, China, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
40, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,4064,0,60, Greece, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, El-Salvador, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, England, <=50K
35, Private, 5th-6th, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
70, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Cambodia, <=50K
39, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4886,0,40, Thailand, <=50K
33, Private, Assoc-acdm, Never-married, Protective-serv, Wife, White, Male,0,0,20, Portugal, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Haiti, <=50K
32, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, China, <=50K
50, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Black, Male,0,0,40, Vietnam, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Columbia, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3033,0,40, Columbia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Honduras, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Nicaragua, >50K
52, Local-gov, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,30, Columbia, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, Nicaragua, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
32, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Puerto-Rico, <=50K
48, Local-gov, Bachelors, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,30, Germany, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,5178,0,60, Hong, <=50K
65, Private, Some-college, Separated, Farming-fishing, Unmarried, White, Male,0,0,20, Scotland, <=50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,8, Vietnam, <=50K
29, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,30, Cambodia, <=50K
28, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Canada, >50K
22, Private, 11th, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
19, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Japan, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Jamaica, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, South, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Yugoslavia, <=50K
68, Self-emp-inc, HS-grad, Separated, Farming-fishing, Not-in-family, White, Female,3121,0,40, Canada, <=50K
75, Private, 9th, Separated, Craft-repair, Not-in-family, White, Female,0,0,16, Poland, <=50K
31, Private, 10th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,8, Nicaragua, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,35, Poland, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, Mexico, <=50K
33, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
43, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
38, State-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Peru, <=50K
72, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,35, Cambodia, <=50K
33, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,25, Peru, <=50K
60, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4810,0,50, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, Laos, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,35, Jamaica, <=50K
43, Self-emp-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,47, Yugoslavia, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Iran, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Dominican-Republic, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Ireland, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,50, Dominican-Republic, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Haiti, >50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
57, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,35, Mexico, <=50K
51, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, Thailand, <=50K
29, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, South, <=50K
21, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,47, France, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, China, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Jamaica, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, Guatemala, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Poland, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,2107,0,36, England, <=50K
61, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hungary, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Nicaragua, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,30, Iran, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,42, Nicaragua, <=50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Cuba, <=50K
23, Private, Assoc-acdm, Never-married, Farming-fishing, Other-relative, White, Female,0,0,40, Laos, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, >50K
62, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Canada, <=50K
35, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,45, Taiwan, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, China, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Japan, >50K
53, Self-emp-inc, 10th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Ireland, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Haiti, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Germany, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1823,40, El-Salvador, <=50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
50, Self-emp-not-inc, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,54, Jamaica, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Jamaica, <=50K
36, Private, 7th-8th, Widowed, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, >50K
18, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, Greece, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Cuba, >50K
31, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Ireland, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Nicaragua, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,27, Hong, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Scotland, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, <=50K
64, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,10, Philippines, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2212,42, Nicaragua, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Canada, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Greece, <=50K
50, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,45, El-Salvador, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Scotland, <=50K
26, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
25, Private, Some-college, Widowed, Tech-support, Unmarried, Black, Female,0,0,40, England, <=50K
46, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Trinadad&Tobago, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,26163,0,20, Portugal, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4915,0,50, Ireland, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,30, Hong, <=50K
42, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
24, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, India, <=50K
63, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, Portugal, >50K
66, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, China, >50K
51, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Philippines, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,3383,0,40, Thailand, >50K
18, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Cambodia, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1887,30, Columbia, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
33, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, South, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,60, Germany, <=50K
32, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, <=50K
50, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,75, Trinadad&Tobago, >50K
40, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,4526,0,54, Ireland, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, France, <=50K
37, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,4285,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Scotland, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
54, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Hong, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Haiti, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Peru, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, Greece, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
36, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
48, Local-gov, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,45, Guatemala, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, Ecuador, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Japan, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, France, <=50K
53, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Self-emp-not-inc, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
27, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
41, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Male,4068,0,40, Japan, <=50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Italy, <=50K
33, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,10, Peru, <=50K
30, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,60, Hungary, <=50K
52, Federal-gov, HS-grad, Divorced, Transport-moving, Other-relative, White, Female,0,0,40, Iran, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
26, State-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,35, France, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, >50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, Canada, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, Taiwan, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Cambodia, >50K
60, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
57, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,38, Canada, <=50K
37, Federal-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
22, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,20, Hungary, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Poland, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ireland, >50K
28, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,60, Honduras, >50K
42, Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Female,0,0,40, Laos, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Laos, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,25, Ireland, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, Germany, <=50K
27, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
53, Private, Assoc-acdm, Divorced, Tech-support, Wife, White, Female,0,0,39, Outlying-US(Guam-USVI-etc), <=50K
45, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,3990,0,40, El-Salvador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, Philippines, <=50K
49, Private, HS-grad, Widowed, Protective-serv, Wife, White, Male,0,0,40, Taiwan, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Honduras, >50K
23, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4392,0,40, Jamaica, <=50K
58, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,37, Scotland, <=50K
46, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Wife, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,50, Ecuador, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Honduras, <=50K
72, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Greece, <=50K
34, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,35, Hong, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Yugoslavia, >50K
44, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Ireland, >50K
41, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, Poland, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Hungary, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, Nicaragua, <=50K
40, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Jamaica, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, India, >50K
36, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ireland, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, Canada, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Hong, >50K
24, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Honduras, <=50K
40, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Germany, <=50K
90, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
48, State-gov, Some-college, Separated, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,35, Scotland, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Jamaica, <=50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, Haiti, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
54, Private, 5th-6th, Divorced, Other-service, Unmarried, Black, Female,0,0,45, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,40, China, <=50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Thailand, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, <=50K
