21, Private, HS-grad, Married-spouse-absent, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,24, Dominican-Republic, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, Japan, >50K
22, Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Trinadad&Tobago, <=50K
55, Private, 11th, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,1, China, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,60, Ecuador, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,45, Japan, >50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Puerto-Rico, <=50K
53, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, Yugoslavia, >50K
28, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Male,0,1902,40, Philippines, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
49, Private, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Ireland, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Japan, <=50K
74, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,30, Ecuador, <=50K
39, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,1977,40, Germany, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,44, Japan, >50K
26, Private, 5th-6th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, Peru, <=50K
33, Private, 11th, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Greece, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,45, China, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Holand-Netherlands, >50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
29, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Mexico, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Poland, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, >50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,50, Japan, <=50K
30, State-gov, HS-grad, Divorced, Prof-specialty, Husband, Other, Female,0,0,45, Peru, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
47, Private, Assoc-acdm, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Taiwan, <=50K
58, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, South, >50K
39, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,54, Columbia, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, Thailand, <=50K
43, Local-gov, HS-grad, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, France, <=50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female,0,0,36, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
40, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3741,0,45, Cuba, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,3103,0,40, Vietnam, <=50K
33, Federal-gov, Prof-school, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
35, Private, 7th-8th, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
33, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Own-child, Black, Female,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,5178,0,50, Guatemala, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Columbia, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,45, Jamaica, >50K
35, State-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,10, Vietnam, >50K
49, Private, 10th, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Italy, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,35, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, Guatemala, <=50K
21, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
54, Local-gov, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, England, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
52, Private, Prof-school, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1977,50, Italy, >50K
28, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,3997,0,40, England, <=50K
28, Private, 12th, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,16, Yugoslavia, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Ecuador, <=50K
40, Private, Masters, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,61, Haiti, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,30, Portugal, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,25, Nicaragua, <=50K
21, Self-emp-inc, Assoc-acdm, Never-married, Other-service, Own-child, Black, Male,0,0,40, Mexico, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,1902,40, Ireland, >50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Jamaica, >50K
24, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,35, Trinadad&Tobago, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,50, Germany, >50K
35, Local-gov, Some-college, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,40, Ecuador, <=50K
37, Self-emp-not-inc, 9th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,30, Scotland, <=50K
55, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,70, Vietnam, <=50K
46, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2868,0,32, Iran, <=50K
48, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
43, Self-emp-inc, HS-grad, Widowed, Farming-fishing, Husband, Other, Female,0,0,40, Iran, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,36, Hungary, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,25, Poland, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, Puerto-Rico, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
38, State-gov, Assoc-voc, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, Philippines, <=50K
44, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,3103,0,50, South, >50K
24, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,3137,0,40, Portugal, <=50K
53, Private, Some-college, Married-AF-spouse, Sales, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,60, Guatemala, <=50K
23, Local-gov, Assoc-acdm, Separated, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
48, Private, Masters, Divorced, Craft-repair, Husband, Other, Male,0,0,45, Columbia, >50K
63, Federal-gov, Prof-school, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
28, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Peru, <=50K
49, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Protective-serv, Husband, Black, Female,0,0,50, Japan, >50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,2005,40, Holand-Netherlands, >50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,1977,40, Philippines, >50K
63, Private, HS-grad, Widowed, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, <=50K
57, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1979,40, Italy, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
27, Private, 12th, Never-married, Sales, Unmarried, Other, Female,0,0,40, Mexico, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, England, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,1902,40, Germany, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,60, El-Salvador, <=50K
45, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
34, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Poland, <=50K
36, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hong, <=50K
29, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, China, <=50K
22, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,45, India, >50K
48, Self-emp-inc, Some-college, Widowed, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Nicaragua, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,30, Italy, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
47, Local-gov, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, Germany, <=50K
66, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Female,0,0,40, South, <=50K
41, Private, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,25, Columbia, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,5161,0,50, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,7, Canada, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Nicaragua, <=50K
44, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
32, Self-emp-inc, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,45, Ireland, <=50K
36, State-gov, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, Jamaica, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Cambodia, >50K
36, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,45, Hong, >50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, Ireland, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Iran, <=50K
31, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Poland, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Columbia, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, <=50K
47, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, >50K
35, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Canada, <=50K
60, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,2714,0,46, England, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, Guatemala, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Poland, >50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,25, Iran, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, Scotland, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Female,0,0,40, Thailand, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,99, Trinadad&Tobago, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, <=50K
54, State-gov, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, Honduras, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
42, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,54, Japan, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,48, Italy, <=50K
31, Local-gov, 7th-8th, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Columbia, <=50K
31, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1876,40, Cambodia, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, Ecuador, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1990,45, Trinadad&Tobago, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Unmarried, Other, Female,0,0,40, Hong, <=50K
20, Private, 5th-6th, Never-married, Other-service, Own-child, Black, Female,0,0,10, South, <=50K
70, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,4650,0,40, Honduras, <=50K
34, Self-emp-not-inc, 10th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,50, Peru, <=50K
35, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
62, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, Mexico, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Iran, >50K
33, Private, Bachelors, Divorced, Farming-fishing, Own-child, Other, Male,4641,0,60, South, >50K
23, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,46, Guatemala, <=50K
62, Federal-gov, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Other, Female,0,0,40, Italy, >50K
73, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Haiti, <=50K
22, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Ireland, <=50K
43, Private, HS-grad, Divorced, Farming-fishing, Husband, Black, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Hong, <=50K
21, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Iran, <=50K
67, Self-emp-inc, HS-grad, Widowed, Sales, Husband, Other, Male,0,0,35, Laos, <=50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, France, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
21, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,1485,23, Philippines, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, France, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,38, Ireland, <=50K
22, Local-gov, 9th, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,40, Taiwan, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,50, Columbia, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,44, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Ireland, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Canada, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Greece, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,20, Peru, <=50K
48, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,50, England, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1935,40, Italy, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,13314,0,50, Hong, >50K
66, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Male,0,0,15, Holand-Netherlands, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, China, >50K
33, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Germany, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, United-States, >50K
20, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Hungary, <=50K
61, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Honduras, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, France, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Greece, >50K
45, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Hungary, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Female,0,0,35, England, <=50K
37, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
62, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,75239,0,10, Nicaragua, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Vietnam, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Portugal, >50K
51, Federal-gov, 11th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,4016,0,45, Cuba, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,50, India, >50K
24, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
52, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Husband, Other, Male,0,0,50, El-Salvador, <=50K
