26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Local-gov, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,39, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1599,45, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,29, United-States, <=50K
31, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
58, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,45, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,29, United-States, >50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,20, United-States, <=50K
45, Self-emp-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 9th, Divorced, Sales, Unmarried, White, Male,0,0,38, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7932,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
62, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
31, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
48, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,35, Mexico, <=50K
44, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,3103,0,50, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Separated, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Male,0,0,20, United-States, <=50K
32, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, 11th, Separated, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
35, Private, Masters, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
20, Local-gov, Masters, Never-married, Sales, Own-child, White, Female,0,0,15, Vietnam, <=50K
46, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2404,80, United-States, >50K
37, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,15024,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, Masters, Widowed, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,28, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, >50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,4753,0,70, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,35, United-States, >50K
47, State-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
59, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,81, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
19, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
48, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1860,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,14443,0,60, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
19, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,13, United-States, <=50K
68, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,35, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Separated, Craft-repair, Wife, White, Male,15024,0,40, Portugal, >50K
41, Private, Assoc-acdm, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Philippines, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, 9th, Divorced, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
55, Federal-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,80, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,29, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, Assoc-acdm, Widowed, Prof-specialty, Wife, Black, Female,1825,0,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1594,50, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,14756,0,40, United-States, >50K
47, Federal-gov, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
42, Local-gov, Assoc-voc, Divorced, Sales, Wife, White, Female,0,0,24, United-States, >50K
41, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,29, United-States, >50K
67, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
34, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,8490,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States, >50K
24, Private, Some-college, Separated, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
74, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
35, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,43, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,65, United-States, <=50K
22, Local-gov, Masters, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
19, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,77, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,2403,40, United-States, >50K
68, Private, 5th-6th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
59, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,15024,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
33, Local-gov, 5th-6th, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,29, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,28, United-States, <=50K
70, Private, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,18, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,13, United-States, <=50K
19, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,2381,40, United-States, <=50K
26, Private, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, >50K
45, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Federal-gov, Masters, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,29, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, 11th, Never-married, Transport-moving, Husband, White, Male,3935,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,29, England, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2400,25, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
48, Federal-gov, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,39, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
26, Self-emp-not-inc, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,69, United-States, <=50K
38, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,29, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,1740,25, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7460,0,50, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Widowed, Tech-support, Husband, Other, Female,0,0,20, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,70, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
29, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7727,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
73, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2897,0,6, Italy, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7662,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4890,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
61, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,99999,0,40, United-States, >50K
58, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,58, United-States, <=50K
25, Private, 11th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
53, Self-emp-inc, Bachelors, Widowed, Sales, Husband, White, Female,15024,0,55, United-States, >50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Wife, Black, Female,0,0,40, Philippines, >50K
21, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, Masters, Widowed, Exec-managerial, Husband, Black, Male,99999,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,29, United-States, <=50K
45, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
32, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,29, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,29, United-States, <=50K
44, Local-gov, Assoc-acdm, Widowed, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
47, Federal-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
62, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,35, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1893,40, United-States, >50K
