27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,8411,0,40, United-States, >50K
22, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Italy, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,15024,0,45, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, United-States, <=50K
45, Local-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Male,4480,0,60, United-States, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,54, United-States, >50K
30, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,30, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1848,35, United-States, <=50K
46, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
47, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,8073,0,37, United-States, >50K
57, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2679,50, Columbia, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
34, Federal-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,1679,40, United-States, >50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
62, Private, Doctorate, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
47, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, United-States, <=50K
48, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
50, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,30, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, South, <=50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
20, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, Private, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
64, Self-emp-not-inc, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,4, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
29, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,35, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7305,0,50, United-States, >50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,36, United-States, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Widowed, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
68, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Masters, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,48, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, India, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
39, Self-emp-inc, Masters, Never-married, Sales, Unmarried, White, Female,0,0,70, Mexico, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,20, Taiwan, <=50K
52, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,65, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
56, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Female,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
38, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
34, Private, Some-college, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
61, Private, Assoc-voc, Divorced, Adm-clerical, Wife, White, Female,0,0,21, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,4682,0,50, Nicaragua, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,45, United-States, >50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,3915,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,5013,0,40, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,70, United-States, >50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
39, Self-emp-inc, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
48, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,26, United-States, <=50K
55, Private, 10th, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
39, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,15024,0,40, United-States, >50K
26, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, 11th, Never-married, Tech-support, Other-relative, White, Male,0,0,36, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, Philippines, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States, <=50K
25, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1887,20, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Federal-gov, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
57, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, >50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
51, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico, <=50K
25, Private, Bachelors, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,50, United-States, <=50K
30, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,3503,0,45, United-States, <=50K
51, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,25, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7298,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,38, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
51, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,1887,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,82, United-States, >50K
27, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
46, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
46, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, 9th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,24, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
64, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,54, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,64, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
74, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,4386,0,50, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, 12th, Never-married, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
70, Private, Assoc-voc, Divorced, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
26, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,80, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1669,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,1671,40, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,35, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
63, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,65, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, >50K
45, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,4102,0,65, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,99999,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
56, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4782,0,40, United-States, >50K
37, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Haiti, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
50, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Male,7687,0,20, United-States, >50K
44, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, South, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,49, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,1747,45, United-States, >50K
