38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, Canada, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3344,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,45, United-States, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
48, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,31285,0,60, United-States, >50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
50, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3315,0,40, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
46, Private, Some-college, Widowed, Tech-support, Wife, White, Female,0,2203,40, United-States, >50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, State-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,15024,0,40, Guatemala, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Puerto-Rico, >50K
35, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,30, Cambodia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, 5th-6th, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1884,40, United-States, >50K
48, Private, Assoc-voc, Widowed, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
39, State-gov, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,199,0,99, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,5013,0,48, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4780,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1738,46, United-States, >50K
43, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,27, Hungary, <=50K
44, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,2021,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,1886,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Separated, Tech-support, Wife, Black, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,3089,0,32, United-States, >50K
56, Self-emp-not-inc, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
43, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
35, Federal-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
60, State-gov, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,35, Jamaica, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1886,30, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Guatemala, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
40, Local-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,1599,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,2174,0,40, United-States, <=50K
21, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Widowed, Tech-support, Not-in-family, Black, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Self-emp-not-inc, Masters, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,2417,40, United-States, >50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
64, Private, 10th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Doctorate, Separated, Protective-serv, Unmarried, White, Male,0,1877,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,50, United-States, >50K
71, Federal-gov, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,36, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
53, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,35, United-States, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,2157,60, United-States, >50K
25, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1738,60, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,27, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,1761,35, Jamaica, <=50K
53, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,2174,0,40, United-States, >50K
18, State-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,1669,45, United-States, <=50K
29, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,7298,0,40, United-States, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,54, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4999,0,40, United-States, <=50K
53, State-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, State-gov, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, Mexico, <=50K
45, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
90, Self-emp-inc, Doctorate, Widowed, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
17, Private, 12th, Never-married, Protective-serv, Own-child, White, Female,0,0,10, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
59, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,35, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,69, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, India, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,27, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,2839,0,30, United-States, <=50K
53, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,40, Poland, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Divorced, Other-service, Other-relative, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,2027,40, United-States, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, United-States, >50K
20, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Separated, Adm-clerical, Unmarried, Black, Female,0,0,18, United-States, <=50K
68, State-gov, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,50, United-States, >50K
23, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female,0,1902,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,55, United-States, <=50K
41, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Male,15024,0,50, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1740,40, United-States, >50K
32, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,45, China, <=50K
28, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Columbia, <=50K
24, Federal-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
52, Private, 10th, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
55, Private, Assoc-voc, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
32, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,36, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
55, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
49, Federal-gov, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1732,40, Haiti, <=50K
32, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, 10th, Never-married, Sales, Wife, White, Female,0,0,30, United-States, <=50K
58, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,67, United-States, >50K
36, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,54, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,3, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,33, United-States, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1740,47, United-States, >50K
28, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,3325,0,70, United-States, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Mexico, <=50K
62, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,2032,0,30, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2252,45, United-States, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,15024,0,40, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,26872,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
