47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
48, Local-gov, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
29, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, State-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Puerto-Rico, >50K
42, Private, Masters, Never-married, Sales, Husband, White, Male,2823,0,38, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, 11th, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,44, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Portugal, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Poland, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,1982,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Puerto-Rico, <=50K
42, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1723,50, Japan, <=50K
56, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
28, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,36, United-States, <=50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,24, China, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
67, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,12, United-States, <=50K
59, Federal-gov, 9th, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Local-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Male,0,0,35, United-States, <=50K
38, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Germany, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, Some-college, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,1887,2, Ireland, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Italy, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
33, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
37, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,5178,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
43, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, <=50K
38, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
25, Private, Masters, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,4221,0,40, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7298,0,40, Guatemala, >50K
58, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
58, Local-gov, 7th-8th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Ireland, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,84, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Divorced, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,15024,0,60, England, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1731,45, Mexico, >50K
54, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
48, Self-emp-not-inc, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,30, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,67, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
37, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Trinadad&Tobago, >50K
33, Local-gov, 7th-8th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,45, Greece, >50K
45, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
31, Local-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,15024,0,70, Philippines, <=50K
26, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,390,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Mexico, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,20, United-States, >50K
45, Federal-gov, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,1887,50, United-States, <=50K
23, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
20, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
34, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Taiwan, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,36, Columbia, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,1887,50, United-States, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, Black, Female,9288,0,33, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
43, Private, Some-college, Divorced, Protective-serv, Own-child, Black, Female,0,0,60, United-States, <=50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, Peru, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,60, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,20, United-States, <=50K
39, Self-emp-inc, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,4233,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1999,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Italy, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,3552,0,44, Philippines, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,5018,0,50, Jamaica, >50K
25, Local-gov, 5th-6th, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, Bachelors, Separated, Adm-clerical, Wife, Other, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
29, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, Ireland, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
22, State-gov, 1st-4th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,8, Hong, <=50K
43, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,5, Poland, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Hungary, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,8255,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,35, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,1099,0,40, United-States, >50K
45, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Yugoslavia, <=50K
61, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
26, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,15, United-States, >50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,5370,0,50, United-States, >50K
31, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
25, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,6, Jamaica, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
23, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Canada, >50K
43, Private, 7th-8th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, Columbia, <=50K
28, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,36, Thailand, >50K
49, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Peru, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, France, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Unmarried, White, Female,3048,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Wife, Black, Male,0,0,44, Hong, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,60, United-States, <=50K
48, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
41, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,32, South, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,45, Cambodia, <=50K
27, Private, Masters, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,1977,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,50, United-States, <=50K
26, Private, 9th, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,40, Yugoslavia, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1887,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Poland, <=50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,20, France, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,50, Thailand, <=50K
47, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,25, United-States, >50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Wife, Black, Female,0,0,45, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Guatemala, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
62, Federal-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,30, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Scotland, <=50K
36, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
46, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2445,0,50, Puerto-Rico, <=50K
63, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, United-States, >50K
41, Self-emp-not-inc, Prof-school, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
51, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,1579,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,2490,0,50, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,24, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Separated, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4047,0,20, United-States, <=50K
