25, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, England, <=50K
33, Private, Some-college, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Hong, <=50K
31, Private, Bachelors, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, El-Salvador, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, Honduras, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,72, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Haiti, <=50K
66, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Thailand, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,20, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,70, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1848,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,12, United-States, <=50K
41, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
70, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2186,50, United-States, >50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,4386,0,30, United-States, <=50K
21, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
79, Local-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,10, United-States, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,3325,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
45, State-gov, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,25, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, 1st-4th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, Columbia, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,4899,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,42, India, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, United-States, <=50K
36, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, Taiwan, <=50K
35, Private, Masters, Divorced, Adm-clerical, Own-child, White, Male,0,0,60, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,8, Thailand, <=50K
83, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,20, United-States, <=50K
53, Private, Bachelors, Widowed, Transport-moving, Unmarried, White, Female,0,0,30, United-States, <=50K
18, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,20, Yugoslavia, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,80, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,60, United-States, <=50K
45, Private, Preschool, Separated, Machine-op-inspct, Husband, White, Male,0,0,88, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1977,40, Hong, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, England, <=50K
23, Federal-gov, 11th, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
49, Local-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, United-States, >50K
32, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,35, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
53, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,8, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,99, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1485,40, United-States, >50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, Laos, <=50K
29, Private, Some-college, Widowed, Adm-clerical, Own-child, White, Female,0,0,36, United-States, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Greece, >50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Portugal, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Vietnam, <=50K
49, Self-emp-not-inc, Some-college, Separated, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, England, <=50K
28, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,89, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Female,0,0,35, Portugal, >50K
46, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,5064,0,60, United-States, >50K
50, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,30, Portugal, >50K
38, Private, Bachelors, Widowed, Farming-fishing, Unmarried, White, Female,0,0,50, India, <=50K
61, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
43, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,15024,0,45, United-States, <=50K
46, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Dominican-Republic, <=50K
28, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,1647,40, United-States, <=50K
19, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
36, Local-gov, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,5441,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Cuba, >50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Haiti, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
63, Local-gov, 7th-8th, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Italy, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,1848,40, South, >50K
74, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,15, United-States, >50K
39, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,1887,50, United-States, >50K
31, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,7298,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,5150,0,45, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,70, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, China, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,4406,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,24, Cambodia, <=50K
34, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, Japan, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Jamaica, >50K
44, Local-gov, Some-college, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
17, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,912,0,20, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,16, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,37, Ecuador, <=50K
53, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,37, Japan, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
23, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
29, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cambodia, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1670,54, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
30, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, >50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,50, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
31, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
44, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Hong, <=50K
56, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,20, United-States, <=50K
47, Private, Preschool, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
60, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Husband, Asian-Pac-Islander, Male,7416,0,40, United-States, >50K
52, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,30, United-States, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
34, Local-gov, HS-grad, Never-married, Sales, Husband, White, Female,0,0,54, United-States, <=50K
59, Private, Masters, Never-married, Transport-moving, Husband, Black, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
54, Local-gov, Preschool, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,20, Haiti, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Portugal, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Guatemala, >50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
77, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, Japan, <=50K
56, Local-gov, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,40, China, >50K
36, Private, Masters, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,80, United-States, >50K
36, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
22, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,48, Hungary, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,1759,40, El-Salvador, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, Greece, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, El-Salvador, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Mexico, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,7, Dominican-Republic, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
59, Private, 5th-6th, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Other, Female,3078,0,40, United-States, >50K
36, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,3907,0,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,54, United-States, <=50K
62, Private, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, Cuba, <=50K
49, Private, 7th-8th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, El-Salvador, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,54, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,37, Poland, <=50K
28, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,15, Hong, <=50K
22, Private, Masters, Never-married, Prof-specialty, Wife, Other, Male,211,0,40, Dominican-Republic, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
66, Private, HS-grad, Widowed, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,8, Japan, <=50K
