25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Ecuador, <=50K
35, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,35, Nicaragua, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, Greece, <=50K
51, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
80, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15301,0,50, Yugoslavia, >50K
38, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,10798,0,50, Vietnam, >50K
43, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, France, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,60, Puerto-Rico, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, France, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Thailand, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, France, <=50K
35, Self-emp-not-inc, 9th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Vietnam, >50K
24, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
40, State-gov, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Philippines, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, Trinadad&Tobago, <=50K
19, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Female,0,0,30, South, <=50K
42, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, France, >50K
49, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,67544,0,40, Ecuador, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
21, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, Haiti, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, Guatemala, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
55, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, Hungary, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Ecuador, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
41, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, <=50K
73, Federal-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, Other, Male,0,2046,20, United-States, <=50K
46, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Philippines, <=50K
40, Federal-gov, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,3993,0,45, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, Scotland, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Canada, <=50K
53, Private, 1st-4th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Laos, <=50K
34, Private, Some-college, Separated, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
43, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,45, India, <=50K
52, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Male,0,0,40, Mexico, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Cambodia, <=50K
46, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Cuba, <=50K
52, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, China, <=50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,44, Vietnam, <=50K
45, Private, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,50, Portugal, <=50K
64, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, Scotland, <=50K
46, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, England, <=50K
39, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
33, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Portugal, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, China, <=50K
37, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,36, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
44, Private, Masters, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,50, Puerto-Rico, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, India, <=50K
51, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, Scotland, <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
39, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,3325,0,45, Scotland, >50K
70, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, Iran, <=50K
31, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Laos, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,39, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Taiwan, <=50K
66, Private, Bachelors, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, Taiwan, <=50K
20, Private, Bachelors, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Own-child, Other, Female,0,0,40, France, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,10, Canada, <=50K
35, Federal-gov, 5th-6th, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
39, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,7298,0,40, Taiwan, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Guatemala, <=50K
53, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,45, Thailand, <=50K
58, Private, 9th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Japan, <=50K
44, Self-emp-inc, Bachelors, Separated, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,65, Philippines, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,40, Honduras, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
35, Private, Assoc-acdm, Divorced, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,2269,0,50, Scotland, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,30, Haiti, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,30, Ecuador, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, South, >50K
41, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hungary, >50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Columbia, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,50, Guatemala, >50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, Canada, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Iran, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Separated, Exec-managerial, Wife, Black, Male,0,0,45, Cuba, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Cambodia, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Laos, <=50K
47, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,15, Cambodia, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Haiti, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2397,51, Peru, >50K
42, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, Poland, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
20, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Canada, <=50K
42, Private, Bachelors, Separated, Sales, Not-in-family, White, Female,0,0,60, Iran, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, Peru, <=50K
56, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,45, Vietnam, >50K
40, Private, 9th, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Puerto-Rico, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, >50K
42, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Wife, Black, Female,0,0,30, Italy, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Dominican-Republic, >50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,77, El-Salvador, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,3286,0,60, Canada, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
39, State-gov, Some-college, Separated, Armed-Forces, Husband, White, Male,0,0,40, El-Salvador, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,1902,50, Taiwan, >50K
67, Local-gov, Doctorate, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,15024,0,19, United-States, >50K
48, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,50, Scotland, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,1902,35, Poland, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,6295,0,45, Guatemala, >50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,15, Haiti, >50K
58, Without-pay, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
27, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Jamaica, <=50K
19, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Japan, <=50K
61, Private, 1st-4th, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,50, El-Salvador, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
61, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,4, Japan, <=50K
29, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Laos, <=50K
41, Local-gov, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,1887,40, Haiti, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,7298,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
36, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Guatemala, <=50K
17, Self-emp-not-inc, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,6, Honduras, >50K
72, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,2913,0,60, Columbia, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Poland, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, El-Salvador, <=50K
27, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Dominican-Republic, <=50K
25, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
39, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,54, Canada, >50K
25, Private, HS-grad, Widowed, Prof-specialty, Own-child, White, Male,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, England, <=50K
32, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
30, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, China, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
55, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,1902,16, Haiti, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,13, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, Hong, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,18, Trinadad&Tobago, <=50K
60, Private, 7th-8th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1977,45, Yugoslavia, >50K
36, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,49, Vietnam, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, France, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Cambodia, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, South, <=50K
62, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, China, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Canada, >50K
51, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, India, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Italy, <=50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Female,0,0,40, Poland, <=50K
42, Private, 5th-6th, Divorced, Tech-support, Not-in-family, Black, Female,1575,0,45, Honduras, <=50K
59, Private, HS-grad, Widowed, Tech-support, Not-in-family, Other, Female,0,0,35, France, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Scotland, >50K
19, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Taiwan, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
36, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Ecuador, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,6459,0,60, Philippines, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,20, Philippines, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1977,40, El-Salvador, >50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, Philippines, >50K
54, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Other, Female,0,0,40, China, >50K
41, Private, Doctorate, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,30, Japan, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Philippines, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,44, Trinadad&Tobago, >50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, Peru, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,2050,42, Ecuador, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, Other, Male,0,0,40, Ecuador, <=50K
50, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Japan, >50K
