41, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,45, Holand-Netherlands, <=50K
51, Private, HS-grad, Separated, Prof-specialty, Husband, Black, Female,0,0,60, Haiti, <=50K
39, State-gov, Some-college, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, Cuba, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,7687,0,50, Jamaica, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, Thailand, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,25, Jamaica, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,2378,0,45, Iran, >50K
25, Private, Assoc-acdm, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,20, Germany, <=50K
39, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
71, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,32, France, <=50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,64, Guatemala, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,1666,68, Guatemala, <=50K
44, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, India, >50K
30, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, Vietnam, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,65, Trinadad&Tobago, >50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Female,0,0,50, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Japan, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,63, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, Iran, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Japan, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,1888,40, Honduras, >50K
35, Private, Assoc-acdm, Divorced, Sales, Own-child, Other, Female,0,0,40, Haiti, <=50K
51, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
44, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Taiwan, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Thailand, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
33, Private, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, Scotland, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Holand-Netherlands, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, Greece, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,22361,0,25, Hong, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
30, Private, Assoc-voc, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Guatemala, >50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,26, France, <=50K
33, Private, Assoc-voc, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, >50K
24, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Guatemala, <=50K
26, Self-emp-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Female,3136,0,40, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,15, Laos, <=50K
26, State-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, >50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,40, Vietnam, >50K
47, Local-gov, HS-grad, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,34, Greece, <=50K
50, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7298,0,40, Hungary, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, El-Salvador, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,24, Puerto-Rico, <=50K
46, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Greece, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Germany, >50K
20, State-gov, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,22, Portugal, <=50K
54, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,20, England, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Canada, >50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,64, Greece, >50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,40, China, <=50K
39, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Jamaica, >50K
42, Private, Bachelors, Divorced, Handlers-cleaners, Husband, White, Female,0,0,45, Cambodia, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
33, Private, 11th, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Ireland, <=50K
63, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,27794,0,75, Vietnam, >50K
27, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Laos, <=50K
51, Private, HS-grad, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
33, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, Philippines, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Honduras, >50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, Iran, <=50K
80, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,2, India, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,24, Philippines, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
64, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,1902,40, Japan, <=50K
26, Private, Masters, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,35, Jamaica, <=50K
25, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,54, Scotland, >50K
66, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,20, Haiti, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,30, Hong, <=50K
50, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, <=50K
58, Private, 10th, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,35, Trinadad&Tobago, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
53, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Laos, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Poland, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, Mexico, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,10, Laos, <=50K
40, Private, Some-college, Never-married, Other-service, Husband, Other, Male,0,0,40, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Jamaica, <=50K
56, Self-emp-not-inc, 5th-6th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,7687,0,40, Vietnam, >50K
56, State-gov, Some-college, Divorced, Sales, Husband, Other, Male,0,0,32, Taiwan, <=50K
65, Private, Bachelors, Divorced, Other-service, Husband, Other, Female,0,0,40, Cuba, <=50K
35, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
35, Private, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Cuba, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, India, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,27, Guatemala, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Italy, <=50K
55, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Holand-Netherlands, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,40, Japan, <=50K
29, State-gov, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Guatemala, <=50K
62, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,54, Ireland, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,99, Vietnam, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Portugal, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
46, Self-emp-inc, HS-grad, Divorced, Transport-moving, Husband, Black, Male,4100,0,40, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,5, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,23, India, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,35, Yugoslavia, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Portugal, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Laos, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,2743,0,40, Haiti, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
47, Private, 1st-4th, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,40, Yugoslavia, >50K
64, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Mexico, <=50K
33, Private, 11th, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,14001,0,40, Portugal, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Puerto-Rico, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,10, France, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,0,0,35, Trinadad&Tobago, <=50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,40, Haiti, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,45, Guatemala, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1977,54, Greece, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,20, Yugoslavia, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,8, Portugal, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Hungary, >50K
31, Federal-gov, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
38, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Portugal, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,22, Portugal, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,14, England, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
51, Local-gov, Bachelors, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,14691,0,40, El-Salvador, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,84, Outlying-US(Guam-USVI-etc), >50K
28, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
59, Private, 10th, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
46, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Female,0,0,40, Holand-Netherlands, <=50K
24, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, South, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,70, Holand-Netherlands, <=50K
37, Federal-gov, Prof-school, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,40, Ecuador, >50K
39, Private, 10th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,14, France, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,2572,0,40, Cuba, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, England, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1887,48, Outlying-US(Guam-USVI-etc), >50K
38, Private, 11th, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, Taiwan, >50K
48, Private, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, Ireland, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, England, >50K
26, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Male,0,0,15, Greece, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Hungary, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Cambodia, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,35, Thailand, <=50K
17, State-gov, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Germany, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,1887,35, Hong, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Greece, <=50K
70, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,2849,0,40, Trinadad&Tobago, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Honduras, <=50K
31, Private, Masters, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
24, Federal-gov, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Jamaica, <=50K
32, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,54, Nicaragua, >50K
38, Private, HS-grad, Divorced, Transport-moving, Husband, Black, Male,0,0,40, Peru, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Male,7687,0,40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Jamaica, >50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Peru, <=50K
29, Private, 11th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Honduras, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Hong, >50K
48, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,5178,0,40, Peru, <=50K
54, Self-emp-not-inc, 7th-8th, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,8, United-States, <=50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Laos, <=50K
62, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,27, Guatemala, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Peru, <=50K
48, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,35, Portugal, >50K
72, Private, Masters, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male,26456,0,40, France, >50K
35, Private, 5th-6th, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, Thailand, <=50K
29, Private, HS-grad, Never-married, Tech-support, Husband, Other, Female,4095,0,50, Hong, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, >50K
22, Private, 11th, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, China, <=50K
57, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Greece, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,2199,0,45, Poland, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
37, Private, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Hungary, >50K
36, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Holand-Netherlands, <=50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Philippines, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Ecuador, <=50K
60, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1929,45, Thailand, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
31, Private, Masters, Never-married, Tech-support, Own-child, Black, Female,0,0,35, Scotland, <=50K
36, Private, Masters, Never-married, Craft-repair, Husband, Other, Female,0,0,50, Holand-Netherlands, <=50K
58, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, Cambodia, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,20, Ireland, <=50K
34, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,7441,0,40, Italy, >50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,8, Dominican-Republic, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,7, Hungary, <=50K
35, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, <=50K
27, Private, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,20, China, <=50K
20, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Canada, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, Japan, <=50K
26, State-gov, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,0,20, Puerto-Rico, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Husband, Other, Male,0,0,35, Columbia, <=50K
58, State-gov, Some-college, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,27, Trinadad&Tobago, <=50K
55, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
