27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,29, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
45, Local-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,45, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,7298,0,60, Germany, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
44, Private, Doctorate, Divorced, Prof-specialty, Wife, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Local-gov, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,38, Cuba, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Husband, White, Female,3504,0,50, Scotland, <=50K
56, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2351,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,11, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, United-States, <=50K
36, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, >50K
67, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
50, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,2377,40, United-States, <=50K
36, Private, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Thailand, <=50K
30, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Mexico, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,21, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Tech-support, Unmarried, White, Female,0,0,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Italy, <=50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
74, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
39, Private, Some-college, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Mexico, <=50K
24, Private, 11th, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1979,54, Honduras, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
35, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,25, United-States, <=50K
62, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
37, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
34, Local-gov, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,36, Jamaica, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Italy, <=50K
41, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,70, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
31, State-gov, 9th, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1979,60, United-States, <=50K
38, Private, Bachelors, Divorced, Tech-support, Own-child, White, Male,0,0,70, United-States, <=50K
36, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
37, Federal-gov, 9th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,46, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Poland, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3480,0,60, United-States, <=50K
44, Self-emp-not-inc, Some-college, Widowed, Tech-support, Own-child, White, Male,0,0,10, United-States, <=50K
53, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,1693,32, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,51, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, State-gov, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,43, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,48, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Portugal, >50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,50, United-States, >50K
57, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
61, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, United-States, >50K
28, Private, Prof-school, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany, >50K
63, Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,29, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,20, United-States, >50K
29, Private, 11th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
61, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
31, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
35, State-gov, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,21, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,29, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, United-States, >50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
27, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
56, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3925,0,40, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
29, Private, HS-grad, Separated, Transport-moving, Not-in-family, Black, Male,0,0,50, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,29, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2041,29, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
21, Private, 11th, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
59, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, Thailand, <=50K
57, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,48, United-States, <=50K
67, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,40, Cuba, <=50K
62, Private, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,37, Poland, <=50K
50, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,1670,45, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,29, United-States, <=50K
32, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,43, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
58, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,29, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,20, United-States, >50K
45, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
46, Private, 5th-6th, Divorced, Sales, Wife, White, Male,0,0,35, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Wife, Other, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
55, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
30, Private, 5th-6th, Divorced, Other-service, Not-in-family, Black, Female,0,0,10, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,35, Iran, <=50K
45, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,2198,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,1485,42, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Separated, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Married-spouse-absent, Sales, Not-in-family, Black, Male,0,0,20, United-States, <=50K
32, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, 11th, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, Vietnam, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Hungary, >50K
36, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Philippines, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Yugoslavia, <=50K
45, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2432,76, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,15024,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
54, Private, HS-grad, Widowed, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, Mexico, >50K
22, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,6582,0,73, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1896,35, United-States, >50K
48, State-gov, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
39, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7009,0,50, United-States, >50K
48, Self-emp-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,12588,0,60, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, <=50K
67, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,24, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,35, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Bachelors, Widowed, Craft-repair, Wife, White, Male,13189,0,40, Hungary, >50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,35, Guatemala, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
38, Local-gov, 9th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
