35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4991,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,2219,40, United-States, <=50K
32, Self-emp-not-inc, Masters, Never-married, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, 9th, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,47, Ireland, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
17, Self-emp-not-inc, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, <=50K
63, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2376,0,45, United-States, <=50K
39, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,1887,40, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,30, Japan, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,38, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Separated, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
27, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,2832,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Iran, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
28, Private, 10th, Never-married, Exec-managerial, Husband, White, Male,0,1849,45, United-States, >50K
47, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
32, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Private, 10th, Widowed, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,32, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, United-States, >50K
45, Local-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,52, United-States, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,52, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, State-gov, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,24, Yugoslavia, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,10903,0,50, United-States, >50K
24, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,63, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,48, United-States, >50K
35, Private, 10th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
77, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,24, Mexico, <=50K
36, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
29, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,9161,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Federal-gov, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
35, Private, 7th-8th, Never-married, Tech-support, Not-in-family, White, Female,0,0,12, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,13, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,1561,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,2573,0,44, United-States, <=50K
33, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Japan, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
27, Private, 7th-8th, Never-married, Prof-specialty, Wife, Black, Female,10545,0,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,58, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, Philippines, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, Masters, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Cambodia, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,48, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
50, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
52, Private, 9th, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,41, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Mexico, <=50K
54, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
48, Private, Assoc-acdm, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Mexico, <=50K
38, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, 7th-8th, Divorced, Sales, Unmarried, White, Female,0,0,40, Thailand, <=50K
60, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3810,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
53, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
32, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
62, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
70, Private, 7th-8th, Separated, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, 9th, Widowed, Prof-specialty, Husband, White, Female,0,0,12, United-States, >50K
19, Private, Some-college, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, Mexico, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3024,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,54, United-States, <=50K
57, State-gov, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,42, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
75, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,8, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,47, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,6638,0,50, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,36, United-States, <=50K
23, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,1887,25, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,7687,0,20, United-States, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
45, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, France, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
81, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Ecuador, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,2, United-States, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
26, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Federal-gov, HS-grad, Divorced, Prof-specialty, Wife, Black, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Japan, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Doctorate, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
89, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,5178,0,40, United-States, >50K
25, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
19, Private, 9th, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
77, Local-gov, 7th-8th, Widowed, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, 10th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Honduras, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,16, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,30, United-States, <=50K
42, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Female,0,0,24, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
