46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Poland, <=50K
72, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,20, El-Salvador, <=50K
47, Private, Masters, Divorced, Exec-managerial, Husband, Black, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,35, Japan, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,70, Jamaica, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, Guatemala, <=50K
31, Private, Masters, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,50, Cambodia, <=50K
37, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,80, France, <=50K
38, Self-emp-inc, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, France, <=50K
57, Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
71, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,38, Columbia, <=50K
42, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,27, Yugoslavia, <=50K
41, Private, Some-college, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, Philippines, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Haiti, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Greece, >50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,45, Honduras, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, Portugal, <=50K
58, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Jamaica, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,48, Hungary, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Greece, <=50K
32, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,48, Scotland, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, >50K
62, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,54, China, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,12, Cuba, <=50K
26, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Taiwan, <=50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,60, Guatemala, <=50K
38, State-gov, Masters, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
39, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, China, >50K
22, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, <=50K
26, State-gov, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
27, State-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,39, Yugoslavia, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
60, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Dominican-Republic, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,1887,40, Nicaragua, <=50K
48, Federal-gov, 9th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, England, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,45, Trinadad&Tobago, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,35, Ireland, <=50K
44, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, India, <=50K
31, Private, Assoc-acdm, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,15, Yugoslavia, <=50K
47, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Female,0,2444,80, Canada, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
30, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,3402,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Germany, >50K
48, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Hong, <=50K
73, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,20, Laos, <=50K
21, State-gov, 7th-8th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, Hong, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
43, Self-emp-not-inc, 9th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, Ireland, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Wife, Black, Female,0,0,35, Honduras, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,12, Vietnam, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Greece, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1750,40, Japan, >50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Germany, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Guatemala, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, England, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, Hong, >50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
52, Private, Prof-school, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, Greece, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,30, Columbia, <=50K
41, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Dominican-Republic, >50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
29, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
54, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Cuba, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, France, >50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,48, England, <=50K
32, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,45, China, <=50K
64, State-gov, Assoc-acdm, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,26, El-Salvador, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, Italy, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,45, Columbia, >50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,63, Haiti, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,44, Jamaica, <=50K
50, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Female,7298,0,50, El-Salvador, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Ireland, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,70, India, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Jamaica, <=50K
22, Local-gov, Some-college, Separated, Protective-serv, Own-child, White, Female,0,0,50, Italy, <=50K
34, Private, Assoc-voc, Divorced, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,40, Haiti, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,60, Outlying-US(Guam-USVI-etc), >50K
52, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1902,50, India, <=50K
70, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,25264,0,35, France, >50K
21, State-gov, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,20, El-Salvador, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,30, Nicaragua, <=50K
45, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,1902,40, Taiwan, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Cuba, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,10, Italy, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, <=50K
61, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, Italy, <=50K
34, Local-gov, Some-college, Divorced, Sales, Unmarried, Black, Male,0,0,40, Yugoslavia, <=50K
35, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
49, Self-emp-not-inc, Masters, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,1887,45, Hungary, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Canada, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,54, China, >50K
42, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, >50K
37, State-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,54, Canada, <=50K
36, State-gov, Bachelors, Separated, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, China, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,15024,0,45, Nicaragua, >50K
36, Self-emp-inc, Masters, Widowed, Sales, Wife, White, Female,24089,0,50, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, Columbia, >50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Peru, >50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,6756,0,60, Philippines, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1720,45, Ecuador, >50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Guatemala, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Laos, <=50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,15, Cambodia, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, China, <=50K
20, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Japan, >50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, >50K
19, Self-emp-not-inc, Assoc-voc, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, France, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,30, Jamaica, <=50K
32, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,65, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, China, >50K
40, State-gov, Some-college, Never-married, Transport-moving, Unmarried, Black, Female,0,0,35, El-Salvador, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Honduras, <=50K
56, Private, Masters, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
52, State-gov, 7th-8th, Separated, Tech-support, Unmarried, Black, Female,0,0,40, Iran, <=50K
60, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Scotland, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, Honduras, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, El-Salvador, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,38, Taiwan, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,54, China, <=50K
21, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,50, Italy, >50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Wife, White, Male,3914,0,40, Portugal, <=50K
30, Federal-gov, Bachelors, Separated, Sales, Not-in-family, Black, Male,0,0,40, Canada, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,25, China, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Hong, <=50K
38, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Ireland, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,35, Italy, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, Thailand, <=50K
54, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Iran, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1864,54, Thailand, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, China, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,4855,0,10, Ecuador, <=50K
33, Private, Bachelors, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,1740,40, Guatemala, <=50K
40, Private, HS-grad, Widowed, Craft-repair, Own-child, Other, Female,0,0,40, Philippines, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,37, Puerto-Rico, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
34, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, >50K
32, Private, Masters, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, Hong, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,20, Jamaica, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,99999,0,40, Cuba, >50K
39, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,50, Honduras, <=50K
31, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Iran, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, India, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Vietnam, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, Portugal, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
51, Private, HS-grad, Separated, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
56, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Columbia, >50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Canada, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
41, Self-emp-not-inc, Masters, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,84, England, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,50, Puerto-Rico, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Jamaica, <=50K
39, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Ireland, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,2193,0,40, Peru, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Taiwan, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
38, Self-emp-not-inc, Masters, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
28, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, Greece, >50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,50, Guatemala, <=50K
25, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Germany, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Philippines, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Hungary, >50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,45, Peru, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, India, <=50K
23, Private, HS-grad, Separated, Craft-repair, Own-child, Other, Female,0,0,50, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Jamaica, <=50K
48, Private, Bachelors, Separated, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,2524,40, Cuba, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Cuba, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Canada, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, Cuba, <=50K
62, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,93, India, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,39, Vietnam, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,1670,40, Dominican-Republic, <=50K
