25, Private, Bachelors, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
33, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2406,52, Guatemala, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,12, Hong, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,25, Canada, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
77, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Cuba, >50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, India, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Japan, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1900,40, Jamaica, >50K
63, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Greece, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Italy, <=50K
30, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,48, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Cambodia, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Columbia, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,10, India, <=50K
41, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Greece, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Scotland, <=50K
51, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
40, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,1887,40, Ecuador, <=50K
59, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, Iran, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,2520,50, Cuba, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,50, Philippines, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,24, United-States, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,13, Taiwan, <=50K
35, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, Cambodia, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,32, Jamaica, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Iran, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Ireland, >50K
59, Private, Prof-school, Widowed, Other-service, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,30, South, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Philippines, <=50K
61, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Cambodia, >50K
60, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,50, Cambodia, >50K
20, Private, 12th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,25, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Laos, >50K
41, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Scotland, >50K
39, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Hong, <=50K
58, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,45, Honduras, <=50K
38, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
20, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,12, Philippines, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
56, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,35, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Philippines, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,10, Guatemala, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, England, <=50K
24, Private, 11th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Hong, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Female,4386,0,50, France, <=50K
23, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,40, Ecuador, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, South, <=50K
31, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,32, Jamaica, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Jamaica, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, South, <=50K
24, Private, Some-college, Separated, Protective-serv, Husband, Black, Male,0,0,20, Yugoslavia, <=50K
70, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
40, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Poland, <=50K
33, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,2344,0,16, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Mexico, <=50K
36, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,35, Greece, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,20, Columbia, <=50K
41, Local-gov, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,32, Poland, <=50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2378,45, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Poland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Vietnam, <=50K
47, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, England, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,3, Italy, >50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
47, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hungary, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Hong, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Wife, Black, Female,0,1979,53, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Hong, <=50K
31, Private, Bachelors, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, Puerto-Rico, <=50K
56, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Iran, <=50K
41, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
55, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
76, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, Dominican-Republic, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Canada, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Poland, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,43, India, <=50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, South, >50K
23, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
53, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Hong, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,15, Ecuador, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,41, Hong, >50K
18, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,13, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,55, Canada, <=50K
24, Private, 11th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Columbia, <=50K
35, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Honduras, <=50K
37, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, State-gov, HS-grad, Separated, Transport-moving, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, Ireland, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,1902,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
49, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, Thailand, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,42, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, >50K
22, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Male,0,0,32, England, <=50K
41, Federal-gov, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Greece, <=50K
34, Private, Assoc-voc, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,48, India, >50K
31, Private, Bachelors, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
22, Private, Bachelors, Separated, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7687,0,35, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Hungary, <=50K
34, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, >50K
34, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Female,0,0,70, India, <=50K
44, Local-gov, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, Columbia, <=50K
36, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,4527,0,30, Cambodia, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,3, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
64, Private, Bachelors, Widowed, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,15, Peru, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Philippines, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Iran, >50K
37, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,50, South, <=50K
36, Federal-gov, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
61, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Philippines, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,5898,0,40, Germany, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
25, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Canada, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Philippines, >50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,16, Portugal, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, England, <=50K
65, Federal-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,16, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,32, Canada, <=50K
59, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,3035,0,54, Vietnam, <=50K
41, Private, Some-college, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Widowed, Adm-clerical, Own-child, Black, Female,0,0,20, Jamaica, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,7367,0,60, Germany, >50K
19, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,65, Germany, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
41, Private, Some-college, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Philippines, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, England, <=50K
42, Federal-gov, Some-college, Widowed, Other-service, Not-in-family, Other, Male,0,0,12, United-States, <=50K
60, Private, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
38, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
54, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,4522,0,70, Columbia, <=50K
23, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Columbia, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Iran, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,10, Puerto-Rico, <=50K
29, Local-gov, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,14, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1948,40, United-States, >50K
74, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, France, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,22, Dominican-Republic, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,42, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1977,50, Peru, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,23, United-States, <=50K
26, Private, Masters, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,24, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Cambodia, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,10, Nicaragua, <=50K
47, Private, 9th, Divorced, Other-service, Unmarried, White, Male,0,0,16, Ireland, <=50K
74, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, England, >50K
31, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,24, Ireland, >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,24, Thailand, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,10, Honduras, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,32, Iran, <=50K
32, Private, 1st-4th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, France, <=50K
29, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Poland, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Other, Male,0,0,60, Hong, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,80, Trinadad&Tobago, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, >50K
28, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Local-gov, 9th, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Canada, <=50K
65, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, Germany, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
20, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,40, France, <=50K
29, Private, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, India, <=50K
48, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, South, <=50K
28, Local-gov, HS-grad, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,2058,40, France, >50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,1496,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Scotland, <=50K
23, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,20, United-States, <=50K
