19, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,27, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, 9th, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
55, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,50, United-States, <=50K
53, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Female,0,0,37, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
47, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Self-emp-inc, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Other, Female,0,0,20, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Never-married, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
51, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
43, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, >50K
34, Self-emp-inc, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,5178,0,40, United-States, <=50K
57, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, United-States, <=50K
45, Local-gov, Bachelors, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,74, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
39, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Germany, <=50K
22, Private, 12th, Married-civ-spouse, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,89, Germany, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,12, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,47, Peru, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Thailand, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Columbia, <=50K
31, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1761,38, United-States, <=50K
29, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
52, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,3322,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Taiwan, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,44, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, >50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Never-married, Sales, Husband, White, Female,0,0,30, United-States, >50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,2, United-States, <=50K
49, Local-gov, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
21, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
77, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
73, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, Mexico, <=50K
31, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
48, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Husband, White, Male,3147,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,65, United-States, >50K
41, Private, Assoc-voc, Separated, Other-service, Wife, White, Female,0,0,20, United-States, >50K
46, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,2404,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
42, Private, 11th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,25, United-States, <=50K
55, Self-emp-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1892,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Federal-gov, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
90, Self-emp-inc, 5th-6th, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,38, Italy, <=50K
70, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,24991,0,45, United-States, >50K
51, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,11721,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Wife, Black, Female,0,0,40, Puerto-Rico, <=50K
25, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,56, Honduras, >50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,40, United-States, >50K
40, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1729,40, United-States, >50K
55, Local-gov, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Jamaica, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
72, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
46, Private, Assoc-acdm, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
64, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Other-service, Own-child, Other, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, Italy, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,49, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
59, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,20, United-States, <=50K
60, Self-emp-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Without-pay, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,2408,40, United-States, >50K
27, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
47, Private, 1st-4th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
64, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,5178,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
75, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
41, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
44, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
20, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
44, Private, Masters, Divorced, Farming-fishing, Unmarried, White, Female,3765,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Male,0,0,40, Germany, <=50K
52, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,27, Dominican-Republic, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Laos, <=50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,75, United-States, <=50K
62, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5131,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,44, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2436,70, Canada, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
61, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, >50K
37, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1976,45, United-States, >50K
37, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,0,2397,50, United-States, >50K
43, Private, Masters, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
28, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Masters, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
38, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1712,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,6519,0,40, United-States, <=50K
32, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
25, State-gov, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
53, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
