29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,44, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,54, United-States, <=50K
28, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,25, Puerto-Rico, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,2627,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
33, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, Cuba, >50K
42, Private, Some-college, Separated, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,40, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
53, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Laos, <=50K
18, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
34, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24, Mexico, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
48, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,9608,0,45, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Puerto-Rico, >50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,40, United-States, >50K
25, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,1652,0,40, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
61, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1978,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
53, Private, Bachelors, Separated, Other-service, Wife, White, Female,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,60, United-States, <=50K
35, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, South, <=50K
59, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Mexico, <=50K
39, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1952,50, United-States, >50K
46, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,1887,74, United-States, >50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
62, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,28, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,3103,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,6, Philippines, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
51, Self-emp-inc, 5th-6th, Married-civ-spouse, Other-service, Wife, White, Male,0,0,35, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2175,40, United-States, >50K
69, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
34, Private, 5th-6th, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,988,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Divorced, Protective-serv, Unmarried, White, Female,0,0,25, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
22, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
24, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2401,50, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Canada, <=50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,83, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,17, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
29, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1876,48, United-States, >50K
49, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Bachelors, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
58, Private, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,6915,0,45, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,70, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, Assoc-acdm, Widowed, Tech-support, Wife, White, Female,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,8614,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,19, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, 11th, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Local-gov, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,54, United-States, >50K
38, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Mexico, <=50K
39, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private, 7th-8th, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
23, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Mexico, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Cambodia, >50K
74, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,65, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,45, Ecuador, >50K
22, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Greece, <=50K
32, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, <=50K
24, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
59, Private, Bachelors, Widowed, Exec-managerial, Wife, Black, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Japan, <=50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
32, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
32, Private, HS-grad, Separated, Machine-op-inspct, Wife, White, Female,0,0,40, Jamaica, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Ecuador, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,51, United-States, >50K
40, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
73, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,12, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4457,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Columbia, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,54, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
67, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,10, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
38, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,1742,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Sales, Unmarried, White, Male,960,0,40, United-States, <=50K
50, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,3103,0,45, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Germany, <=50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States, <=50K
50, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
42, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,65, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,39886,0,60, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
33, Private, Some-college, Never-married, Other-service, Wife, White, Female,6221,0,40, United-States, >50K
20, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, France, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
34, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
26, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1978,50, United-States, <=50K
24, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, United-States, <=50K
35, Federal-gov, Assoc-voc, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,54, United-States, >50K
21, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,60, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
29, Federal-gov, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,45, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,3, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15796,0,48, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,1598,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
