49, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1977,45, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
68, State-gov, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,20, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
57, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
75, Private, Prof-school, Widowed, Adm-clerical, Husband, White, Female,0,0,15, United-States, <=50K
20, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,10, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Craft-repair, Own-child, Black, Female,0,0,10, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
23, Local-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,10, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,4984,0,35, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,90, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
47, Private, Bachelors, Widowed, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
70, Private, Prof-school, Divorced, Sales, Husband, White, Male,1968,0,40, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
29, Self-emp-inc, 12th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,7298,0,50, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,1887,38, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,4631,0,35, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,35, Guatemala, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,54, United-States, >50K
22, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, Masters, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1902,40, United-States, <=50K
21, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,20, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,54, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,70, Canada, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,72, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
41, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, >50K
22, Private, Bachelors, Widowed, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,20, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1898,70, United-States, <=50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
43, Local-gov, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,4503,0,54, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,1975,40, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Local-gov, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
64, Private, 7th-8th, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,30, South, <=50K
51, Private, Prof-school, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,12, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
52, Self-emp-not-inc, Prof-school, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
61, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Exec-managerial, Husband, Other, Male,0,0,50, United-States, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, 7th-8th, Never-married, Tech-support, Own-child, Black, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,10, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,40, United-States, >50K
20, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Federal-gov, Assoc-voc, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, Prof-school, Divorced, Transport-moving, Husband, White, Male,0,0,83, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
72, State-gov, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
46, State-gov, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,1977,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,13460,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,1902,30, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,16, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,3325,0,40, Greece, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,21, United-States, <=50K
35, State-gov, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
70, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,72, United-States, <=50K
40, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, United-States, >50K
58, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Jamaica, <=50K
51, State-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Female,0,1977,40, United-States, <=50K
29, Private, 12th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-spouse-absent, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 11th, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
47, Local-gov, Assoc-acdm, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, >50K
54, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,54, United-States, >50K
46, State-gov, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, El-Salvador, <=50K
24, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
40, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,5178,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
57, Local-gov, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, State-gov, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Widowed, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,3476,0,40, United-States, >50K
27, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Masters, Widowed, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
61, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Female,0,1902,40, United-States, <=50K
26, Private, 12th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
33, Private, 1st-4th, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Female,2606,0,40, United-States, >50K
52, Private, 7th-8th, Widowed, Exec-managerial, Husband, Black, Male,0,0,40, England, >50K
50, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1977,48, United-States, >50K
38, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, >50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, Black, Female,0,0,40, Philippines, >50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,3180,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,6558,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Mexico, >50K
51, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
22, Self-emp-inc, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,37, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,60, United-States, <=50K
49, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Male,15024,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,40, England, <=50K
61, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,8, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,10, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,30, United-States, <=50K
