25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
55, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, >50K
55, Federal-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,25, Nicaragua, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Germany, <=50K
34, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, <=50K
41, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,3403,0,40, Iran, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Nicaragua, >50K
50, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
39, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Peru, <=50K
21, Private, Bachelors, Never-married, Priv-house-serv, Own-child, Other, Female,0,0,12, Greece, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, France, <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,99999,0,40, United-States, >50K
32, State-gov, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,15024,0,38, Japan, >50K
55, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Greece, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, >50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,23, Taiwan, <=50K
36, Private, 9th, Never-married, Transport-moving, Wife, Other, Male,0,0,40, United-States, <=50K
33, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, England, <=50K
35, Local-gov, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,40, India, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2938,0,45, Outlying-US(Guam-USVI-etc), >50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Male,0,0,75, Scotland, >50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,60, India, >50K
78, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,5, Germany, >50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,542,0,30, Hong, <=50K
71, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, Hungary, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,30, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,3119,0,54, Hong, >50K
23, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Cuba, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Thailand, >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Columbia, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, South, <=50K
26, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1722,40, England, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
51, Private, 10th, Widowed, Transport-moving, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Canada, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Hong, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Cambodia, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Jamaica, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, France, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,4334,0,40, Haiti, >50K
59, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,22, England, <=50K
26, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
59, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,37, Ireland, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Philippines, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Poland, >50K
34, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
49, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
30, Federal-gov, Bachelors, Married-civ-spouse, Armed-Forces, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
60, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
23, Private, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
51, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,65, Philippines, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,10, El-Salvador, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ireland, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, France, <=50K
42, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Taiwan, >50K
23, Private, Bachelors, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Mexico, <=50K
44, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,1799,50, Vietnam, >50K
55, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,36, Jamaica, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,70, Laos, <=50K
45, Private, Some-college, Widowed, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Philippines, >50K
17, Private, 10th, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Japan, >50K
48, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,3, Scotland, <=50K
49, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, >50K
39, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, England, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Scotland, >50K
35, Federal-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,45, Taiwan, >50K
25, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
51, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Honduras, <=50K
46, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,1934,0,45, Hong, <=50K
39, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Laos, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, El-Salvador, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Hong, <=50K
50, Private, Prof-school, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,1902,54, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, Vietnam, <=50K
23, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, >50K
57, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
32, Private, 11th, Divorced, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
68, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,20, China, <=50K
49, Self-emp-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,64, Japan, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Columbia, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, China, >50K
30, Private, Some-college, Divorced, Handlers-cleaners, Wife, Black, Male,0,0,54, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,35, China, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
33, Private, Masters, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Greece, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, Japan, <=50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,50, Iran, <=50K
82, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, Italy, >50K
44, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Peru, <=50K
24, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, El-Salvador, >50K
35, Local-gov, 9th, Separated, Adm-clerical, Other-relative, Black, Male,0,0,45, Nicaragua, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,7517,0,70, Outlying-US(Guam-USVI-etc), >50K
28, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7397,0,40, Jamaica, >50K
34, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
51, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, Hong, <=50K
51, Private, 9th, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, Iran, <=50K
44, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, <=50K
31, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Columbia, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
37, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
63, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,6746,0,40, Haiti, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,50, Japan, <=50K
33, Private, Bachelors, Divorced, Protective-serv, Other-relative, Other, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, Cuba, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, China, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Thailand, <=50K
30, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Male,0,0,35, Scotland, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,13770,0,50, Dominican-Republic, >50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,30, Portugal, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Guatemala, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,64, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
49, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,40, Vietnam, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,2849,0,20, Portugal, <=50K
60, Private, Doctorate, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7524,0,54, Cuba, >50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,54, Philippines, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,5178,0,40, India, <=50K
24, Private, 10th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Scotland, <=50K
51, Private, HS-grad, Separated, Tech-support, Unmarried, Black, Male,0,0,40, Hungary, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Haiti, >50K
65, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,1977,32, China, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,5178,0,40, Iran, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Ireland, <=50K
36, Private, Assoc-voc, Never-married, Transport-moving, Wife, White, Female,0,0,40, Greece, <=50K
36, Private, Masters, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,10, Ireland, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,48, Haiti, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, Germany, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Italy, <=50K
53, Local-gov, Some-college, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,13620,0,30, Scotland, >50K
42, Local-gov, Preschool, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Honduras, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, India, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,47, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
68, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,30, Dominican-Republic, <=50K
30, Private, 12th, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,40, Vietnam, >50K
25, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Haiti, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Honduras, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Hungary, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
35, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,38, Greece, <=50K
50, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2397,50, Puerto-Rico, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Peru, >50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, England, <=50K
36, Private, 7th-8th, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
54, Private, HS-grad, Divorced, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,30, Haiti, <=50K
54, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,7395,0,40, Vietnam, >50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, India, <=50K
38, Private, Doctorate, Married-civ-spouse, Sales, Husband, Other, Female,0,1848,60, India, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Scotland, >50K
24, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, China, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,45, Dominican-Republic, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Yugoslavia, >50K
31, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Italy, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, France, >50K
23, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,2180,0,14, Hong, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Portugal, >50K
26, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,70, Columbia, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, South, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,35, Peru, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Greece, <=50K
28, Federal-gov, Some-college, Never-married, Sales, Husband, Other, Male,0,0,50, Haiti, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Haiti, <=50K
32, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,8, China, <=50K
40, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,45, Philippines, <=50K
34, Private, Doctorate, Married-civ-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
44, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, Haiti, <=50K
32, Private, HS-grad, Separated, Craft-repair, Wife, Other, Male,0,0,40, Laos, <=50K
44, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,70, United-States, >50K
35, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1977,60, Greece, >50K
35, Private, 5th-6th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, England, <=50K
56, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,1976,40, Ireland, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,35, Trinadad&Tobago, <=50K
19, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,2437,45, China, <=50K
22, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
37, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Italy, >50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
28, Private, Doctorate, Divorced, Exec-managerial, Own-child, Other, Male,0,0,50, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7117,0,40, Vietnam, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, Puerto-Rico, <=50K
54, Private, 10th, Widowed, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,42, Peru, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, Germany, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Ireland, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, El-Salvador, >50K
29, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,60, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Laos, >50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Greece, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,30, South, <=50K
23, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
37, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Dominican-Republic, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
