42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
39, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
22, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
52, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2215,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Philippines, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
35, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Philippines, <=50K
32, Private, 5th-6th, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,83, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Portugal, <=50K
40, Federal-gov, Some-college, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,3201,0,54, United-States, <=50K
26, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,50, United-States, <=50K
36, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1656,54, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5483,0,38, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,2588,0,45, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,3610,0,40, United-States, >50K
46, Private, 7th-8th, Divorced, Prof-specialty, Wife, Black, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3106,0,40, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
61, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,20, Canada, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,4, United-States, <=50K
71, State-gov, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Without-pay, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,75, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Tech-support, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, France, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, Iran, >50K
30, Federal-gov, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Puerto-Rico, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, >50K
50, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,15, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Sales, Not-in-family, White, Male,4201,0,50, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,53, Jamaica, <=50K
70, Self-emp-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,2155,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,45, Canada, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,40, United-States, >50K
22, Private, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, Mexico, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,38, United-States, <=50K
25, Private, Doctorate, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Separated, Transport-moving, Not-in-family, White, Female,0,0,31, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,70, United-States, <=50K
25, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,72, Mexico, >50K
40, Private, Bachelors, Widowed, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
58, Local-gov, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,20, United-States, <=50K
60, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
27, Self-emp-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
70, Private, HS-grad, Widowed, Craft-repair, Wife, White, Male,0,0,10, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,10520,0,50, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, Peru, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
48, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
47, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
67, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,2596,0,40, United-States, >50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, Poland, >50K
50, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,2187,0,15, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,8715,0,40, United-States, <=50K
41, Local-gov, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,70, Mexico, >50K
42, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
52, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Mexico, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
44, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
30, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, Ireland, >50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
29, Local-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,5178,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1740,40, Ireland, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,36, United-States, >50K
29, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Mexico, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Cuba, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,22, Mexico, <=50K
35, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, <=50K
64, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, State-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, Philippines, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, Vietnam, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,1978,40, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,1887,70, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Greece, <=50K
32, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Widowed, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Philippines, <=50K
46, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,15, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,30, United-States, <=50K
66, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,2644,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,22, Mexico, >50K
17, State-gov, 11th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
68, Self-emp-inc, Masters, Divorced, Exec-managerial, Unmarried, White, Male,22443,0,70, United-States, >50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
51, State-gov, 9th, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,54, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,64, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1875,40, United-States, >50K
22, Without-pay, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, South, <=50K
41, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,1619,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, Trinadad&Tobago, <=50K
47, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Never-married, Priv-house-serv, Wife, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,2912,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2175,95, United-States, >50K
28, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,36, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,3006,0,40, United-States, <=50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Doctorate, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,36, Puerto-Rico, <=50K
43, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, >50K
65, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Female,0,0,8, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
76, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,10443,0,45, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,0,1977,36, United-States, >50K
23, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,70, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
