21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Own-child, Other, Male,0,0,50, Taiwan, >50K
59, Private, Masters, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
65, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,21871,0,30, Philippines, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
61, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,30, United-States, >50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,54, Mexico, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,30, Hong, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,3325,0,40, Outlying-US(Guam-USVI-etc), >50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, El-Salvador, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,71, Laos, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,52, Italy, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Vietnam, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Iran, >50K
27, Private, Bachelors, Divorced, Farming-fishing, Husband, Black, Female,0,0,50, Greece, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Ecuador, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Portugal, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Honduras, <=50K
34, Private, Assoc-voc, Divorced, Craft-repair, Husband, Black, Male,0,0,50, Vietnam, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,25, England, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, >50K
20, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Hungary, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,15024,0,50, Vietnam, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Vietnam, <=50K
44, Self-emp-not-inc, HS-grad, Married-spouse-absent, Transport-moving, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
38, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, Iran, <=50K
29, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Jamaica, >50K
26, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,50, Cambodia, <=50K
32, Private, Bachelors, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,54, Italy, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Peru, <=50K
33, Private, Bachelors, Never-married, Sales, Husband, Other, Female,0,0,40, Haiti, <=50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
48, Local-gov, 7th-8th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, France, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,7687,0,45, Puerto-Rico, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,40, Ireland, <=50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,4295,0,21, South, <=50K
46, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,1977,50, Poland, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, England, <=50K
25, Private, Some-college, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
32, Private, 10th, Divorced, Exec-managerial, Husband, White, Female,0,1902,45, Philippines, >50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,17, Laos, <=50K
27, State-gov, Prof-school, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Hong, >50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Japan, <=50K
44, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,35, Hungary, <=50K
41, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
23, Private, Bachelors, Widowed, Farming-fishing, Own-child, White, Male,0,0,40, Columbia, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Poland, <=50K
29, Private, Prof-school, Divorced, Prof-specialty, Unmarried, White, Male,0,0,54, Ireland, >50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,99999,0,40, South, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Cambodia, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Portugal, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,15, Iran, <=50K
23, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, China, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Hungary, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,7298,0,40, United-States, >50K
29, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Scotland, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,54, Vietnam, <=50K
40, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Female,4510,0,40, Peru, >50K
40, Private, Bachelors, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,60, South, >50K
29, Self-emp-not-inc, Bachelors, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, England, <=50K
24, Local-gov, HS-grad, Never-married, Sales, Wife, Other, Female,0,0,60, Greece, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Haiti, >50K
36, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
39, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
46, Private, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
58, Private, HS-grad, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,30, Iran, <=50K
41, Private, Some-college, Separated, Transport-moving, Not-in-family, Other, Female,0,1977,50, Haiti, <=50K
43, Private, 1st-4th, Never-married, Transport-moving, Husband, Black, Male,0,0,45, Ireland, <=50K
56, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, South, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Female,3103,0,40, Taiwan, >50K
30, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Hungary, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Philippines, >50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,20, Nicaragua, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,45, Vietnam, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,36, Trinadad&Tobago, <=50K
41, Private, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,3141,0,40, Cuba, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Japan, <=50K
61, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
26, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
29, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, Other, Male,0,0,46, Dominican-Republic, <=50K
40, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, El-Salvador, <=50K
20, Private, Bachelors, Separated, Other-service, Own-child, Other, Female,0,0,40, Trinadad&Tobago, >50K
47, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,48, China, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, Dominican-Republic, <=50K
37, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,80, Puerto-Rico, <=50K
51, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1977,50, Taiwan, >50K
41, Private, Assoc-voc, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, El-Salvador, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Hong, <=50K
58, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Mexico, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1977,54, Canada, >50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,36, Vietnam, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Honduras, >50K
58, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
30, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,1865,30, Philippines, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,25319,0,40, Dominican-Republic, >50K
50, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,48, Mexico, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Yugoslavia, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, China, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Thailand, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,15, Peru, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,40, Guatemala, <=50K
65, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,48, Dominican-Republic, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Yugoslavia, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, Vietnam, >50K
62, Private, HS-grad, Separated, Adm-clerical, Husband, Black, Female,0,0,40, Jamaica, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
64, State-gov, Assoc-voc, Widowed, Other-service, Unmarried, White, Female,0,0,40, India, <=50K
21, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,30, Puerto-Rico, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Canada, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Japan, <=50K
43, Private, HS-grad, Widowed, Craft-repair, Other-relative, Black, Male,0,0,52, Poland, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Nicaragua, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,74, Haiti, >50K
23, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
65, Without-pay, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Thailand, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,50, Laos, <=50K
73, Private, 9th, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,20, Vietnam, <=50K
30, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, Japan, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
44, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
71, Private, Doctorate, Widowed, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Greece, <=50K
26, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,80, Ecuador, <=50K
54, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
30, Private, 11th, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Female,4329,0,35, India, <=50K
38, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,859,0,40, United-States, >50K
48, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
47, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, India, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,35, India, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, France, <=50K
30, Private, 11th, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Greece, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Peru, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,5178,0,22, Poland, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,54, Guatemala, <=50K
32, Local-gov, 9th, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Iran, <=50K
61, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,24, Cuba, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,1902,40, Thailand, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Poland, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1889,64, Ecuador, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, England, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Thailand, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,40, France, <=50K
29, Private, Bachelors, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
21, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,25, England, <=50K
40, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,7687,0,40, Poland, >50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,20, Portugal, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,20, Hong, <=50K
53, Private, Doctorate, Widowed, Exec-managerial, Husband, Black, Male,15024,0,40, England, >50K
51, Self-emp-not-inc, Assoc-voc, Separated, Other-service, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
57, Private, 5th-6th, Widowed, Exec-managerial, Husband, Other, Male,0,0,40, Columbia, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Japan, <=50K
36, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Germany, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Canada, <=50K
41, Local-gov, 10th, Never-married, Prof-specialty, Husband, Other, Female,0,0,20, Vietnam, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,25, France, <=50K
30, Private, 12th, Separated, Other-service, Not-in-family, Other, Male,0,0,40, Laos, <=50K
60, Private, 9th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
44, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, Honduras, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Poland, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Poland, <=50K
19, Private, HS-grad, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, China, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
47, State-gov, HS-grad, Widowed, Machine-op-inspct, Wife, Black, Female,0,0,40, Honduras, <=50K
35, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Japan, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,36, England, <=50K
52, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,42, Poland, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,65, Germany, >50K
46, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
20, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,60, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Thailand, <=50K
34, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,60, Canada, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
23, Local-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
38, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,15024,0,40, Italy, <=50K
22, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
36, Private, Prof-school, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Thailand, <=50K
35, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,55, Ecuador, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
49, Local-gov, Bachelors, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Yugoslavia, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Columbia, <=50K
32, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, Italy, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,1902,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, Assoc-voc, Divorced, Exec-managerial, Wife, Other, Female,0,0,40, Jamaica, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Poland, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Laos, <=50K
