60, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
45, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
31, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1902,45, United-States, >50K
65, Private, 1st-4th, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Columbia, <=50K
55, Private, 12th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, 11th, Divorced, Adm-clerical, Husband, White, Female,0,0,75, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,60, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1543,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50, Yugoslavia, <=50K
43, Private, Bachelors, Separated, Adm-clerical, Husband, White, Male,0,0,40, Mexico, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3926,0,46, United-States, >50K
64, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,38, Jamaica, <=50K
65, Private, Masters, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,60, Ecuador, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, Columbia, <=50K
61, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,7, Philippines, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
64, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,10365,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
58, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, 9th, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Without-pay, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
38, Private, 5th-6th, Never-married, Craft-repair, Husband, Other, Male,0,0,38, United-States, <=50K
35, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,1662,45, South, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
35, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Canada, <=50K
24, Private, Some-college, Never-married, Priv-house-serv, Other-relative, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,5013,0,48, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Canada, >50K
20, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
64, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, 10th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Dominican-Republic, >50K
25, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Scotland, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2007,24, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Taiwan, >50K
27, Private, 12th, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Hungary, >50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
42, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,38, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,26, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Hungary, <=50K
56, Private, Some-college, Widowed, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
49, Private, 9th, Divorced, Craft-repair, Husband, White, Female,0,0,40, England, <=50K
38, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,54, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Hungary, <=50K
44, Private, 11th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Yugoslavia, >50K
55, State-gov, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,32, Cuba, <=50K
45, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
32, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,1590,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,31022,0,50, United-States, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,70, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,24, Thailand, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1757,50, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, South, <=50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,64, United-States, <=50K
60, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Poland, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,50, Philippines, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,15, United-States, >50K
24, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,3110,0,40, Guatemala, <=50K
33, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Prof-school, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Cuba, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,25, United-States, <=50K
70, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Husband, White, Male,0,0,24, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
43, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Iran, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, Bachelors, Divorced, Sales, Husband, White, Female,0,0,40, Honduras, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Widowed, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,15, United-States, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, England, >50K
52, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Haiti, >50K
28, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4064,0,60, Ecuador, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3934,0,45, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Masters, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
43, Self-emp-not-inc, 10th, Separated, Sales, Unmarried, White, Male,0,0,70, Columbia, >50K
39, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
77, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,32, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,16, Greece, <=50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,54, England, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,80, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
66, Private, Prof-school, Widowed, Farming-fishing, Husband, White, Male,0,1887,50, France, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Guatemala, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
23, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
38, Private, HS-grad, Separated, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,16, Peru, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 9th, Never-married, Tech-support, Own-child, White, Female,0,0,24, Trinadad&Tobago, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, China, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,48, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,35, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, Greece, <=50K
24, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Italy, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Sales, Wife, White, Female,0,0,12, United-States, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,40, Haiti, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,97, United-States, <=50K
62, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
54, Private, Bachelors, Widowed, Prof-specialty, Husband, White, Female,5270,0,32, Portugal, <=50K
47, Private, 1st-4th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, Ecuador, <=50K
62, Local-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
42, Self-emp-not-inc, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, China, <=50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Cuba, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,82, United-States, <=50K
45, Federal-gov, 10th, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
49, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
41, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, El-Salvador, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,66, Honduras, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Masters, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
42, State-gov, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,27, United-States, >50K
58, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
26, Private, Bachelors, Divorced, Priv-house-serv, Wife, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,15, Thailand, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
18, Private, Masters, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Thailand, <=50K
51, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,37, United-States, >50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
74, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,4711,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1617,31, United-States, <=50K
32, Private, Preschool, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
61, Private, HS-grad, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1977,40, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Widowed, Exec-managerial, Husband, Black, Male,7687,0,45, Hungary, >50K
46, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, Poland, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, South, <=50K
38, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
25, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Own-child, White, Male,4739,0,30, Ecuador, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,33, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-AF-spouse, Prof-specialty, Husband, White, Male,0,2003,40, Taiwan, >50K
48, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
